"公開申購公告-抽籤日程表"
"序號","抽籤日期","證券名稱","證券代號","發行市場","申購開始日","申購結束日","承銷股數","實際承銷股數","承銷價(元)","實際承銷價(元)","撥券日期(上市、上櫃日期)","主辦券商","申購股數","總承銷金額(元)","總合格件","中籤率(%)","取消公開抽籤",
"92","107/08/28","泰福-KY","6541","上市增資","107/08/22","107/08/24","2,250,000","2,250,000","85","85","107/09/05","凱基","1,000","191,250,000","1,980","100","",
"93","107/08/24","世紀鋼","9958","上市增資","107/08/20","107/08/22","1,700,000","1,700,000","60","60","107/09/03","群益金鼎","1,000","102,000,000","3,800","44.73","",
"94","107/08/20","恩德","1528","上市增資","107/08/14","107/08/16","1,700,000","1,700,000","13","13","107/08/28","元大","1,000","22,100,000","2,040","83.33","",
"95","107/08/15","昱捷","3232","上櫃增資","107/08/09","107/08/13","425,000","425,000","20","20","107/08/23","玉山","1,000","8,500,000","59,343","0.71","",
"96","107/08/14",="07央債甲05","A071EF","中央登錄公債","107/08/06","107/08/10","150,000","150,000","100.589","100.589","107/08/17","中華郵政公司","2,000","15,088,350","0","0","",
"97","107/08/14",="07央債甲05","A071EP","中央登錄公債","107/08/06","107/08/10","1,125,000","1,125,000","100.589","100.589","107/08/17","中華郵政公司","15,000","113,162,625","0","0","",
"98","107/08/14",="07央債甲05","A071EH","中央登錄公債","107/08/06","107/08/10","750,000","750,000","100.589","100.589","107/08/17","中華郵政公司","10,000","75,441,750","0","0","",
"99","107/08/14","泰碩","3338","上市增資","107/08/08","107/08/10","1,417,000","1,417,000","18","18","107/08/22","群益金鼎","1,000","25,506,000","12,252","11.56","",
"100","107/08/14","晟田","4541","上櫃增資","107/08/08","107/08/10","1,275,000","1,275,000","28","28","107/08/22","台新","1,000","35,700,000","31,346","4.06","",
"101","107/08/14",="07央債甲05","A071EE","中央登錄公債","107/08/06","107/08/10","100,000","100,000","100.589","100.589","107/08/17","中華郵政公司","1,000","10,058,900","0","0","",
"102","107/08/14",="07央債甲05","A071EG","中央登錄公債","107/08/06","107/08/10","375,000","375,000","100.589","100.589","107/08/17","中華郵政公司","5,000","37,720,875","0","0","",
"103","107/08/09","全球","4540","初上市","107/08/03","107/08/07","2,938,000","2,938,000","94.8","94.8","107/08/15","第一金","1,000","278,522,400","168,393","1.74","",
"104","107/08/09","商億-KY","8482","第一上市公司初上市","107/08/03","107/08/07","3,500,000","3,500,000","115","115","107/08/15","凱基","1,000","402,500,000","69,905","5","",
"105","107/08/09","永捷","4714","上櫃增資","107/08/03","107/08/07","1,440,000","1,440,000","12.5","12.5","107/08/17","元富","1,000","18,000,000","39,282","3.66","",
"106","107/08/07","西勝","3625","上櫃增資","107/08/01","107/08/03","680,000","680,000","25","25","107/08/15","國票","1,000","17,000,000","9,932","6.84","",
"107","107/08/06","金山電","8042","上櫃增資","107/07/31","107/08/02","468,000","468,000","58","58","107/08/14","福邦","1,000","27,144,000","7,097","6.59","",
"108","107/08/02","茂生農經","1240","初上櫃","107/07/27","107/07/31","650,000","650,000","47.19","47.19","107/08/08","兆豐","1,000","30,673,500","110,129","0.59","",
"109","107/08/02","英利-KY","2239","第一上市公司現金增資","107/07/27","107/07/31","765,000","765,000","147","147","107/08/10","富邦","1,000","112,455,000","56,977","1.34","",
"110","107/07/31","台耀","4746","上市增資","107/07/25","107/07/27","510,000","510,000","50","50","107/08/08","凱基","1,000","25,500,000","19,965","2.55","",
"111","107/07/31","友威科技","3580","上櫃增資","107/07/25","107/07/27","340,000","340,000","38","38","107/08/08","中國信託","1,000","12,920,000","11,991","2.83","",
"112","107/07/25","保瑞","6472","上櫃增資","107/07/19","107/07/23","255,000","255,000","80","80","107/08/02","台新","1,000","20,400,000","135,181","0.18","",
"113","107/07/17",="07央債甲07","A071GD","中央登錄公債","107/07/09","107/07/13","750,000","750,000","99.726","99.726","107/07/20","中華郵政公司","10,000","74,794,500","0","0","",
"114","107/07/17",="07央債甲07","A071GC","中央登錄公債","107/07/09","107/07/13","375,000","375,000","99.726","99.726","107/07/20","中華郵政公司","5,000","37,397,250","0","0","",
"115","107/07/17",="07央債甲07","A071GA","中央登錄公債","107/07/09","107/07/13","100,000","100,000","99.726","99.726","107/07/20","中華郵政公司","1,000","9,972,600","0","0","",
"116","107/07/17",="07央債甲07","A071GB","中央登錄公債","107/07/09","107/07/13","150,000","150,000","99.726","99.726","107/07/20","中華郵政公司","2,000","14,958,900","0","0","",
"117","107/07/17","九齊科技","6494","上櫃增資","107/07/11","107/07/13","425,000","425,000","36","36","107/07/25","群益金鼎","1,000","15,300,000","30,567","1.39","",
"118","107/07/17",="07央債甲07","A071GO","中央登錄公債","107/07/09","107/07/13","1,125,000","1,125,000","99.726","99.726","107/07/20","中華郵政公司","15,000","112,191,750","0","0","",
"119","107/07/16","大樹","6469","上櫃增資","107/07/10","107/07/12","255,000","255,000","62","62","107/07/24","富邦","1,000","15,810,000","105,986","0.24","",
"120","107/07/12","奈米醫材","6612","初上櫃","107/07/06","107/07/10","614,000","614,000","46.45","46.45","107/07/18","兆豐","1,000","28,520,300","133,779","0.45","",
"121","107/07/10","晶相光","3530","初上市","107/07/04","107/07/06","1,678,000","1,678,000","101","101","107/07/16","永豐金","1,000","169,478,000","151,912","1.1","",
"122","107/07/06","皇將","4744","初上櫃","107/07/02","107/07/04","918,000","918,000","28","28","107/07/12","福邦","1,000","25,704,000","141,513","0.64","",
"123","107/07/06","百德","4563","初上櫃","107/07/02","107/07/04","899,000","899,000","58.9","58.9","107/07/12","日盛","1,000","52,951,100","145,123","0.61","",
"124","107/07/04","昇陽半","8028","初上市","107/06/28","107/07/02","2,648,000","2,648,000","24.6","24.6","107/07/10","福邦","1,000","65,140,800","185,702","1.42","",
"125","107/07/03","皇普","2528","上市增資","107/06/27","107/06/29","4,050,000","4,050,000","14","14","107/07/11","福邦","1,000","56,700,000","68,191","5.93","",
"126","107/06/26","安力-KY","5223","第一上櫃公司初上櫃","107/06/20","107/06/22","1,513,000","1,513,000","27","27","107/07/02","國泰","1,000","40,851,000","88,465","1.71","",
"127","107/06/25",="07央債甲06","A071FO","中央登錄公債","107/06/14","107/06/21","900,000","900,000","99.96","99.96","107/06/28","中華郵政公司","15,000","89,964,000","0","0","",
"128","107/06/25",="07央債甲06","A071FA","中央登錄公債","107/06/14","107/06/21","80,000","80,000","99.96","99.96","107/06/28","中華郵政公司","1,000","7,996,800","0","0","",
"129","107/06/25","逸達","6576","初上櫃","107/06/19","107/06/21","2,571,000","2,571,000","45.2","45.2","107/06/29","凱基","1,000","116,209,200","175,598","1.46","",
"130","107/06/25",="07央債甲06","A071FD","中央登錄公債","107/06/14","107/06/21","600,000","600,000","99.96","99.96","107/06/28","中華郵政公司","10,000","59,976,000","0","0","",
"131","107/06/25",="07央債甲06","A071FB","中央登錄公債","107/06/14","107/06/21","120,000","120,000","99.96","99.96","107/06/28","中華郵政公司","2,000","11,995,200","0","0","",
"132","107/06/25",="07央債甲06","A071FC","中央登錄公債","107/06/14","107/06/21","300,000","300,000","99.96","99.96","107/06/28","中華郵政公司","5,000","29,988,000","0","0","",
"133","107/06/22","捷邦","1566","上櫃增資","107/06/15","107/06/20","1,700,000","1,700,000","16.8","16.8","107/07/02","第一金","1,000","28,560,000","15,063","11.28","",
"134","107/06/22","國泰金乙特","2882B","上市增資","107/06/15","107/06/20","59,500,000","59,500,000","60","60","107/08/08","元大","1,000","3,570,000,000","13,274","100","",
"135","107/06/22","榮科","4989","初上市","107/06/15","107/06/20","4,055,000","4,055,000","24.8","24.8","107/06/28","元大","1,000","100,564,000","177,780","2.28","",
"136","107/06/11","合晶","6182","上櫃增資","107/06/05","107/06/07","2,550,000","2,550,000","39","39","107/06/20","台新","1,000","99,450,000","271,857","0.93","",
"137","107/06/05",="07央債甲05","A071EC","中央登錄公債","107/05/28","107/06/01","375,000","375,000","98.92","98.92","107/06/08","中華郵政公司","5,000","37,095,000","0","0","",
"138","107/06/05",="07央債甲05","A071EA","中央登錄公債","107/05/28","107/06/01","100,000","100,000","98.92","98.92","107/06/08","中華郵政公司","1,000","9,892,000","0","0","",
"139","107/06/05",="07央債甲05","A071EB","中央登錄公債","107/05/28","107/06/01","150,000","150,000","98.92","98.92","107/06/08","中華郵政公司","2,000","14,838,000","0","0","",
"140","107/06/05",="07央債甲05","A071ED","中央登錄公債","107/05/28","107/06/01","750,000","750,000","98.92","98.92","107/06/08","中華郵政公司","10,000","74,190,000","0","0","",
"141","107/06/05",="07央債甲05","A071EO","中央登錄公債","107/05/28","107/06/01","1,125,000","1,125,000","98.92","98.92","107/06/08","中華郵政公司","15,000","111,285,000","0","0","",
"142","107/06/05","健椿","4561","初上櫃","107/05/30","107/06/01","890,000","890,000","26.5","26.5","107/06/11","第一金","1,000","23,585,000","162,076","0.54","",
"143","107/05/30","是方","6561","初上櫃","107/05/24","107/05/28","2,153,000","2,153,000","170","170","107/06/05","元大","1,000","366,010,000","169,230","1.27","",
"144","107/05/23","大綜電腦","3147","初上櫃","107/05/17","107/05/21","1,190,000","1,190,000","19","19","107/05/29","華南永昌","1,000","22,610,000","89,104","1.33","",
"145","107/05/15",="07央債甲04",="07104D","中央登錄公債","107/05/07","107/05/11","600,000","600,000","99.904","99.904","107/05/18","中華郵政公司","10,000","59,942,400","0","0","",
"146","107/05/15",="07央債甲04",="07104O","中央登錄公債","107/05/07","107/05/11","900,000","900,000","99.904","99.904","107/05/18","中華郵政公司","15,000","89,913,600","0","0","",
"147","107/05/15",="07央債甲04",="07104B","中央登錄公債","107/05/07","107/05/11","120,000","120,000","99.904","99.904","107/05/18","中華郵政公司","2,000","11,988,480","0","0","",
"148","107/05/15",="07央債甲04",="07104C","中央登錄公債","107/05/07","107/05/11","300,000","300,000","99.904","99.904","107/05/18","中華郵政公司","5,000","29,971,200","0","0","",
"149","107/05/15",="07央債甲04",="07104A","中央登錄公債","107/05/07","107/05/11","80,000","80,000","99.904","99.904","107/05/18","中華郵政公司","1,000","7,992,320","0","0","",
"150","107/05/14","鈺邦","6449","上市增資","107/05/08","107/05/10","468,000","468,000","48","48","107/05/22","元大","1,000","22,464,000","118,177","0.39","",
"151","107/05/03","聯嘉","6288","初上市","107/04/26","107/04/30","3,522,000","3,522,000","18","18","107/05/09","台新","1,000","63,396,000","145,555","2.41","",
"152","107/04/20","萬達光電","5220","初上櫃","107/04/16","107/04/18","1,388,000","1,388,000","25.3","25.3","107/04/26","兆豐","1,000","35,116,400","129,507","1.07","",
"153","107/04/17",="07央債甲02",="07102F","中央登錄公債","107/04/09","107/04/13","150,000","150,000","100.129","100.129","107/04/20","中華郵政公司","2,000","15,019,350","0","0","",
"154","107/04/17",="07央債甲02",="07102P","中央登錄公債","107/04/09","107/04/13","1,125,000","1,125,000","100.129","100.129","107/04/20","中華郵政公司","15,000","112,645,125","0","0","",
"155","107/04/17",="07央債甲02",="07102G","中央登錄公債","107/04/09","107/04/13","375,000","375,000","100.129","100.129","107/04/20","中華郵政公司","5,000","37,548,375","0","0","",
"156","107/04/17",="07央債甲02",="07102H","中央登錄公債","107/04/09","107/04/13","750,000","750,000","100.129","100.129","107/04/20","中華郵政公司","10,000","75,096,750","0","0","",
"157","107/04/17",="07央債甲02",="07102E","中央登錄公債","107/04/09","107/04/13","100,000","100,000","100.129","100.129","107/04/20","中華郵政公司","1,000","10,012,900","0","0","",
"158","107/04/11","高端疫苗","6547","初上櫃","107/04/02","107/04/09","4,108,000","4,108,000","28","28","107/04/17","永豐金","1,000","115,024,000","169,221","2.42","",
"159","107/04/10","瑞祺電通","6416","初上市","107/03/31","107/04/03","1,361,000","1,361,000","101","101","107/04/16","國泰","1,000","137,461,000","168,454","0.8","",
"160","107/04/10","吉茂","1587","初上市","107/03/31","107/04/03","1,684,000","1,684,000","18.91","18.91","107/04/16","宏遠","1,000","31,844,440","119,256","1.41","",
"161","107/04/10","五福","2745","初上櫃","107/03/31","107/04/03","687,000","687,000","26","26","107/04/16","台新","1,000","17,862,000","125,165","0.54","",
"162","107/04/03","上福全球","6128","上市增資","107/03/29","107/03/31","3,400,000","3,400,000","35","35","107/04/16","凱基","1,000","119,000,000","57,792","5.88","",
