出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/12/21","114/8","1101","台泥","水泥工業","12214776","13535929","13004435","-9.760342271298851","-6.072228435914363","96131621","92266097","4.189538872550337","-"
"114/12/21","114/8","1102","亞泥","水泥工業","5663764","5836590","6734055","-2.9610783008571784","-15.893707431851983","46760798","48941178","-4.45510322616264","-"
"114/12/21","114/8","1103","嘉泥","水泥工業","236882","251867","267388","-5.9495686215343815","-11.408888955375708","2009771","1963215","2.371416273816164","-"
"114/12/21","114/8","1104","環泥","水泥工業","603054","575078","652544","4.864731392958868","-7.584162907022361","5075610","5274197","-3.7652556398632817","-"
"114/12/21","114/8","1108","幸福","水泥工業","344143","357412","382273","-3.7125222432374962","-9.974546986054468","3074851","3137326","-1.991345496132694","-"
"114/12/21","114/8","1109","信大","水泥工業","365337","367999","359275","-0.7233715309008992","1.6872868972235753","2955412","3214415","-8.05754701866436","-"
"114/12/21","114/8","1110","東泥","水泥工業","236226","190570","327212","23.957600881565828","-27.80643741672066","1915787","1782914","7.4525748297450125","-"
"114/12/21","114/8","1201","味全","食品工業","1974741","1850418","2217179","6.718644111762856","-10.934525358575018","14557137","15611517","-6.753859986828955","-"
"114/12/21","114/8","1203","味王","食品工業","470431","439000","496672","7.159681093394077","-5.283366084659494","3853876","4050662","-4.85811948762943","-"
"114/12/21","114/8","1210","大成","食品工業","8556083","7933720","9027255","7.8445294262968694","-5.219438245623946","66964322","68247396","-1.8800336352759892","-"
"114/12/21","114/8","1213","大飲","食品工業","34176","23287","25897","46.759994846910296","31.96895393288798","192655","120710","59.601524314472705","113年8月因產能不足,恢復產能後及積極推展業務,致使114年8月營收成長"
"114/12/21","114/8","1215","卜蜂","食品工業","2333191","2371761","2417581","-1.6262178187431195","-3.490679319534692","18462943","18357469","0.5745563290887213","-"
"114/12/21","114/8","1216","統一","食品工業","60796560","57114520","61624958","6.446766951731363","-1.3442573056195835","456749367","441947579","3.349218030222539","-"
"114/12/21","114/8","1217","愛之味","食品工業","591972","486959","695333","21.565059892105907","-14.864963981286664","3506670","3574642","-1.9015051017696318","-"
"114/12/21","114/8","1218","泰山","食品工業","1021563","893928","1025513","14.277995543265229","-0.38517307922961486","6851356","7292494","-6.049206211208402","-"
"114/12/21","114/8","1219","福壽","食品工業","1150184","1105072","1163022","4.082267942722284","-1.103848422471802","9394745","9401282","-0.06953307006427421","-"
"114/12/21","114/8","1220","台榮","食品工業","280352","275553","294205","1.7415887324761479","-4.708621539402797","2110539","2141407","-1.4414821656975998","-"
"114/12/21","114/8","1225","福懋油","食品工業","939446","1006566","1077680","-6.668216490523225","-12.826998738029841","8177723","8527015","-4.096298646126458","-"
"114/12/21","114/8","1227","佳格","食品工業","2370684","1928591","2599750","22.923108113643586","-8.811077988268103","17354367","17892276","-3.006375488506884","-"
"114/12/21","114/8","1229","聯華","食品工業","1017481","978972","918462","3.933616078907262","10.780957731512027","8528092","8857138","-3.7150375211496085","-"
"114/12/21","114/8","1231","聯華食","食品工業","1168240","1144425","1148313","2.08095768617428","1.7353282598037294","8418113","7819200","7.659517597708206","-"
"114/12/21","114/8","1232","大統益","食品工業","1780197","1758494","1810031","1.2341810662987762","-1.648259062966325","14040068","14633915","-4.0580186505115","-"
"114/12/21","114/8","1233","天仁","食品工業","178499","160451","185428","11.248293871649288","-3.736760359816209","1418395","1467064","-3.31744218384474","-"
"114/12/21","114/8","1234","黑松","食品工業","887896","846219","1119093","4.925084404864462","-20.659319645462887","6430833","7031691","-8.545000057596388","-"
"114/12/21","114/8","1235","興泰","食品工業","18931","12929","13339","46.4227705158945","41.922183072194315","100030","60194","66.1793534239293","增加子公司泰宇網通1-9月營收4752萬"
"114/12/21","114/8","1236","宏亞","食品工業","163447","136074","158879","20.116260270147126","2.8751439774923053","1149503","1238478","-7.184221278052577","-"
