出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/12/21","114/10","1101","台泥","水泥工業","13882248","13306676","16272067","4.325437847889285","-14.686634463833022","123320545","121863413","1.195709166622471","-"
"114/12/21","114/10","1102","亞泥","水泥工業","5833267","6388217","6572799","-8.687087492488123","-11.251401419699583","58982282","62010612","-4.88356734811777","-"
"114/12/21","114/10","1103","嘉泥","水泥工業","246707","234910","228409","5.021923289770551","8.011067865101637","2491388","2441588","2.0396561582052337","-"
"114/12/21","114/10","1104","環泥","水泥工業","723076","707407","641942","2.214990804444966","12.638836530403058","6506093","6515381","-0.14255497874951595","-"
"114/12/21","114/10","1108","幸福","水泥工業","326009","350532","397720","-6.995937603414239","-18.03052398672433","3751392","3952710","-5.093163930569154","-"
"114/12/21","114/10","1109","信大","水泥工業","325978","379708","348562","-14.150347108830996","-6.47919165026595","3661098","3880738","-5.659748223147247","-"
"114/12/21","114/10","1110","東泥","水泥工業","263053","226502","249922","16.137164351749654","5.254039260249198","2405342","2322081","3.5856199676066427","-"
"114/12/21","114/10","1201","味全","食品工業","1801807","2160653","2045868","-16.60821982983848","-11.929459769643007","18519597","19792280","-6.4301990473053126","-"
"114/12/21","114/10","1203","味王","食品工業","448604","448993","537494","-0.08663832175557303","-16.53785902726356","4751472","5055957","-6.022302009293196","-"
"114/12/21","114/10","1210","大成","食品工業","8433533","8731543","8604252","-3.4130279149973837","-1.9841236635096229","84129398","85439292","-1.5331283409979568","-"
"114/12/21","114/10","1213","大飲","食品工業","25876","34129","18760","-24.18178089015207","37.9317697228145","252660","157692","60.2237272658093","113年10月因產能不足,恢復產能後及積極推展業務,致使114年10月營收成長．"
"114/12/21","114/10","1215","卜蜂","食品工業","2347307","2389204","2457728","-1.7535965953514225","-4.4928079917712616","23199454","23088790","0.47929752923388363","-"
"114/12/21","114/10","1216","統一","食品工業","54226663","58415036","54649449","-7.170025539314912","-0.7736326856653212","569391066","554449306","2.6948829835851575","-"
"114/12/21","114/10","1217","愛之味","食品工業","364631","525593","360149","-30.624837088774015","1.2444849215185938","4396895","4422067","-0.569236060873795","-"
"114/12/21","114/10","1218","泰山","食品工業","791573","885650","833404","-10.622367752498166","-5.019294363837947","8528579","9111426","-6.396880137093799","-"
"114/12/21","114/10","1219","福壽","食品工業","1266703","1211300","1233040","4.573846280855279","2.730081749172776","11872748","11806192","0.5637380791367784","-"
"114/12/21","114/10","1220","台榮","食品工業","345775","290497","356483","19.028767939083707","-3.003789802038246","2746811","2771099","-0.8764753623021047","-"
"114/12/21","114/10","1225","福懋油","食品工業","967903","925938","1079648","4.5321609006218555","-10.350132635822046","10071564","10636924","-5.315070409452958","-"
"114/12/21","114/10","1227","佳格","食品工業","2154553","2981999","2080184","-27.748030767280607","3.575116432007938","22490919","22867483","-1.6467225535928025","-"
"114/12/21","114/10","1229","聯華","食品工業","1015427","1235489","832906","-17.81173284424224","21.913757374781788","10779008","10606944","1.622182600379525","-"
"114/12/21","114/10","1231","聯華食","食品工業","1058351","1068355","1048386","-0.936392865667311","0.9505086866860107","10544819","9788406","7.727642273931016","-"
"114/12/21","114/10","1232","大統益","食品工業","1860932","1796364","1858530","3.594371742030012","0.12924192776011148","17697365","18234878","-2.947719200534273","-"
"114/12/21","114/10","1233","天仁","食品工業","181007","187040","161317","-3.225513259195894","12.205781163795509","1786442","1812093","-1.41554544937815","-"
"114/12/21","114/10","1234","黑松","食品工業","877976","877543","750036","0.04934231143089284","17.05784788996795","8186352","8725769","-6.181884943321328","-"
"114/12/21","114/10","1235","興泰","食品工業","20135","19629","14331","2.5778185338020276","40.4996162165934","139794","87937","58.97062669865927","泰宇網通累計1-10月營收較去年同期增加62765仟元"
"114/12/21","114/10","1236","宏亞","食品工業","116272","229974","133509","-49.44124118378599","-12.910740099918357","1495749","1554434","-3.775329155178026","-"
"114/12/21","114/10","1256","鮮活果汁-KY","食品工業","232172","419697","205949","-44.6810437053398","12.732763936702776","3473703","3575665","-2.85155348725342","-"
"114/12/21","114/10","1301","台塑","塑膠工業","13410015","14017714","15738889","-4.3352218485838705","-14.79694024146177","147717273","165448481","-10.717056991293864","-"
"114/12/21","114/10","1303","南亞","塑膠工業","21229355","22171572","22758378","-4.249662585945642","-6.718506037644686","216674446","214217930","1.1467368767871111","-"
"114/12/21","114/10","1304","台聚","塑膠工業","3264816","3613952","3957696","-9.66078132747751","-17.507155678455344","37491911","42345701","-11.462296963746095","-"
"114/12/21","114/10","1305","華夏","塑膠工業","557976","744029","827346","-25.00614895387142","-32.55832505384688","7943399","9370019","-15.225369340232929","-"
"114/12/21","114/10","1307","三芳","塑膠工業","913957","935230","855832","-2.27462763170557","6.791636676357042","9165540","9068577","1.0692195699501696","-"
"114/12/21","114/10","1308","亞聚","塑膠工業","440401","540674","465783","-18.545926010867916","-5.449318674146545","4782006","4944196","-3.2804120225007263","-"
"114/12/21","114/10","1309","台達化","塑膠工業","1059100","1158361","1483350","-8.569090292231868","-28.6008022381771","12533031","15402672","-18.630799902770118","-"
"114/12/21","114/10","1310","台苯","塑膠工業","595593","722884","770033","-17.60877263848695","-22.65357458706315","7557665","9462046","-20.126524432453614","-"
"114/12/21","114/10","1312","國喬","塑膠工業","2277562","2111417","1045719","7.868886155600717","117.79866292952505","18261151","13670788","33.57789616809214","今年三月份重要子公司開始投產銷售，不論單月營收或累計營收，均較去年同期增加，惟國際經濟環境仍紛擾，市場利差不如預期。"
"114/12/21","114/10","1313","聯成","塑膠工業","4607166","5233280","5332007","-11.96408371040724","-13.594149445040113","48673779","60564927","-19.633719693907995","-"
"114/12/21","114/10","1314","中石化","塑膠工業","916515","1573328","2138574","-41.74673049739152","-57.14363870504364","16767758","26148646","-35.8752342281891","本月營收較去年同月百分比減少57.14%，主係生產工廠歲修及下游需求疲弱所致。"
"114/12/21","114/10","1315","達新","塑膠工業","147746","162684","174748","-9.182218288215191","-15.451965115480577","1895658","1699753","11.525498116491043","-"
"114/12/21","114/10","1316","上曜","建材營造","412080","420365","163565","-1.970906236247071","151.93653899061536","3247345","1131274","187.05203160330743","主因子公司營收上升，致本月及本年度營收較去年同期增加。"
"114/12/21","114/10","1319","東陽","汽車工業","2195574","1929750","2260509","13.775048581422464","-2.8725831217659388","20782141","20935993","-0.7348684153648695","-"
"114/12/21","114/10","1321","大洋","塑膠工業","269831","247647","430677","8.957911866487379","-37.347246312201484","3019889","3898637","-22.539877398177875","-"
"114/12/21","114/10","1323","永裕","塑膠工業","157925","179208","189578","-11.876143922146333","-16.696557617445063","1689231","2316348","-27.073522631314464","-"
"114/12/21","114/10","1324","地球","塑膠工業","62796","59976","69989","4.70188075230092","-10.277329294603438","615036","657234","-6.420544281032327","-"
"114/12/21","114/10","1325","恆大","塑膠工業","20734","21404","25070","-3.1302560269108577","-17.295572397287593","248691","269915","-7.863216197691866","-"
"114/12/21","114/10","1326","台化","塑膠工業","22146817","23069398","26730525","-3.9991550711466335","-17.147841278837582","244179752","294046018","-16.95866053183553","-"
"114/12/21","114/10","1337","再生-KY","塑膠工業","53741","59781","55125","-10.103544604472994","-2.5106575963718822","555751","672668","-17.38108546861156","-"
"114/12/21","114/10","1338","廣華-KY","汽車工業","429504","492592","440365","-12.807353753207522","-2.4663631305848557","4311895","4120616","4.642000128136182","-"
"114/12/21","114/10","1339","昭輝","汽車工業","118034","121507","142837","-2.858271539911281","-17.364548401324587","1407715","1573681","-10.546355964137586","-"
"114/12/21","114/10","1340","勝悅-KY","塑膠工業","3624","2785","29151","30.125673249551166","-87.56817947926315","148540","317478","-53.21250606341227","由於受市場低迷影響，EVO膠粒銷售持續虧損，故公司調整營運，並暫停該車間生產營運，致營收下滑。"
"114/12/21","114/10","1341","富林-KY","塑膠工業","247305","215544","271998","14.735274468322013","-9.078375576291002","2126084","2270119","-6.344821571027774","-"
"114/12/21","114/10","1342","八貫","其他","187267","233643","175812","-19.84908599872455","6.5154824471594655","2286799","2023388","13.018313837978678","-"
"114/12/21","114/10","1402","遠東新","紡織纖維","23158144","22210407","23250825","4.267085245218604","-0.39861381262815404","208458130","223446215","-6.70769249772255","-"
"114/12/21","114/10","1409","新纖","紡織纖維","3214225","3084765","3517087","4.196754047715142","-8.611160315340507","33190445","37519805","-11.53886594026808","-"
"114/12/21","114/10","1410","南染","紡織纖維","18466","9690","18282","90.56759545923633","1.0064544360573242","160094","193498","-17.263227526899502","-"
"114/12/21","114/10","1413","宏洲","紡織纖維","149002","138456","180909","7.616860229964754","-17.637044038715597","1811014","1928015","-6.068469384314956","-"
"114/12/21","114/10","1414","東和","紡織纖維","33330","30309","39202","9.967336434722359","-14.978827610836182","392193","444468","-11.761251653662356","-"
"114/12/21","114/10","1416","廣豐","其他","35582","29954","26833","18.78880950791213","32.605373979800994","284696","265834","7.0954054033720295","-"
"114/12/21","114/10","1417","嘉裕","紡織纖維","69746","42022","29892","65.97496549426491","133.3266425799545","307302","515769","-40.41867580253951","本月營收較去年同期增加，係因團體制服業務大批量訂單集中於本月出貨所致。"
"114/12/21","114/10","1418","東華","紡織纖維","618","18","1459","3333.3333333333335","-57.64222069910898","4219","8656","-51.25924214417745","配合客戶生產線出貨。"
"114/12/21","114/10","1419","新紡","紡織纖維","425805","443311","374628","-3.948920735104701","13.66075146545373","3679696","3260173","12.86812080217829","-"
"114/12/21","114/10","1423","利華","紡織纖維","5823","14422","4924","-59.62418527250035","18.257514216084484","73064","93436","-21.80315938182285","-"
"114/12/21","114/10","1432","大魯閣","運動休閒","102685","100887","94623","1.7821919573384084","8.520127241791108","1111534","1060399","4.822241439307279","-"
