出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/06/18","114/5","1240","茂生農經","農業科技","237227","211888","271224","11.958676281809257","-12.534657699908562","1132771","1218383","-7.026690293610466","-"
"114/06/18","114/5","1259","安心","觀光餐旅","531652","479095","522659","10.970058130433422","1.720624728551503","2480399","2498265","-0.7151363045953892","-"
"114/06/18","114/5","1264","德麥","食品工業","540780","567719","538142","-4.74512919243499","0.4902051874783979","2757338","2615302","5.430959789729829","-"
"114/06/18","114/5","1268","漢來美食","觀光餐旅","539221","410440","444039","31.376327843290127","21.435504539015717","2685120","2509844","6.98354160656997","-"
"114/06/18","114/5","1294","漢田生技","食品工業","52034","72323","74333","-28.053316372384995","-29.99878923223871","299034","329720","-9.30668445954143","-"
"114/06/18","114/5","1295","生合","食品工業","104854","116307","85742","-9.847214699029292","22.29012619253108","454885","390791","16.401094191012586","-"
"114/06/18","114/5","1336","台翰","電子零組件業","211334","223736","220466","-5.5431401294382665","-4.142135295238268","1057642","963239","9.800579087848394","-"
"114/06/18","114/5","1565","精華","生技醫療業","330533","364384","343133","-9.289924914376043","-3.6720455333646136","1805897","1772853","1.8638883201258085","-"
"114/06/18","114/5","1569","濱川","電腦及週邊設備業","306328","299047","239034","2.4347343394182186","28.152480400277785","1423880","1137526","25.17340262991791","-"
"114/06/18","114/5","1570","力肯","電機機械","57691","47301","105155","21.965708970212045","-45.13717845085826","226064","278191","-18.73784558091383","-"
"114/06/18","114/5","1580","新麥","電機機械","403324","464524","428983","-13.17477676072711","-5.981355904546334","1956887","1776899","10.12933205545166","-"
"114/06/18","114/5","1584","精剛","其他","230914","231924","275363","-0.43548748728031594","-16.141965333033124","1138841","1141153","-0.20260210506391343","-"
"114/06/18","114/5","1586","和勤","電機機械","169093","216182","187951","-21.782109518831355","-10.033466169373932","927564","1055342","-12.107733796248041","-"
"114/06/18","114/5","1591","駿吉-KY","電機機械","11422","7780","25255","46.81233933161954","-54.77331221540289","32740","85223","-61.583140701453836","本期銷售數量較少所致"
"114/06/18","114/5","1593","祺驊","運動休閒","94486","103120","85803","-8.372769588828548","10.11969278463457","473942","408545","16.007294178119913","-"
"114/06/18","114/5","1595","川寶","電子零組件業","32864","75921","77412","-56.712898934418675","-57.54663359685837","317437","376296","-15.641675702106852","主要係因訂單減少所致。"
"114/06/18","114/5","1599","宏佳騰","電機機械","242731","146488","118478","65.70026213751296","104.87432265905906","885184","743267","19.09367696937978","前期因海運缺櫃造成客戶延後拉貨所致"
"114/06/18","114/5","1742","台蠟","化學工業","8458","12200","27053","-30.672131147540984","-68.73544523712712","61508","108493","-43.30694146166112","本月營收較去年同期減少，係因蠟品及水產較去年同期減少"
