出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","105","4","5820","日盛金","7184578.00","8723270.00","55733437.00","29911945.00","--","19977.00","14657257.00","188882.00","--","146627780.00","--","--","270040.00","1401570.00","11845949.00","440044.00","5140443.00","177683.00","40493.00","2648246.00","285011594.00","16973456.00","--","2198445.00","--","16297684.00","5488746.00","8729191.00","10876.00","--","180949718.00","5000000.00","1110000.00","--","184785.00","10154964.00","72228.00","337212.00","247507305.00","35423607.00","0.00","3089051.00","-1036647.00","0.00","--","37476011.00","28278.00","37504289.00","0.00","0.00","0.00","10.58"
