出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","105","4","8401","白紗科","718044.00","778188.00","1496232.00","372946.00","262033.00","634979.00","601117.00","156181.00","103308.00","647.00","0.00","861253.00","--","--","0.00","861253.00","0.00","0.00","0.00","14.33"
"110/05/29","105","4","8403","盛弘","1481025.00","1622267.00","3103292.00","931413.00","205928.00","1137341.00","755842.00","781022.00","308511.00","19852.00","-57135.00","1808092.00","--","--","157859.00","1965951.00","--","0.00","1491000.00","24.40"
"110/05/29","105","4","8406","金可-KY","11992751.00","5291268.00","17284019.00","5373948.00","1795003.00","7168951.00","926975.00","3167374.00","6433732.00","-325284.00","-96617.00","10106180.00","--","--","8888.00","10115068.00","--","0.00","247000.00","109.31"
"110/05/29","105","4","8409","商之器","169357.00","287436.00","456793.00","73860.00","8563.00","82423.00","280000.00","168381.00","-61196.00","-12815.00","--","374370.00","--","--","--","374370.00","--","0.00","0.00","13.37"
"110/05/29","105","4","8410","森田","988855.00","672308.00","1661163.00","259945.00","77565.00","337510.00","365892.00","324441.00","633320.00","0.00","0.00","--","--","--","--","1323653.00","0.00","0.00","0.00","36.18"
"110/05/29","105","4","8415","大國鋼","10288105.00","3166368.00","13454473.00","2670825.00","3947239.00","6618064.00","6115000.00","84531.00","1046839.00","70496.00","-480457.00","6836409.00","--","--","--","6836409.00","0.00","0.00","28330000.00","11.72"
"110/05/29","105","4","8416","實威","804367.00","258086.00","1062453.00","206220.00","29049.00","235269.00","256461.00","132625.00","438829.00","-731.00","--","827184.00","--","--","--","827184.00","0.00","0.00","0.00","32.25"
"110/05/29","105","4","8418","捷必勝-KY","1124126.00","3082277.00","4206403.00","1472566.00","1069065.00","2541631.00","679950.00","1170145.00","-88403.00","-96920.00","0.00","1664772.00","--","--","0.00","1664772.00","0.00","0.00","0.00","24.48"
"110/05/29","105","4","8420","明揚","502973.00","522366.00","1025339.00","198993.00","544.00","199537.00","509900.00","68333.00","247569.00","--","--","--","--","--","--","825802.00","0.00","0.00","0.00","16.20"
"110/05/29","105","4","8421","旭源","911570.00","1120538.00","2032108.00","592073.00","735172.00","1327245.00","467504.00","76311.00","95942.00","-6945.00","0.00","632812.00","--","--","72051.00","704863.00","--","0.00","0.00","13.54"
"110/05/29","105","4","8423","保綠-KY","197437.00","383784.00","581221.00","81569.00","228662.00","310231.00","194390.00","59977.00","79852.00","-63229.00","0.00","270990.00","--","--","0.00","270990.00","0.00","0.00","0.00","13.94"
"110/05/29","105","4","8424","惠普","696095.00","327147.00","1023242.00","100413.00","11457.00","111870.00","360544.00","58510.00","492318.00","--","--","911372.00","--","--","--","911372.00","0.00","0.00","0.00","25.28"
"110/05/29","105","4","8426","紅木-KY","1130223.00","540743.00","1670966.00","510215.00","99100.00","609315.00","483000.00","313601.00","494353.00","-205113.00","-24190.00","1061651.00","--","--","--","1061651.00","0.00","0.00","450000.00","22.19"
"110/05/29","105","4","8431","匯鑽科","883991.00","661158.00","1545149.00","426385.00","22756.00","449141.00","449476.00","701481.00","-110221.00","-12697.00","0.00","1028039.00","--","--","67969.00","1096008.00","--","0.00","0.00","22.87"
"110/05/29","105","4","8432","東生華","1053086.00","514148.00","1567234.00","116872.00","--","116872.00","383981.00","458977.00","228249.00","379155.00","--","--","--","--","--","1450362.00","--","0.00","0.00","37.77"
"110/05/29","105","4","8433","弘帆","1397799.00","896024.00","2293823.00","822972.00","126890.00","949862.00","525776.00","115141.00","635191.00","61000.00","--","1337108.00","--","--","6853.00","1343961.00","--","0.00","0.00","25.43"
"110/05/29","105","4","8435","鉅邁","680088.00","210165.00","890253.00","149577.00","15426.00","165003.00","317004.00","112496.00","306093.00","-10343.00","--","725250.00","--","--","--","725250.00","0.00","0.00","0.00","22.88"
"110/05/29","105","4","8436","大江","2347346.00","1554125.00","3901471.00","964450.00","155324.00","1119774.00","756213.00","1400258.00","750139.00","-144764.00","--","2761846.00","--","--","19851.00","2781697.00","0.00","174.00","0.00","36.61"
"110/05/29","105","4","8437","大地-KY","1278859.00","988674.00","2267533.00","157340.00","471403.00","628743.00","329972.00","446378.00","1017561.00","-155121.00","0.00","1638790.00","--","--","--","1638790.00","0.00","0.00","0.00","49.66"
"110/05/29","105","4","8440","綠電","452380.00","48556.00","500936.00","43424.00","40810.00","84234.00","325652.00","10000.00","77591.00","3459.00","0.00","416702.00","--","--","0.00","416702.00","0.00","0.00","0.00","12.80"
"110/05/29","105","4","8444","綠河-KY","1069107.00","3934000.00","5003107.00","1426020.00","1102839.00","2528859.00","740300.00","950159.00","915344.00","-111160.00","--","2494643.00","--","--","-20395.00","2474248.00","--","0.00","0.00","33.70"
"110/05/29","105","4","8446","華研","1214253.00","1181937.00","2396190.00","963579.00","313246.00","1276825.00","427770.00","322989.00","386071.00","-20650.00","--","1116180.00","--","--","3185.00","1119365.00","0.00","0.00","0.00","26.09"
"110/05/29","105","4","8450","霹靂","1898673.00","380343.00","2279016.00","228026.00","290545.00","518571.00","479575.00","1072482.00","329966.00","-63922.00","-105409.00","1712692.00","--","--","47753.00","1760445.00","0.00","79852.00","1312000.00","36.72"
"110/05/29","105","4","8455","大拓-KY","894593.00","214457.00","1109050.00","697728.00","7986.00","705714.00","252191.00","17926.00","114447.00","18772.00","--","403336.00","--","--","--","403336.00","--","0.00","0.00","15.99"
"110/05/29","105","4","8472","夠麻吉","1056433.00","264074.00","1320507.00","686418.00","16537.00","702955.00","203118.00","327630.00","86804.00","--","--","617552.00","--","--","--","617552.00","0.00","0.00","0.00","30.40"
"110/05/29","105","4","8476","台境","743453.00","526752.00","1270205.00","584118.00","119517.00","703635.00","292174.00","230458.00","53537.00","-9599.00","--","566570.00","--","--","--","566570.00","--","0.00","0.00","19.39"
"110/05/29","105","4","8477","創業家","789586.00","11648.00","801234.00","390966.00","--","390966.00","196213.00","154586.00","59469.00","0.00","--","410268.00","--","--","--","410268.00","0.00","0.00","0.00","20.91"
"110/05/29","105","4","8489","三貝德","364018.00","117596.00","481614.00","96102.00","28280.00","124382.00","229385.00","74520.00","53327.00","--","--","--","--","--","--","357232.00","--","0.00","0.00","15.57"
"110/05/29","105","4","8905","裕國","2779370.00","1013516.00","3792886.00","882758.00","164773.00","1047531.00","1194400.00","232458.00","1018890.00","6573.00","-36820.00","2415501.00","--","--","329854.00","2745355.00","0.00","0.00","4123000.00","20.95"
"110/05/29","105","4","8906","花王","103329.00","357486.00","460815.00","57650.00","47100.00","104750.00","513216.00","60981.00","-164293.00","0.00","-53839.00","356065.00","--","--","--","356065.00","0.00","0.00","2830524.00","7.34"
"110/05/29","105","4","8908","欣雄","1102771.00","2678399.00","3781170.00","1592778.00","351821.00","1944599.00","1447190.00","3038.00","386343.00","0.00","--","--","--","--","--","1836571.00","--","0.00","0.00","12.69"
"110/05/29","105","4","8916","光隆","4327916.00","1884163.00","6212079.00","1594083.00","1111326.00","2705409.00","1083250.00","1024322.00","1269809.00","128502.00","--","3505883.00","--","--","787.00","3506670.00","--","0.00","0.00","32.36"
"110/05/29","105","4","8917","欣泰","2012782.00","1790595.00","3803377.00","1252590.00","712678.00","1965268.00","1222032.00","--","593837.00","22240.00","--","1838109.00","--","--","--","1838109.00","--","0.00","0.00","15.04"
"110/05/29","105","4","8921","沈氏","343471.00","661164.00","1004635.00","149553.00","22707.00","172260.00","465922.00","252343.00","113654.00","456.00","--","--","--","--","--","832375.00","0.00","0.00","0.00","17.87"
"110/05/29","105","4","8923","時報","483866.00","257665.00","741531.00","282720.00","21290.00","304010.00","303758.00","12800.00","114763.00","6200.00","0.00","437521.00","--","--","0.00","437521.00","--","0.00","0.00","14.40"
"110/05/29","105","4","8924","大田","2191600.00","920638.00","3112238.00","922220.00","219142.00","1141362.00","1212633.00","101239.00","283106.00","152004.00","--","1748982.00","--","--","221894.00","1970876.00","0.00","0.00","0.00","14.42"
"110/05/29","105","4","8927","北基","290459.00","3287578.00","3578037.00","1056940.00","483831.00","1540771.00","1918332.00","74406.00","33843.00","0.00","0.00","2026581.00","--","--","10685.00","2037266.00","--","0.00","0.00","10.56"
"110/05/29","105","4","8928","鉅明","891738.00","840190.00","1731928.00","832601.00","199105.00","1031706.00","508540.00","0.00","216471.00","-24789.00","--","700222.00","--","--","--","700222.00","0.00","0.00","0.00","13.77"
"110/05/29","105","4","8929","富堡","1087002.00","307356.00","1394358.00","328006.00","78967.00","406973.00","368123.00","250292.00","310712.00","-2411.00","--","926716.00","--","--","60669.00","987385.00","0.00","0.00","0.00","25.17"
"110/05/29","105","4","8930","青鋼","905475.00","640490.00","1545965.00","139883.00","449151.00","589034.00","700132.00","128514.00","207057.00","-15359.00","-63413.00","956931.00","--","--","--","956931.00","--","0.00","3906000.00","14.48"
"110/05/29","105","4","8931","大汽電","908421.00","1984768.00","2893189.00","483787.00","732791.00","1216578.00","1164332.00","0.00","506307.00","5972.00","--","1676611.00","0.00","--","0.00","1676611.00","0.00","0.00","0.00","14.40"
"110/05/29","105","4","8932","宏大","751219.00","624773.00","1375992.00","765400.00","156550.00","921950.00","488000.00","3778.00","-3106.00","-34630.00","0.00","454042.00","--","--","0.00","454042.00","0.00","0.00","0.00","9.30"
"110/05/29","105","4","8933","愛地雅","4054254.00","1643633.00","5697887.00","2774068.00","516889.00","3290957.00","1483767.00","146608.00","807040.00","-46919.00","0.00","2390496.00","--","--","16434.00","2406930.00","0.00","0.00","0.00","16.11"
"110/05/29","105","4","8935","邦泰","438133.00","987859.00","1425992.00","182445.00","531316.00","713761.00","1203064.00","0.00","-483363.00","-7470.00","--","712231.00","--","--","0.00","712231.00","--","0.00","0.00","5.92"
"110/05/29","105","4","8936","國統","7619204.00","3972985.00","11592189.00","5605311.00","945209.00","6550520.00","2258366.00","1307367.00","627306.00","-43471.00","0.00","4149568.00","--","--","892101.00","5041669.00","0.00","0.00","0.00","18.37"
"110/05/29","105","4","8937","合騏","516676.00","304915.00","821591.00","63321.00","17892.00","81213.00","724788.00","75.00","57628.00","-1575.00","-40538.00","740378.00","--","--","--","740378.00","--","0.00","3736000.00","10.77"
"110/05/29","105","4","8938","明安","4450168.00","1792534.00","6242702.00","2399307.00","118934.00","2518241.00","1333757.00","733780.00","1314401.00","-21412.00","0.00","3360526.00","--","--","363935.00","3724461.00","0.00","0.00","0.00","25.20"
"110/05/29","105","4","8941","關中","754951.00","802301.00","1557252.00","787860.00","34972.00","822832.00","236324.00","61913.00","204732.00","245227.00","--","748196.00","--","--","-13776.00","734420.00","--","0.00","0.00","31.66"
"110/05/29","105","4","8942","森鉅","5160267.00","5360946.00","10521213.00","2823477.00","289607.00","3113084.00","1555177.00","2444313.00","2328328.00","-37089.00","0.00","6290729.00","--","--","1117400.00","7408129.00","--","0.00","0.00","40.45"
"110/05/29","105","4","9949","琉園","459046.00","253889.00","712935.00","88346.00","50475.00","138821.00","470334.00","114636.00","34643.00","-8724.00","-36775.00","574114.00","--","--","0.00","574114.00","0.00","0.00","3000000.00","13.04"
"110/05/29","105","4","9950","萬國通","1298182.00","2419442.00","3717624.00","1416520.00","1186713.00","2603233.00","683119.00","240300.00","193147.00","-2175.00","--","1114391.00","--","--","--","1114391.00","--","0.00","0.00","16.31"
"110/05/29","105","4","9951","皇田","3048171.00","1717232.00","4765403.00","1490430.00","965268.00","2455698.00","749000.00","3082.00","1608890.00","-51267.00","--","2309705.00","--","--","--","2309705.00","0.00","0.00","0.00","30.84"
"110/05/29","105","4","9960","邁達康","662615.00","25880.00","688495.00","203382.00","45173.00","248555.00","335925.00","35133.00","66222.00","2660.00","0.00","439940.00","--","--","0.00","439940.00","0.00","0.00","0.00","13.10"
"110/05/29","105","4","9962","有益","803360.00","322875.00","1126235.00","127723.00","20731.00","148454.00","902203.00","8087.00","69086.00","-1595.00","--","--","--","--","--","977781.00","0.00","0.00","0.00","10.84"
