出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","105","4","1240","茂生農經","699993.00","669524.00","1369517.00","567348.00","54891.00","622239.00","300580.00","13794.00","193458.00","239446.00","0.00","--","0.00","--","--","747278.00","--","0.00","0.00","24.86"
"110/05/29","105","4","1258","其祥-KY","915181.00","732022.00","1647203.00","558394.00","197057.00","755451.00","363995.00","186044.00","397302.00","-109822.00","--","837519.00","--","--","54233.00","891752.00","--","0.00","0.00","23.01"
"110/05/29","105","4","1259","安心","2274184.00","486039.00","2760223.00","1029112.00","30203.00","1059315.00","323895.00","809816.00","556021.00","-6686.00","-10123.00","1672923.00","--","--","27985.00","1700908.00","0.00","0.00","117000.00","51.84"
"110/05/29","105","4","1264","德麥","2087113.00","830809.00","2917922.00","456683.00","64067.00","520750.00","306327.00","737569.00","1026715.00","-21250.00","--","2049361.00","--","--","347811.00","2397172.00","0.00","0.00","0.00","66.90"
"110/05/29","105","4","1268","漢來美食","1562897.00","1042758.00","2605655.00","1309693.00","104385.00","1414078.00","336000.00","504564.00","403111.00","-52098.00","--","1191577.00","--","--","--","1191577.00","--","0.00","0.00","35.46"
"110/05/29","105","4","1336","台翰","1163570.00","1273837.00","2437407.00","1130777.00","126449.00","1257226.00","627532.00","670434.00","-80870.00","-36915.00","--","1180181.00","--","--","--","1180181.00","--","0.00","0.00","18.81"
"110/05/29","105","4","1565","精華","4943558.00","2401060.00","7344618.00","1650674.00","516522.00","2167196.00","504165.00","526000.00","4141277.00","5980.00","--","5177422.00","--","--","--","5177422.00","0.00","0.00","0.00","102.69"
"110/05/29","105","4","1569","濱川","2267422.00","2337384.00","4604806.00","1752521.00","814700.00","2567221.00","965481.00","715335.00","391394.00","-34625.00","--","2037585.00","--","--","--","2037585.00","0.00","2763366.00","0.00","21.10"
"110/05/29","105","4","1570","力肯","622340.00","246926.00","869266.00","213603.00","11470.00","225073.00","515008.00","--","130767.00","-1582.00","--","644193.00","--","--","0.00","644193.00","0.00","0.00","0.00","12.51"
"110/05/29","105","4","1580","新麥","2205604.00","911699.00","3117303.00","996543.00","184777.00","1181320.00","485316.00","74943.00","1392748.00","-70718.00","--","1882289.00","--","--","53694.00","1935983.00","0.00","0.00","0.00","38.78"
"110/05/29","105","4","1584","精剛","719320.00","1211891.00","1931211.00","148000.00","688370.00","836370.00","824705.00","290033.00","3446.00","-23343.00","0.00","--","--","--","--","1094841.00","--","0.00","0.00","13.28"
"110/05/29","105","4","1586","和勤","1697648.00","1056696.00","2754344.00","1208529.00","228097.00","1436626.00","695694.00","415206.00","257729.00","-50911.00","0.00","1317718.00","--","--","--","1317718.00","--","0.00","0.00","18.94"
"110/05/29","105","4","1591","駿吉-KY","242066.00","374106.00","616172.00","179519.00","74878.00","254397.00","301498.00","22159.00","172697.00","-134579.00","--","361775.00","--","--","0.00","361775.00","0.00","0.00","0.00","12.00"
"110/05/29","105","4","1593","祺驊","706120.00","312015.00","1018135.00","215365.00","7921.00","223286.00","303006.00","277906.00","230646.00","-20117.00","0.00","791441.00","--","--","3408.00","794849.00","0.00","0.00","0.00","26.12"
"110/05/29","105","4","1595","川寶","1701970.00","715373.00","2417343.00","349461.00","266474.00","615935.00","406218.00","253563.00","1137772.00","3855.00","--","1801408.00","--","--","--","1801408.00","--","0.00","0.00","44.35"
"110/05/29","105","4","1599","宏佳騰","1285581.00","704905.00","1990486.00","578000.00","29070.00","607070.00","517276.00","487161.00","469366.00","-75117.00","-15270.00","1383416.00","--","--","--","1383416.00","0.00","0.00","311000.00","26.91"
"110/05/29","105","4","1742","台蠟","466267.00","383778.00","850045.00","234876.00","54273.00","289149.00","722406.00","4530.00","-171492.00","5452.00","--","560896.00","--","--","0.00","560896.00","0.00","0.00","0.00","7.76"
"110/05/29","105","4","1752","南光","1117937.00","2054227.00","3172164.00","786949.00","262075.00","1049024.00","1009885.00","623405.00","489872.00","-22.00","0.00","2123140.00","--","--","--","2123140.00","0.00","0.00","0.00","21.02"
"110/05/29","105","4","1777","生泰","716928.00","570537.00","1287465.00","194178.00","65746.00","259924.00","300595.00","314322.00","413286.00","-662.00","--","--","--","--","--","1027541.00","0.00","0.00","0.00","34.18"
"110/05/29","105","4","1781","合世","389406.00","252421.00","641827.00","181452.00","1090.00","182542.00","474076.00","66311.00","-76405.00","-4697.00","--","459285.00","--","--","--","459285.00","--","0.00","0.00","9.69"
"110/05/29","105","4","1784","訊聯","804245.00","1068242.00","1872487.00","180176.00","314681.00","494857.00","496889.00","625411.00","13673.00","-6076.00","-1797.00","1128100.00","--","--","249530.00","1377630.00","0.00","0.00","62000.00","22.73"
"110/05/29","105","4","1785","光洋科","9595174.00","9625615.00","19220789.00","5492886.00","9732803.00","15225689.00","4065643.00","500721.00","-480310.00","-13281.00","-245210.00","3827563.00","--","--","167537.00","3995100.00","0.00","0.00","11171000.00","9.68"
"110/05/29","105","4","1788","杏昌","1932325.00","538651.00","2470976.00","899532.00","13407.00","912939.00","350000.00","658219.00","546070.00","1022.00","--","1555311.00","--","--","2726.00","1558037.00","0.00","0.00","0.00","44.44"
"110/05/29","105","4","1796","金穎生技","241036.00","255268.00","496304.00","107146.00","56159.00","163305.00","249564.00","9342.00","75498.00","-1405.00","--","332999.00","--","--","--","332999.00","0.00","0.00","0.00","13.34"
"110/05/29","105","4","1799","易威","546425.00","720858.00","1267283.00","142419.00","49104.00","191523.00","794114.00","767740.00","-681241.00","9236.00","0.00","889849.00","--","--","185911.00","1075760.00","--","0.00","0.00","11.21"
"110/05/29","105","4","1813","寶利徠","394204.00","844503.00","1238707.00","105511.00","34156.00","139667.00","466355.00","262855.00","256494.00","-4530.00","--","981174.00","--","--","117866.00","1099040.00","0.00","0.00","0.00","21.04"
"110/05/29","105","4","1815","富喬","3404513.00","8966143.00","12370656.00","2055795.00","3420750.00","5476545.00","4140881.00","1730347.00","1302824.00","-110828.00","-169113.00","6894111.00","--","--","--","6894111.00","--","0.00","15000000.00","17.27"
"110/05/29","105","4","2035","唐榮公司","4408426.00","14845252.00","19253678.00","4188691.00","9056277.00","13244968.00","3500000.00","0.00","2370449.00","138261.00","--","6008710.00","--","--","0.00","6008710.00","0.00","0.00","0.00","17.17"
"110/05/29","105","4","2061","風青","797115.00","212808.00","1009923.00","366849.00","17238.00","384087.00","620751.00","926.00","4512.00","-353.00","0.00","625836.00","--","--","--","625836.00","0.00","0.00","0.00","10.08"
"110/05/29","105","4","2063","世鎧","658553.00","626094.00","1284647.00","399079.00","256763.00","655842.00","450000.00","28778.00","149938.00","89.00","--","628805.00","--","--","--","628805.00","0.00","0.00","0.00","13.97"
"110/05/29","105","4","2064","晉椿","1631819.00","1595654.00","3227473.00","1254055.00","463328.00","1717383.00","700000.00","93653.00","663998.00","-1704.00","--","1455947.00","--","--","54143.00","1510090.00","0.00","0.00","0.00","20.80"
"110/05/29","105","4","2065","世豐","465780.00","994894.00","1460674.00","247398.00","119025.00","366423.00","300000.00","161906.00","345959.00","296520.00","-10134.00","--","--","--","--","1094251.00","0.00","0.00","306780.00","36.85"
"110/05/29","105","4","2066","世德","1286298.00","397605.00","1683903.00","602265.00","13960.00","616225.00","365029.00","38699.00","663950.00","--","--","--","--","--","--","1067678.00","0.00","0.00","0.00","29.25"
"110/05/29","105","4","2067","嘉鋼","631499.00","711289.00","1342788.00","631948.00","252769.00","884717.00","368662.00","89995.00","-32180.00","2607.00","--","429084.00","--","--","28987.00","458071.00","--","0.00","0.00","11.64"
"110/05/29","105","4","2070","精湛","825470.00","536109.00","1361579.00","416966.00","205969.00","622935.00","293480.00","114684.00","343100.00","-12620.00","--","738644.00","--","--","--","738644.00","0.00","0.00","0.00","25.17"
"110/05/29","105","4","2221","大甲","834485.00","451077.00","1285562.00","352194.00","253828.00","606022.00","424250.00","54297.00","188663.00","-4384.00","-5033.00","657793.00","0.00","--","21747.00","679540.00","0.00","0.00","320000.00","15.62"
"110/05/29","105","4","2230","泰茂","657065.00","346009.00","1003074.00","220941.00","237296.00","458237.00","396173.00","55733.00","51907.00","-4967.00","--","498846.00","--","--","45991.00","544837.00","--","0.00","0.00","12.59"
"110/05/29","105","4","2235","謚源","443548.00","1047110.00","1490658.00","480614.00","10665.00","491279.00","318780.00","203150.00","477449.00","0.00","--","--","--","--","--","999379.00","--","0.00","0.00","31.35"
"110/05/29","105","4","2596","綠意","2446091.00","140386.00","2586477.00","584834.00","--","584834.00","847862.00","123271.00","716109.00","0.00","--","1687242.00","--","--","314401.00","2001643.00","--","0.00","0.00","19.90"
"110/05/29","105","4","2640","大車隊","895112.00","1546569.00","2441681.00","749484.00","487358.00","1236842.00","464356.00","451275.00","287594.00","15.00","--","1203240.00","--","--","1599.00","1204839.00","0.00","0.00","0.00","25.91"
"110/05/29","105","4","2641","正德","195765.00","4660273.00","4856038.00","821148.00","2251917.00","3073065.00","1547390.00","14052.00","151821.00","69710.00","--","1782973.00","--","--","--","1782973.00","0.00","0.00","0.00","11.65"
"110/05/29","105","4","2643","捷迅","918059.00","162786.00","1080845.00","353487.00","82085.00","435572.00","262300.00","72277.00","286042.00","24654.00","--","645273.00","--","--","--","645273.00","--","0.00","0.00","24.60"
"110/05/29","105","4","2718","晶悅","247780.00","582951.00","830731.00","80992.00","161803.00","242795.00","225760.00","82463.00","285053.00","-5340.00","--","--","--","--","--","587936.00","0.00","0.00","0.00","26.04"
"110/05/29","105","4","2719","燦星旅","708209.00","138376.00","846585.00","439935.00","839.00","440774.00","362920.00","107692.00","-60294.00","-456.00","-4051.00","405811.00","--","--","--","405811.00","0.00","0.00","228000.00","11.25"
"110/05/29","105","4","2724","富驛-KY","346452.00","1203682.00","1550134.00","704387.00","823408.00","1527795.00","381723.00","228523.00","-595547.00","7640.00","0.00","22339.00","0.00","--","0.00","22339.00","--","0.00","0.00","0.59"
"110/05/29","105","4","2726","雅茗-KY","919103.00","445857.00","1364960.00","586168.00","215416.00","801584.00","302151.00","104531.00","167045.00","-21555.00","--","552172.00","--","--","11204.00","563376.00","--","0.00","0.00","18.27"
"110/05/29","105","4","2729","瓦城","863902.00","1475216.00","2339118.00","407076.00","36111.00","443187.00","232660.00","1210890.00","447859.00","-8421.00","--","1882988.00","--","--","12943.00","1895931.00","0.00","0.00","0.00","80.93"
"110/05/29","105","4","2732","六角","882877.00","775911.00","1658788.00","325774.00","340476.00","666250.00","332181.00","488058.00","218514.00","-15927.00","-93845.00","928981.00","--","--","63557.00","992538.00","--","0.00","988000.00","28.82"
"110/05/29","105","4","2734","易飛網","711740.00","248500.00","960240.00","460711.00","1215.00","461926.00","302598.00","216887.00","-34251.00","569.00","--","485803.00","--","--","12511.00","498314.00","--","0.00","0.00","16.05"
"110/05/29","105","4","2736","高野","690480.00","1477296.00","2167776.00","321162.00","517193.00","838355.00","489923.00","464530.00","374968.00","0.00","0.00","1329421.00","0.00","--","0.00","1329421.00","--","0.00","0.00","27.14"
"110/05/29","105","4","2740","天蔥","137830.00","263295.00","401125.00","97746.00","72257.00","170003.00","159782.00","89126.00","-25131.00","-693.00","--","223084.00","--","--","8038.00","231122.00","0.00","0.00","0.00","13.96"
"110/05/29","105","4","2743","山富","684290.00","250917.00","935207.00","500053.00","183.00","500236.00","280252.00","79785.00","74934.00","0.00","--","434971.00","--","--","--","434971.00","--","0.00","0.00","15.52"
"110/05/29","105","4","2745","五福","1095994.00","161237.00","1257231.00","842859.00","2028.00","844887.00","252960.00","78366.00","81018.00","--","--","412344.00","--","--","--","412344.00","--","0.00","0.00","16.30"
"110/05/29","105","4","2752","豆府","253019.00","74349.00","327368.00","103032.00","--","103032.00","43000.00","0.00","181336.00","0.00","--","224336.00","--","--","0.00","224336.00","--","0.00","0.00","52.17"
"110/05/29","105","4","2916","滿心","871633.00","339912.00","1211545.00","238197.00","100289.00","338486.00","546269.00","127250.00","206695.00","-7155.00","--","873059.00","--","--","--","873059.00","0.00","0.00","0.00","15.98"
"110/05/29","105","4","2924","東凌-KY","1035574.00","254842.00","1290416.00","507771.00","10239.00","518010.00","340051.00","337137.00","112551.00","-17333.00","0.00","772406.00","--","--","--","772406.00","--","0.00","0.00","22.71"
"110/05/29","105","4","2926","誠品生活","2870348.00","1961321.00","4831669.00","2491734.00","699911.00","3191645.00","473897.00","616351.00","566909.00","-17133.00","--","1640024.00","--","--","--","1640024.00","0.00","0.00","0.00","34.61"
"110/05/29","105","4","2928","紅馬-KY","1871684.00","1542029.00","3413713.00","1637813.00","467549.00","2105362.00","473012.00","809381.00","279611.00","-253653.00","--","1308351.00","--","--","--","1308351.00","0.00","0.00","0.00","27.66"
"110/05/29","105","4","2937","集雅社","814486.00","173629.00","988115.00","554842.00","18216.00","573058.00","300000.00","1500.00","113557.00","--","--","415057.00","--","--","--","415057.00","0.00","0.00","0.00","13.84"
"110/05/29","105","4","3064","泰偉","426580.00","581708.00","1008288.00","374074.00","191040.00","565114.00","721051.00","110002.00","-441795.00","42540.00","0.00","431798.00","--","--","11376.00","443174.00","0.00","0.00","0.00","5.99"
"110/05/29","105","4","3066","李洲","416101.00","887418.00","1303519.00","481835.00","160328.00","642163.00","830706.00","12809.00","-544021.00","169786.00","--","469280.00","--","--","192076.00","661356.00","0.00","0.00","0.00","5.65"
"110/05/29","105","4","3067","全域","211245.00","106539.00","317784.00","77194.00","10427.00","87621.00","290252.00","1360.00","-55422.00","-6027.00","0.00","230163.00","--","--","0.00","230163.00","0.00","0.00","0.00","7.93"
"110/05/29","105","4","3071","協禧","1878362.00","575186.00","2453548.00","953686.00","10738.00","964424.00","1460679.00","33039.00","32117.00","-36711.00","--","1489124.00","--","--","0.00","1489124.00","0.00","0.00","0.00","10.19"
"110/05/29","105","4","3073","天方能源","246914.00","287170.00","534084.00","68069.00","155975.00","224044.00","464637.00","8566.00","-156609.00","-10071.00","0.00","306523.00","--","--","3517.00","310040.00","--","0.00","0.00","6.60"
"110/05/29","105","4","3078","僑威","4877396.00","1502690.00","6380086.00","2022316.00","168908.00","2191224.00","2273911.00","214286.00","1666091.00","34574.00","0.00","4188862.00","0.00","--","0.00","4188862.00","0.00","0.00","0.00","18.42"
"110/05/29","105","4","3081","聯亞","3010705.00","1067832.00","4078537.00","342319.00","4811.00","347130.00","912577.00","1665787.00","1399045.00","-99821.00","-146181.00","--","--","--","--","3731407.00","--","0.00","645000.00","41.18"
"110/05/29","105","4","3083","網龍","1080193.00","190680.00","1270873.00","161224.00","4533.00","165757.00","857044.00","324400.00","-79422.00","-7950.00","0.00","1094072.00","--","--","11044.00","1105116.00","--","0.00","0.00","12.77"
"110/05/29","105","4","3085","新零售","366428.00","328507.00","694935.00","168860.00","52584.00","221444.00","912267.00","0.00","-497746.00","899.00","--","415420.00","--","--","58071.00","473491.00","--","0.00","0.00","4.55"
"110/05/29","105","4","3086","華義","282437.00","181080.00","463517.00","329305.00","4565.00","333870.00","629213.00","27235.00","-523341.00","-3811.00","--","129296.00","--","--","351.00","129647.00","--","0.00","0.00","2.05"
"110/05/29","105","4","3088","艾訊","2669321.00","676266.00","3345587.00","932949.00","629030.00","1561979.00","790310.00","183745.00","757032.00","13779.00","--","1744866.00","--","--","38742.00","1783608.00","0.00","0.00","0.00","22.08"
"110/05/29","105","4","3089","元炬","261749.00","642212.00","903961.00","286218.00","186674.00","472892.00","938905.00","0.00","-537772.00","23839.00","--","424972.00","--","--","6097.00","431069.00","--","0.00","0.00","4.53"
"110/05/29","105","4","3093","港建","834670.00","358219.00","1192889.00","222558.00","30632.00","253190.00","362888.00","49699.00","426205.00","420.00","--","839212.00","--","--","100487.00","939699.00","0.00","0.00","0.00","23.13"
"110/05/29","105","4","3095","及成","649151.00","662293.00","1311444.00","590211.00","494781.00","1084992.00","1092763.00","0.00","-922339.00","-80426.00","--","89998.00","--","--","136454.00","226452.00","--","0.00","0.00","0.82"
"110/05/29","105","4","3105","穩懋","7819409.00","18591230.00","26410639.00","4194420.00","3898335.00","8092755.00","4076664.00","3758737.00","9376801.00","761897.00","-347660.00","17626439.00","--","--","691445.00","18317884.00","0.00","0.00","3920000.00","43.66"
"110/05/29","105","4","3114","好德","1243847.00","271117.00","1514964.00","710426.00","4151.00","714577.00","500137.00","52062.00","220153.00","28035.00","--","800387.00","--","--","--","800387.00","--","0.00","0.00","16.00"
"110/05/29","105","4","3115","寶島極","485025.00","138037.00","623062.00","226482.00","889.00","227371.00","436976.00","--","-43948.00","2663.00","--","395691.00","--","--","0.00","395691.00","--","0.00","0.00","9.06"
"110/05/29","105","4","3118","進階","498193.00","177776.00","675969.00","155047.00","5455.00","160502.00","324529.00","55945.00","134993.00","--","--","--","--","--","--","515467.00","0.00","0.00","0.00","15.88"
"110/05/29","105","4","3122","笙泉","457190.00","202586.00","659776.00","118719.00","9275.00","127994.00","392999.00","46702.00","92258.00","-177.00","0.00","531782.00","--","--","0.00","531782.00","--","0.00","0.00","13.53"
