出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","103","4","4707","磐亞","535869.00","5899685.00","6435554.00","2309794.00","405286.00","2715080.00","2176155.00","868626.00","676854.00","28767.00","-29928.00","3720474.00","--","0.00","3720474.00","0.00","0.00","3210000.00","17.35"
