出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","103","4","3322","建舜電","1334599.00","662117.00","1996716.00","789534.00","62501.00","852035.00","853066.00","123219.00","24053.00","55007.00","--","1055345.00","--","--","89336.00","1144681.00","0.00","0.00","0.00","12.37"
"110/05/29","103","4","3323","加百裕","3707116.00","551010.00","4258126.00","1782353.00","45766.00","1828119.00","949899.00","749245.00","648083.00","82780.00","0.00","2430007.00","--","--","--","2430007.00","0.00","0.00","0.00","25.58"
"110/05/29","103","4","3324","雙鴻","2142014.00","1202324.00","3344338.00","1990584.00","92580.00","2083164.00","711362.00","208243.00","186282.00","139160.00","--","1245047.00","--","--","16127.00","1261174.00","0.00","0.00","0.00","17.50"
"110/05/29","103","4","3325","旭品","990600.00","489056.00","1479656.00","366772.00","105791.00","472563.00","771346.00","144893.00","107362.00","37685.00","-54193.00","1007093.00","--","--","0.00","1007093.00","0.00","0.00","2500000.00","13.49"
"110/05/29","103","4","3332","幸康","1410058.00","240573.00","1650631.00","268792.00","7839.00","276631.00","481042.00","180614.00","667343.00","45001.00","--","1374000.00","--","--","--","1374000.00","0.00","0.00","0.00","28.56"
"110/05/29","103","4","3339","泰谷","1468025.00","2530974.00","3998999.00","1013212.00","965409.00","1978621.00","2753048.00","160629.00","-893753.00","454.00","--","2020378.00","--","--","--","2020378.00","0.00","0.00","0.00","7.34"
"110/05/29","103","4","3354","律勝","874439.00","646785.00","1521224.00","165400.00","7528.00","172928.00","840112.00","347025.00","154655.00","26089.00","-19585.00","1348296.00","--","--","--","1348296.00","0.00","0.00","1526000.00","16.35"
"110/05/29","103","4","3357","臺慶科","2249700.00","1564034.00","3813734.00","1398317.00","150085.00","1548402.00","910000.00","369762.00","873985.00","111585.00","0.00","2265332.00","0.00","--","0.00","2265332.00","0.00","0.00","0.00","24.89"
"110/05/29","103","4","3360","尚立","4383774.00","176807.00","4560581.00","3373689.00","20553.00","3394242.00","729044.00","325868.00","113857.00","-2531.00","--","1166238.00","--","--","101.00","1166339.00","0.00","0.00","0.00","16.00"
"110/05/29","103","4","3362","先進光","1112772.00","858014.00","1970786.00","601785.00","202881.00","804666.00","886042.00","24546.00","254274.00","1258.00","--","1166120.00","--","--","0.00","1166120.00","0.00","4251514.00","0.00","14.11"
"110/05/29","103","4","3363","上詮","1220356.00","527013.00","1747369.00","406693.00","4547.00","411240.00","759097.00","353327.00","189982.00","29801.00","0.00","1332207.00","--","--","3922.00","1336129.00","0.00","0.00","0.00","17.55"
"110/05/29","103","4","3372","典範","2553825.00","1481686.00","4035511.00","397229.00","75239.00","472468.00","4025000.00","90703.00","-552660.00","--","0.00","3563043.00","--","--","--","3563043.00","0.00","0.00","0.00","8.85"
"110/05/29","103","4","3373","熱映","772879.00","101195.00","874074.00","154039.00","11154.00","165193.00","432898.00","200811.00","65627.00","9545.00","--","708881.00","--","--","--","708881.00","0.00","0.00","0.00","16.38"
"110/05/29","103","4","3374","精材","2035251.00","6792018.00","8827269.00","1760450.00","2412576.00","4173026.00","2381207.00","547724.00","1726135.00","-823.00","--","--","--","--","--","4654243.00","0.00","0.00","0.00","19.55"
"110/05/29","103","4","3379","彬台","980359.00","275176.00","1255535.00","548281.00","43211.00","591492.00","362302.00","69971.00","204257.00","27513.00","--","664043.00","--","--","--","664043.00","0.00","0.00","0.00","18.33"
"110/05/29","103","4","3388","崇越電","4054366.00","321867.00","4376233.00","1137521.00","91738.00","1229259.00","644000.00","1068719.00","1301420.00","14825.00","--","3028964.00","--","--","118010.00","3146974.00","0.00","0.00","0.00","47.03"
"110/05/29","103","4","3390","旭軟","1353880.00","399507.00","1753387.00","342083.00","10706.00","352789.00","650661.00","338922.00","409830.00","1185.00","0.00","1400598.00","--","--","0.00","1400598.00","0.00","0.00","0.00","21.53"
"110/05/29","103","4","3402","漢科","1928882.00","352554.00","2281436.00","1050257.00","43166.00","1093423.00","730476.00","320338.00","130631.00","6568.00","0.00","1188013.00","--","--","0.00","1188013.00","0.00","0.00","0.00","16.26"
"110/05/29","103","4","3434","哲固","377346.00","113607.00","490953.00","254246.00","13918.00","268164.00","328000.00","--","-101044.00","-4167.00","--","222789.00","--","--","--","222789.00","0.00","0.00","0.00","6.79"
"110/05/29","103","4","3438","類比科","1165972.00","433627.00","1599599.00","199879.00","298531.00","498410.00","386151.00","371443.00","343595.00","--","--","1101189.00","--","--","--","1101189.00","0.00","0.00","0.00","28.52"
"110/05/29","103","4","3441","聯一光","997450.00","304225.00","1301675.00","146827.00","18571.00","165398.00","400399.00","329913.00","299018.00","44838.00","--","1074168.00","--","--","62109.00","1136277.00","0.00","0.00","0.00","26.83"
"110/05/29","103","4","3444","利機","615929.00","290737.00","906666.00","317389.00","11003.00","328392.00","391146.00","56611.00","124037.00","6480.00","0.00","578274.00","--","--","0.00","578274.00","0.00","0.00","0.00","14.78"
"110/05/29","103","4","3455","由田","1968091.00","411368.00","2379459.00","617270.00","135233.00","752503.00","610037.00","896974.00","116966.00","2979.00","--","1626956.00","--","--","--","1626956.00","0.00","0.00","0.00","26.67"
"110/05/29","103","4","3465","進泰電子","265239.00","143401.00","408640.00","281877.00","56491.00","338368.00","173326.00","883.00","-110146.00","6209.00","0.00","70272.00","--","--","0.00","70272.00","0.00","0.00","0.00","4.05"
"110/05/29","103","4","3466","致振","1858365.00","392238.00","2250603.00","503355.00","36950.00","540305.00","613876.00","625741.00","479174.00","2191.00","-10684.00","1710298.00","--","--","--","1710298.00","0.00","0.00","500000.00","28.09"
"110/05/29","103","4","3479","安勤","1801704.00","881057.00","2682761.00","596637.00","77397.00","674034.00","682682.00","866345.00","323256.00","8349.00","-1535.00","1879097.00","--","--","129630.00","2008727.00","0.00","0.00","45690.00","27.54"
"110/05/29","103","4","3483","力致","2557921.00","1207190.00","3765111.00","1561292.00","180153.00","1741445.00","489600.00","1104143.00","326760.00","77475.00","--","1997978.00","--","--","25688.00","2023666.00","0.00","0.00","0.00","40.81"
"110/05/29","103","4","3484","崧騰","2406969.00","744737.00","3151706.00","1100242.00","453322.00","1553564.00","610767.00","413969.00","455594.00","61511.00","0.00","1541841.00","--","--","56301.00","1598142.00","0.00","0.00","0.00","25.24"
"110/05/29","103","4","3489","森寶","2103895.00","401208.00","2505103.00","650478.00","667343.00","1317821.00","831002.00","343091.00","13189.00","0.00","0.00","1187282.00","--","--","--","1187282.00","0.00","0.00","0.00","14.29"
"110/05/29","103","4","3490","單井","1540931.00","771806.00","2312737.00","595406.00","145387.00","740793.00","597941.00","434838.00","536924.00","2241.00","--","1571944.00","--","--","--","1571944.00","0.00","0.00","0.00","27.16"
"110/05/29","103","4","3491","昇達科","928817.00","914283.00","1843100.00","337007.00","28084.00","365091.00","510522.00","548982.00","340114.00","49696.00","0.00","1449314.00","--","--","28695.00","1478009.00","0.00","0.00","0.00","28.39"
"110/05/29","103","4","3492","長盛","647913.00","240788.00","888701.00","450648.00","44505.00","495153.00","315826.00","42.00","56792.00","20888.00","0.00","393548.00","--","--","--","393548.00","0.00","0.00","0.00","12.46"
"110/05/29","103","4","3498","陽程","3181680.00","988757.00","4170437.00","1269113.00","321769.00","1590882.00","770200.00","959545.00","774922.00","55650.00","0.00","2560317.00","--","--","19238.00","2579555.00","0.00","0.00","0.00","33.24"
"110/05/29","103","4","3499","環天科","371515.00","500492.00","872007.00","145869.00","89817.00","235686.00","583356.00","181734.00","-109019.00","20584.00","-40543.00","636112.00","--","--","209.00","636321.00","0.00","0.00","3365000.00","11.57"
"110/05/29","103","4","3508","位速","2939845.00","1862748.00","4802593.00","2103182.00","102647.00","2205829.00","928377.00","1740484.00","-201947.00","87776.00","-56294.00","2498396.00","--","--","98368.00","2596764.00","0.00","0.00","1076366.00","27.23"
"110/05/29","103","4","3511","矽瑪","703505.00","476177.00","1179682.00","465239.00","49138.00","514377.00","389729.00","137370.00","98339.00","3928.00","0.00","629366.00","0.00","--","35939.00","665305.00","0.00","0.00","0.00","16.15"
"110/05/29","103","4","3512","皇龍","539982.00","380493.00","920475.00","411480.00","35000.00","446480.00","440000.00","0.00","-51301.00","85296.00","0.00","473995.00","--","--","0.00","473995.00","0.00","0.00","0.00","10.77"
"110/05/29","103","4","3516","亞帝歐","1125138.00","1026972.00","2152110.00","474247.00","24773.00","499020.00","760137.00","1081890.00","-207961.00","57813.00","-38789.00","1653090.00","0.00","--","0.00","1653090.00","0.00","0.00","3930000.00","22.93"
"110/05/29","103","4","3520","華盈","546550.00","392943.00","939493.00","296261.00","304800.00","601061.00","512666.00","11031.00","-204920.00","6350.00","--","325127.00","--","--","13305.00","338432.00","0.00","0.00","0.00","6.34"
"110/05/29","103","4","3521","鴻翊","329646.00","297371.00","627017.00","108607.00","69078.00","177685.00","467306.00","0.00","-18322.00","348.00","--","449332.00","--","--","0.00","449332.00","0.00","0.00","0.00","9.62"
"110/05/29","103","4","3522","御頂","1562081.00","525718.00","2087799.00","703372.00","244916.00","948288.00","472920.00","316479.00","297323.00","51860.00","--","1138582.00","--","--","929.00","1139511.00","0.00","0.00","0.00","24.08"
"110/05/29","103","4","3523","迎輝","1462039.00","1725606.00","3187645.00","1293839.00","717915.00","2011754.00","979356.00","1316004.00","-1074629.00","-1532.00","-43308.00","1175891.00","--","--","--","1175891.00","0.00","0.00","1836000.00","12.24"
"110/05/29","103","4","3526","凡甲","1350210.00","594509.00","1944719.00","595938.00","49257.00","645195.00","640598.00","284708.00","321770.00","52448.00","0.00","1299524.00","--","--","0.00","1299524.00","0.00","0.00","0.00","20.29"
"110/05/29","103","4","3527","聚積","1750516.00","429975.00","2180491.00","613724.00","2278.00","616002.00","326564.00","870906.00","338016.00","5810.00","0.00","1541296.00","--","--","23193.00","1564489.00","0.00","0.00","0.00","47.20"
"110/05/29","103","4","3529","力旺","1382231.00","600690.00","1982921.00","182029.00","15084.00","197113.00","768323.00","521569.00","564665.00","0.00","-68749.00","1785808.00","--","--","0.00","1785808.00","0.00","0.00","1050000.00","23.56"
"110/05/29","103","4","3531","先益","1992737.00","689754.00","2682491.00","794896.00","82979.00","877875.00","611750.00","668693.00","514361.00","9236.00","--","1804040.00","--","--","576.00","1804616.00","0.00","0.00","0.00","29.49"
"110/05/29","103","4","3537","堡達","1029180.00","222439.00","1251619.00","362866.00","70581.00","433447.00","486952.00","105466.00","218731.00","7023.00","0.00","818172.00","0.00","--","0.00","818172.00","0.00","0.00","0.00","16.80"
"110/05/29","103","4","3540","曜越","1833171.00","274587.00","2107758.00","782442.00","3590.00","786032.00","646729.00","476513.00","167619.00","14365.00","0.00","1305226.00","--","--","16500.00","1321726.00","0.00","0.00","0.00","20.18"
"110/05/29","103","4","3541","西柏","1018867.00","316846.00","1335713.00","434040.00","70507.00","504547.00","386045.00","67942.00","379924.00","-2745.00","0.00","831166.00","0.00","--","--","831166.00","0.00","0.00","0.00","21.53"
"110/05/29","103","4","3546","宇峻","737043.00","278695.00","1015738.00","116959.00","4282.00","121241.00","345201.00","263723.00","324804.00","-16832.00","-31987.00","884909.00","--","--","9588.00","894497.00","0.00","0.00","506000.00","26.02"
"110/05/29","103","4","3548","兆利","2669400.00","1771521.00","4440921.00","1608486.00","294550.00","1903036.00","505514.00","822575.00","1000704.00","184359.00","--","2513152.00","--","--","24733.00","2537885.00","0.00","0.00","0.00","49.71"
"110/05/29","103","4","3551","世禾","1261844.00","2092557.00","3354401.00","358064.00","282404.00","640468.00","575009.00","696226.00","1346730.00","51274.00","--","2669239.00","--","--","44694.00","2713933.00","0.00","0.00","0.00","46.42"
"110/05/29","103","4","3552","同致","5071960.00","1531387.00","6603347.00","3267806.00","61836.00","3329642.00","838075.00","843920.00","1455670.00","136040.00","0.00","3273705.00","--","--","--","3273705.00","0.00","0.00","0.00","39.06"
"110/05/29","103","4","3555","重鵬","273411.00","89744.00","363155.00","142748.00","9640.00","152388.00","494624.00","34552.00","-318409.00","0.00","--","210767.00","--","--","--","210767.00","0.00","0.00","0.00","4.26"
"110/05/29","103","4","3556","禾瑞亞","1294217.00","244971.00","1539188.00","321944.00","852.00","322796.00","533807.00","204968.00","407939.00","801.00","--","1147515.00","--","--","68877.00","1216392.00","0.00","0.00","0.00","21.50"
"110/05/29","103","4","3558","神準","4138918.00","344303.00","4483221.00","2254691.00","23176.00","2277867.00","486929.00","700545.00","1027206.00","-9326.00","--","2205354.00","--","--","--","2205354.00","0.00","0.00","0.00","45.29"
"110/05/29","103","4","3564","其陽","621989.00","75164.00","697153.00","239734.00","491.00","240225.00","204000.00","108829.00","138458.00","5641.00","0.00","456928.00","0.00","--","0.00","456928.00","0.00","0.00","0.00","22.40"
"110/05/29","103","4","3567","逸昌","320853.00","204084.00","524937.00","53127.00","4639.00","57766.00","356720.00","55291.00","56088.00","0.00","-928.00","--","0.00","--","--","467171.00","0.00","0.00","106000.00","13.14"
"110/05/29","103","4","3570","大塚","635387.00","49132.00","684519.00","137036.00","18264.00","155300.00","170970.00","68813.00","280943.00","8493.00","--","529219.00","--","--","0.00","529219.00","0.00","0.00","0.00","30.95"
"110/05/29","103","4","3577","泓格","498375.00","667670.00","1166045.00","159624.00","173267.00","332891.00","436894.00","68630.00","320073.00","7557.00","--","833154.00","--","--","--","833154.00","0.00","0.00","0.00","19.07"
"110/05/29","103","4","3580","友威科","452979.00","391014.00","843993.00","404979.00","34982.00","439961.00","507067.00","43514.00","-203599.00","57050.00","0.00","404032.00","--","--","--","404032.00","0.00","0.00","0.00","7.97"
"110/05/29","103","4","3581","博磊","787171.00","189071.00","976242.00","303757.00","29141.00","332898.00","456760.00","20780.00","123407.00","42397.00","--","643344.00","--","--","--","643344.00","0.00","0.00","0.00","14.08"
"110/05/29","103","4","3587","閎康","831913.00","663937.00","1495850.00","222412.00","2056.00","224468.00","463131.00","442299.00","351923.00","14029.00","--","1271382.00","0.00","--","0.00","1271382.00","0.00","0.00","0.00","27.45"
"110/05/29","103","4","3594","磐儀","1351218.00","286774.00","1637992.00","400086.00","270031.00","670117.00","500673.00","222641.00","200948.00","14539.00","-480.00","938321.00","--","--","29554.00","967875.00","0.00","0.00","34000.00","18.75"
"110/05/29","103","4","3597","映興","597086.00","306956.00","904042.00","329236.00","108738.00","437974.00","313882.00","5926.00","119818.00","17417.00","0.00","457043.00","--","--","9025.00","466068.00","0.00","0.00","0.00","14.56"
"110/05/29","103","4","3609","東林","651190.00","473888.00","1125078.00","299884.00","159096.00","458980.00","313464.00","317618.00","36035.00","20501.00","-21615.00","666003.00","--","--","95.00","666098.00","0.00","0.00","961000.00","21.92"
"110/05/29","103","4","3611","鼎翰","1532679.00","846447.00","2379126.00","549472.00","239807.00","789279.00","345715.00","357544.00","814308.00","72280.00","--","1589847.00","--","--","--","1589847.00","0.00","0.00","0.00","45.99"
"110/05/29","103","4","3615","安可","951173.00","2063043.00","3014216.00","231739.00","209584.00","441323.00","705845.00","1700056.00","164714.00","2278.00","--","--","--","--","--","2572893.00","0.00","0.00","0.00","36.45"
"110/05/29","103","4","3623","富晶通","989734.00","190284.00","1180018.00","292658.00","1469.00","294127.00","586058.00","58708.00","241125.00","--","--","--","--","--","--","885891.00","0.00","0.00","0.00","15.12"
"110/05/29","103","4","3624","光頡","2126474.00","1328735.00","3455209.00","874313.00","110386.00","984699.00","1173408.00","887358.00","404829.00","3754.00","--","2469349.00","--","--","1161.00","2470510.00","0.00","0.00","0.00","21.04"
"110/05/29","103","4","3625","西勝","870587.00","168939.00","1039526.00","537626.00","29648.00","567274.00","560780.00","199124.00","-278166.00","12539.00","-50621.00","443656.00","--","--","28596.00","472252.00","0.00","0.00","5859000.00","8.83"
"110/05/29","103","4","3628","盈正","2066442.00","841990.00","2908432.00","1077235.00","97835.00","1175070.00","450000.00","819878.00","423975.00","30415.00","--","1724268.00","--","--","9094.00","1733362.00","0.00","0.00","0.00","38.32"
"110/05/29","103","4","3629","地心引力","174146.00","128281.00","302427.00","182773.00","31600.00","214373.00","211264.00","44034.00","-167244.00","--","--","--","--","--","--","88054.00","0.00","0.00","0.00","4.17"
"110/05/29","103","4","3630","新鉅科","2037624.00","2444859.00","4482483.00","1434264.00","24883.00","1459147.00","1016450.00","2262552.00","-310599.00","72591.00","-17658.00","3023336.00","--","--","--","3023336.00","0.00","0.00","296000.00","29.83"
"110/05/29","103","4","3631","晟楠","1997726.00","854296.00","2852022.00","1153014.00","165191.00","1318205.00","780487.00","381746.00","274092.00","97492.00","0.00","1533817.00","0.00","--","0.00","1533817.00","0.00","0.00","0.00","19.65"
"110/05/29","103","4","3632","研勤","739148.00","440294.00","1179442.00","207327.00","488305.00","695632.00","307977.00","150782.00","-31409.00","9949.00","-25829.00","411470.00","--","--","72340.00","483810.00","0.00","0.00","918000.00","13.77"
"110/05/29","103","4","3642","駿熠電","1063114.00","187563.00","1250677.00","268808.00","76851.00","345659.00","317691.00","369644.00","176354.00","52512.00","-11183.00","905018.00","--","--","--","905018.00","0.00","0.00","495000.00","28.94"
"110/05/29","103","4","3646","艾恩特","595718.00","142787.00","738505.00","199698.00","7164.00","206862.00","385804.00","110520.00","7887.00","27432.00","--","531643.00","0.00","--","0.00","531643.00","0.00","0.00","0.00","13.78"
"110/05/29","103","4","3652","精聯","1150832.00","448161.00","1598993.00","334746.00","116888.00","451634.00","467665.00","634716.00","41944.00","60.00","--","1144385.00","--","--","2974.00","1147359.00","0.00","18500.00","0.00","24.47"
"110/05/29","103","4","3663","鑫科","1503520.00","952052.00","2455572.00","848356.00","233012.00","1081368.00","734980.00","444687.00","120848.00","18144.00","--","1318659.00","--","--","55545.00","1374204.00","0.00","0.00","0.00","17.94"
"110/05/29","103","4","3664","安瑞-KY","1504978.00","326232.00","1831210.00","387868.00","133983.00","521851.00","772893.00","370467.00","146126.00","58102.00","-38229.00","1309359.00","--","--","0.00","1309359.00","0.00","0.00","1551518.00","17.29"
"110/05/29","103","4","3666","光耀","1197542.00","287767.00","1485309.00","358651.00","50000.00","408651.00","492146.00","206740.00","373548.00","4224.00","--","1076658.00","--","--","--","1076658.00","0.00","0.00","0.00","21.88"
"110/05/29","103","4","3672","康聯訊","415692.00","110842.00","526534.00","166807.00","11163.00","177970.00","250069.00","1268.00","91756.00","-1538.00","--","341555.00","--","--","7009.00","348564.00","0.00","0.00","0.00","13.66"
"110/05/29","103","4","3675","德微","596401.00","506555.00","1102956.00","239709.00","2861.00","242570.00","444283.00","402511.00","11502.00","2090.00","0.00","860386.00","--","--","0.00","860386.00","0.00","0.00","0.00","19.37"
"110/05/29","103","4","3680","家登","929711.00","1877302.00","2807013.00","571263.00","1085835.00","1657098.00","624606.00","380603.00","121397.00","17742.00","--","1144348.00","--","--","5567.00","1149915.00","0.00","0.00","0.00","18.32"
"110/05/29","103","4","3684","榮昌","441308.00","94812.00","536120.00","167531.00","5122.00","172653.00","203285.00","61580.00","95888.00","2714.00","--","363467.00","--","--","--","363467.00","0.00","0.00","0.00","17.88"
"110/05/29","103","4","3685","元創精密","592864.00","514249.00","1107113.00","247322.00","41657.00","288979.00","604088.00","205305.00","-60108.00","68849.00","--","818134.00","--","--","--","818134.00","0.00","0.00","0.00","13.54"
"110/05/29","103","4","3687","歐買尬","1733118.00","358078.00","2091196.00","496532.00","43446.00","539978.00","300596.00","1185257.00","-329080.00","24553.00","0.00","1181326.00","--","--","369892.00","1551218.00","0.00","0.00","0.00","39.30"
"110/05/29","103","4","3689","湧德","3761583.00","1135918.00","4897501.00","2057445.00","20075.00","2077520.00","696758.00","726715.00","1293002.00","69330.00","0.00","2785805.00","0.00","--","34176.00","2819981.00","0.00","0.00","0.00","39.98"
"110/05/29","103","4","3691","碩禾","7393585.00","2158291.00","9551876.00","1979370.00","2620438.00","4599808.00","608931.00","2031220.00","2295962.00","6957.00","0.00","4943070.00","--","--","8998.00","4952068.00","0.00","0.00","0.00","81.18"
"110/05/29","103","4","3693","營邦","2438444.00","580045.00","3018489.00","1280784.00","41920.00","1322704.00","382567.00","441393.00","864608.00","7217.00","--","1695785.00","0.00","--","0.00","1695785.00","0.00","0.00","0.00","44.33"
"110/05/29","103","4","3707","漢磊","2564779.00","1669391.00","4234170.00","1120030.00","258329.00","1378359.00","1633192.00","1383015.00","-133355.00","--","-27041.00","2855811.00","--","--","--","2855811.00","0.00","0.00","1569000.00","17.66"
"110/05/29","103","4","4102","永日","218445.00","445477.00","663922.00","64170.00","29722.00","93892.00","423735.00","193659.00","-47364.00","--","--","--","--","--","--","570030.00","0.00","0.00","0.00","13.45"
"110/05/29","103","4","4105","東洋","2652811.00","4721223.00","7374034.00","2492302.00","249292.00","2741594.00","2486500.00","378007.00","1295468.00","34903.00","--","4194878.00","--","--","437562.00","4632440.00","0.00","0.00","0.00","16.87"
"110/05/29","103","4","4107","邦特","1344587.00","1002298.00","2346885.00","256248.00","208958.00","465206.00","856164.00","342866.00","661221.00","21428.00","0.00","1881679.00","0.00","--","0.00","1881679.00","0.00","0.00","0.00","21.98"
"110/05/29","103","4","4109","加捷生醫","427143.00","887952.00","1315095.00","280640.00","77067.00","357707.00","716572.00","120516.00","81604.00","5838.00","--","924530.00","--","--","32858.00","957388.00","0.00","0.00","0.00","12.90"
"110/05/29","103","4","4111","濟生","505971.00","932764.00","1438735.00","293574.00","155588.00","449162.00","547913.00","48848.00","378058.00","14754.00","0.00","989573.00","--","--","0.00","989573.00","0.00","0.00","0.00","18.06"
"110/05/29","103","4","4113","聯上","6617797.00","467445.00","7085242.00","3058507.00","790503.00","3849010.00","1378321.00","652148.00","1206011.00","-248.00","--","--","--","--","--","3236232.00","0.00","0.00","0.00","23.48"
"110/05/29","103","4","4114","健喬","1252284.00","3059858.00","4312142.00","449943.00","702453.00","1152396.00","1211485.00","1126738.00","97813.00","-8052.00","-60259.00","2367725.00","--","--","792021.00","3159746.00","0.00","0.00","1676000.00","19.82"
"110/05/29","103","4","4116","明基醫","521831.00","470887.00","992718.00","330229.00","39319.00","369548.00","382540.00","27877.00","202418.00","1372.00","--","614207.00","--","--","8963.00","623170.00","0.00","10000.00","0.00","16.06"
"110/05/29","103","4","4120","友華","2782070.00","2329063.00","5111133.00","1088988.00","604185.00","1693173.00","867471.00","255505.00","1469304.00","239278.00","--","2831558.00","--","--","586402.00","3417960.00","0.00","0.00","0.00","32.64"
"110/05/29","103","4","4121","優盛","1524339.00","932323.00","2456662.00","639761.00","350828.00","990589.00","733168.00","156918.00","256264.00","-914.00","0.00","1145436.00","--","--","320637.00","1466073.00","0.00","0.00","0.00","15.62"
"110/05/29","103","4","4123","晟德","3716048.00","5900075.00","9616123.00","2577601.00","102093.00","2679694.00","2083035.00","2864434.00","-704109.00","1043222.00","-22620.00","5263962.00","--","--","1672467.00","6936429.00","0.00","0.00","1305000.00","25.43"
"110/05/29","103","4","4126","太醫","1190748.00","1052539.00","2243287.00","366417.00","33957.00","400374.00","660152.00","410354.00","772407.00","0.00","0.00","1842913.00","--","--","0.00","1842913.00","0.00","0.00","0.00","27.92"
"110/05/29","103","4","4127","天良","427747.00","1039303.00","1467050.00","326891.00","324612.00","651503.00","457600.00","156625.00","201322.00","--","--","815547.00","--","--","--","815547.00","0.00","0.00","0.00","17.82"
"110/05/29","103","4","4128","中天","4901136.00","4844066.00","9745202.00","582098.00","63761.00","645859.00","4253427.00","3684612.00","-145258.00","-27824.00","0.00","7764957.00","--","--","1334386.00","9099343.00","0.00","0.00","0.00","18.26"
"110/05/29","103","4","4129","聯合","1094666.00","844641.00","1939307.00","693494.00","234955.00","928449.00","559761.00","346230.00","95943.00","8924.00","--","1010858.00","--","--","0.00","1010858.00","0.00","0.00","0.00","18.06"
"110/05/29","103","4","4130","健亞","851775.00","751960.00","1603735.00","127616.00","277046.00","404662.00","969560.00","23480.00","96852.00","109181.00","--","1199073.00","--","--","--","1199073.00","0.00","0.00","0.00","12.37"
"110/05/29","103","4","4131","晶宇","162634.00","110989.00","273623.00","89150.00","107.00","89257.00","382919.00","0.00","-198553.00","0.00","--","--","--","--","--","184366.00","0.00","0.00","0.00","4.81"
"110/05/29","103","4","4138","曜亞","1156486.00","549107.00","1705593.00","484216.00","9425.00","493641.00","265000.00","440170.00","255461.00","130013.00","--","1090644.00","--","--","121308.00","1211952.00","0.00","0.00","0.00","41.16"
"110/05/29","103","4","4139","馬光-KY","379226.00","585166.00","964392.00","238252.00","36324.00","274576.00","315270.00","236810.00","-4460.00","25754.00","--","573374.00","--","--","116442.00","689816.00","0.00","0.00","0.00","18.19"
"110/05/29","103","4","4147","中裕","1529873.00","350823.00","1880696.00","50349.00","--","50349.00","2165770.00","1274857.00","-1602660.00","-7620.00","--","1830347.00","--","--","--","1830347.00","0.00","24000.00","0.00","8.45"
"110/05/29","103","4","4152","台微體","2998406.00","274720.00","3273126.00","122705.00","79217.00","201922.00","554033.00","3194719.00","-638726.00","-38822.00","--","3071204.00","--","--","--","3071204.00","0.00","0.00","0.00","55.43"
"110/05/29","103","4","4153","鈺緯","589806.00","280917.00","870723.00","385500.00","11388.00","396888.00","265473.00","65034.00","143426.00","-98.00","--","473835.00","--","--","--","473835.00","0.00","0.00","0.00","17.85"
"110/05/29","103","4","4154","康樂-KY","288330.00","89410.00","377740.00","70242.00","13026.00","83268.00","202130.00","69006.00","30630.00","741.00","-8035.00","294472.00","--","--","--","294472.00","0.00","0.00","351000.00","14.83"
"110/05/29","103","4","4157","太景*-KY","1036216.00","61970.00","1098186.00","147985.00","98065.00","246050.00","20243.00","1244260.00","-403954.00","-8413.00","--","852136.00","--","--","--","852136.00","0.00","0.00","0.00","1.22"
"110/05/29","103","4","4160","創源","148400.00","214218.00","362618.00","40448.00","13.00","40461.00","240840.00","123487.00","-41907.00","--","--","322420.00","--","--","-263.00","322157.00","0.00","0.00","0.00","13.39"
"110/05/29","103","4","4161","聿新科","692348.00","421457.00","1113805.00","226116.00","78942.00","305058.00","468818.00","221402.00","100427.00","31.00","--","790678.00","--","--","18069.00","808747.00","0.00","0.00","0.00","17.35"
"110/05/29","103","4","4162","智擎","2914947.00","29599.00","2944546.00","18018.00","0.00","18018.00","1022305.00","1780631.00","123592.00","--","--","--","--","--","--","2926528.00","0.00","35000.00","0.00","28.73"
"110/05/29","103","4","4163","鐿鈦","1274421.00","958221.00","2232642.00","415522.00","526203.00","941725.00","402380.00","403204.00","482096.00","3237.00","--","1290917.00","--","--","--","1290917.00","0.00","0.00","0.00","32.08"
"110/05/29","103","4","4167","松瑞藥","1088826.00","2043618.00","3132444.00","960158.00","878887.00","1839045.00","1723740.00","172491.00","-584812.00","-18020.00","--","--","--","--","--","1293399.00","0.00","0.00","0.00","7.50"
"110/05/29","103","4","4168","醣聯","1930942.00","373695.00","2304637.00","45121.00","40951.00","86072.00","769935.00","1534022.00","-41400.00","48261.00","-92253.00","2218565.00","--","--","--","2218565.00","0.00","0.00","1235000.00","29.28"
"110/05/29","103","4","4171","瑞基","248929.00","308614.00","557543.00","70248.00","123947.00","194195.00","343400.00","128561.00","-109631.00","1018.00","--","363348.00","--","--","--","363348.00","0.00","0.00","0.00","10.58"
"110/05/29","103","4","4173","久裕","5815665.00","219487.00","6035152.00","4929610.00","25013.00","4954623.00","445744.00","501905.00","132880.00","--","--","1080529.00","--","--","--","1080529.00","0.00","0.00","0.00","24.24"
"110/05/29","103","4","4174","浩鼎","937345.00","550755.00","1488100.00","44239.00","--","44239.00","1499936.00","1804890.00","-1861812.00","847.00","--","1443861.00","--","--","--","1443861.00","0.00","0.00","0.00","9.63"
