出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"110/06/03","110/5","1452","宏益","紡織纖維","165986","162389","50251","2.2150515121098104","230.31382460050546","841736","452227","86.1313013154898","去年同期受新冠肺炎疫情影響，營收大幅減少。"
"110/06/03","110/5","1455","集盛","紡織纖維","934445","886296","396217","5.43260942168305","135.84172309618214","4184019","2925220","43.03262660586212","因去年度受疫情影響，營收過度萎縮，致基期較低，本年景氣已回穩。"
"110/06/03","110/5","1477","聚陽","紡織纖維","1560469","2345903","1438613","-33.48109448685645","8.470380845995413","10723171","8702559","23.218595817621","-"
"110/06/03","110/5","1516","川飛","其他","111248","191365","48195","-41.86606746270217","130.8289241622575","512058","387128","32.2709801409353","本月營收較去年同月營收增加130.83%係因煤礦價格上漲及客戶採購量增加所致"
"110/06/03","110/5","1560","中砂","電機機械","507991","480526","413221","5.715611642242043","22.934458800496586","2453254","2091412","17.301325611596376","-"
"110/06/03","110/5","1590","亞德客-KY","電機機械","2233597","2426662","1682673","-7.955990574707149","32.74100196532541","10594135","6804232","55.69920308419819","本月營業收入換算匯率為4.3383030;本年累計營業收入換算匯率為4.3578128。"
"110/06/03","110/5","1773","勝一","化學工業","945261","855267","580843","10.522328115079853","62.739501035563826","4094330","3219494","27.173089932765834","溶劑銷量較去年同期增加"
"110/06/03","110/5","2241","艾姆勒","汽車工業","86067","85375","61370","0.8105417276720351","40.24278963663028","409213","344739","18.702264611778766","-"
"110/06/03","110/5","2359","所羅門","其他電子業","346509","330294","301077","4.909262656905666","15.08982751920605","1634376","1366092","19.638794458938342","-"
"110/06/03","110/5","2375","凱美","電子零組件業","705923","695096","359305","1.5576265724446696","96.46901657366304","3117564","1659835","87.82372946708558","2021年1月底凱美公司因帛漢及旺詮股權轉換案，本年累計營收已排除帛漢並計入旺詮。"
"110/06/03","110/5","2385","群光","電子零組件業","8421571","8004716","8190663","5.2076176094192475","2.8191612815714673","41563334","35192306","18.10346841153291","-"
"110/06/03","110/5","2397","友通","電腦及週邊設備業","1149746","692175","655366","66.10625925524614","75.43571073262879","3850039","3518114","9.434742592195704","主係因新增合併子公司Brainstorm Corporation，致使本月營收增幅百分比達50%以上。"
"110/06/03","110/5","2402","毅嘉","電子零組件業","559379","543979","301665","2.8309916375448316","85.430527240482","2714964","1855789","46.29701975817294","主要是去年同期因新冠肺炎疫情以至於基期較低所影響"
"110/06/03","110/5","2408","南亞科","半導體業","7604264","7394273","5549926","2.839914079450407","37.015592640334305","32729150","25588474","27.90582978883383","-"
"110/06/03","110/5","2415","錩新","電子零組件業","241440","249181","74685","-3.1065771467326964","223.27776661980317","1118344","753739","48.37284524218595","去年同期受新冠肺炎疫情影響，營收大幅減少。"
"110/06/03","110/5","2419","仲琦","通信網路業","884752","749862","917782","17.988643243690174","-3.5988938549677374","4454857","2932318","51.92271097473057","配合客戶需求出貨量增加"
"110/06/03","110/5","2449","京元電子","半導體業","2861258","2757602","2584325","3.758918074471951","10.715873584011298","13249750","12170298","8.869560958983913","-"
"110/06/03","110/5","2455","全新","通信網路業","288522","288878","193321","-0.12323541425792203","49.24503804553049","1466617","1040037","41.01584847462158","-"
"110/06/03","110/5","2458","義隆","半導體業","1661074","1712236","1225041","-2.9880226791166637","35.593339324969534","7529131","4470310","68.42525462439966","居家辦公及授課市場需求增加"
"110/06/03","110/5","2511","太子","建材營造","959566","954929","730797","0.48558583936606803","31.304042025350405","5143288","4101467","25.401179626704298","-"
"110/06/03","110/5","2528","皇普","建材營造","258486","138013","21","87.29105229217538","1230785.7142857143","983209","105","936289.5238095238","主係110年5月皇普文苑建案認列258,465仟元收入及認列租賃收入21仟元所致。"
"110/06/03","110/5","2545","皇翔","建材營造","400227","1131071","221152","-64.61521867327515","80.97371943278831","2653278","1528119","73.6303259104821","因今年累計成屋銷售情形較去年同期佳所致"
"110/06/03","110/5","2548","華固","建材營造","370097","1110724","1625654","-66.67966119395997","-77.23396245449524","2631104","5268821","-50.06275597519824","本公司截至5月底累計營收較去年同期減少，係因本期認列交屋金額較低所致。"
"110/06/03","110/5","2637","慧洋-KY","航運業","1458428","1382114","920693","5.5215416383887295","58.405461972666245","6378821","4611796","38.315333115341616","主係去年因BDI指數下跌及COVID-19疫情影響而使營業收入大幅減少，今年因航運需求回溫，營收已漸回穩所致。"
"110/06/03","110/5","2809","京城銀","金融保險業","888297","906968","617623","-2.058617283079447","43.825116616447254","4531641","2788264","62.52553560208072","主係上期因受新冠肺炎疫情影響，以致金融資產處分損益及減損損失分別較本期減少及增加。"
"110/06/03","110/5","2820","華票","金融保險業","216282","251972","205111","-14.164272220722937","5.446319310032129","1259912","966256","30.39111788180358","-"
"110/06/03","110/5","3023","信邦","電子零組件業","2168308","2157280","1774854","0.5111992879922865","22.168245951497983","10310886","8020205","28.56137717178052","-"
"110/06/03","110/5","3030","德律","其他電子業","471836","562339","504503","-16.094028690878634","-6.47508538105819","2381947","2147599","10.912092993151887","-"
"110/06/03","110/5","3049","和鑫","光電業","315331","269209","227982","17.132413849462687","38.3139897009413","1530245","1338275","14.344585380433767","-"
"110/06/03","110/5","3090","日電貿","電子零組件業","899449","994536","781491","-9.560940981523041","15.093967812809105","4669077","3779721","23.52967322191241","-"
"110/06/03","110/5","3094","聯傑","半導體業","23490","29001","21719","-19.002793007137686","8.154150743588563","119941","95394","25.732226345472462","-"
"110/06/03","110/5","3167","大量","電機機械","437884","428134","159356","2.2773243890931343","174.78350360199804","1824021","660916","175.98378613923705","市場設備需求逐漸復甦所致"
"110/06/03","110/5","3380","明泰","通信網路業","2687151","2143116","2651164","25.385233463797572","1.357403766798282","12023554","9737812","23.472849958491704","-"
"110/06/03","110/5","3432","台端","電子零組件業","4170","4283","2456","-2.6383376138220873","69.78827361563518","17342","11672","48.57779300891021","客戶訂單增加"
"110/06/03","110/5","3530","晶相光","半導體業","355765","333001","174815","6.836015507460939","103.50942424849126","1612125","943954","70.78427550495046","因監控系列產品營收較去年同期大幅成長所致。"
"110/06/03","110/5","3563","牧德","光電業","238709","230980","224098","3.346177158195515","6.519915394157913","1158514","1166164","-0.6559969266758363","-"
"110/06/03","110/5","3591","艾笛森","光電業","195018","203476","141062","-4.156755587882601","38.249847584749965","940041","826852","13.689148723108852","-"
"110/06/03","110/5","3708","上緯投控","化學工業","862129","1163838","770123","-25.923625109336523","11.946922764285706","4651421","2631534","76.75701700985053","客戶訂單增加，帶動我司營收成長"
"110/06/03","110/5","4133","亞諾法","生技醫療業","47627","32203","38021","47.89615874297426","25.264985139791168","194158","172769","12.380114488131552","-"
"110/06/03","110/5","4755","三福化","化學工業","336226","301878","267628","11.37810638734853","25.63184719087689","1607949","1463071","9.902321896886754","-"
"110/06/03","110/5","4961","天鈺","半導體業","2051590","1751503","691822","17.133113674369955","196.54882325222383","7807320","3504705","122.76682345589714","本月營收較去年同期增加主係顯示器驅動IC出貨量增加所致"
"110/06/03","110/5","4968","立積","半導體業","588711","614232","407656","-4.154944711444536","44.41367231194929","2944422","1536859","91.58699659500319","因客戶需求增加及產能提升"
"110/06/03","110/5","5225","東科-KY","其他電子業","792872","928770","536607","-14.63204022524414","47.75655181538817","3630170","2426572","49.60075365577448","-"
"110/06/03","110/5","6112","聚碩","資訊服務業","847534","867210","1267883","-2.2688852757694216","-33.15361117705656","4708079","5983304","-21.31305713365057","Corex(PTY)LTD 110/1/4成為100%子公司，共同控制企業合併重編去年合併營收。本月較去年5月不含Corex減少346,445千元，減少29.02%"
"110/06/03","110/5","6164","華興","光電業","81169","76054","65179","6.725484524153891","24.532441430522102","381021","338035","12.716434688715665","-"
"110/06/03","110/5","6257","矽格","半導體業","1408402","1350187","959984","4.311624982317264","46.71098684978083","6262966","4641342","34.938687991533484","-"
"110/06/03","110/5","6289","華上","光電業","5401","5354","5877","0.8778483376914457","-8.099370427088651","31924","28394","12.432203986757767","-"
"110/06/03","110/5","6438","迅得","其他電子業","380486","349823","297878","8.765289875165442","27.73215880326845","1757219","1245263","41.112279092850265","-"
"110/06/03","110/5","6491","晶碩","生技醫療業","443216","478344","292882","-7.3436689913535025","51.32920425290732","2067357","1265379","63.37848186195598","因代工訂單增加，故業績提升"
"110/06/03","110/5","6672","騰輝電子-KY","電子零組件業","694575","668475","360076","3.9044092898014138","92.89677734700452","2972750","2143359","38.69585076508415","去年受疫情影響，銷售下滑，而今年市場需求延續，高單價特殊材料，尤其以車用電子以及照明散熱材料動能強勁"
"110/06/03","110/5","6776","展碁國際","電子通路業","1614989","1248155","1183626","29.390099787286033","36.44419774489577","6928604","6658592","4.055091526857329","-"
"110/06/03","110/5","8046","南電","電子零組件業","4099461","4139307","2922882","-0.9626249031540787","40.25407115306057","19094587","13777149","38.59606947707396","-"
"110/06/03","110/5","8215","明基材","光電業","1468949","1369750","1242122","7.242124475269209","18.261249700109975","6914982","5910318","16.99847622412195","-"
"110/06/03","110/5","8374","羅昇","電機機械","348777","306808","235146","13.679239133269014","48.323594702865456","1533670","1137833","34.78867285445228","新產品開始貢獻營收，5月營收創3年來新高"
