"","KSC","KBC","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计","Date","PL1_N","PH1_N","RSV","K","D","MA60","Long","Cash","YEAR"
"133",80,5,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,0,400,"2017"
"134",80,10,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,0,400,"2017"
"135",80,15,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,1,370.34,"2017"
"136",80,20,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,4,270.88,"2017"
"137",80,25,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,6,209.55,"2017"
"138",80,30,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,9,112.78,"2017"
"139",80,35,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,12,16.26,"2017"
"140",80,40,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,12,26.89,"2017"
"141",80,45,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,12,29.62,"2017"
"142",80,50,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,13,0.0199999999998326,"2017"
"143",80,55,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,13,9.35999999999986,"2017"
"144",85,5,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,0,400,"2017"
"145",85,10,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,0,400,"2017"
"146",85,15,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,1,371.03,"2017"
"147",85,20,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,4,271.9,"2017"
"148",85,25,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,6,211.04,"2017"
"149",85,30,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,9,121.39,"2017"
"150",85,35,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,12,25.8200000000001,"2017"
"151",85,40,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,13,2.70999999999989,"2017"
"152",85,45,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,13,12.5799999999999,"2017"
"153",85,50,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,13,21.6099999999999,"2017"
"154",85,55,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,13,27.2399999999999,"2017"
"155",90,5,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,0,400,"2017"
"156",90,10,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,0,400,"2017"
"157",90,15,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,1,371.76,"2017"
"158",90,20,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,4,272.63,"2017"
"159",90,25,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,6,221.99,"2017"
"160",90,30,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,13,7.44999999999989,"2017"
"161",90,35,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,13,22.8999999999999,"2017"
"162",90,40,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,14,6.52999999999997,"2017"
"163",90,45,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,14,14.06,"2017"
"164",90,50,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,14,14.5999999999999,"2017"
"165",90,55,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,14,19.7199999999999,"2017"
"166",95,5,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,0,400,"2017"
"167",95,10,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,0,400,"2017"
"168",95,15,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,3,305.94,"2017"
"169",95,20,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,7,170.39,"2017"
"170",95,25,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,12,25.53,"2017"
"171",95,30,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,13,20.55,"2017"
"172",95,35,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,14,3.12999999999991,"2017"
"173",95,40,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,14,17.49,"2017"
"174",95,45,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,14,21.74,"2017"
"175",95,50,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,14,22.4799999999999,"2017"
"176",95,55,1868060,65192438,34.68,35.04,34.68,34.97,0.460000000000001,627,2017-12-29,33.51,35.04,95.4248366013072,68.1708396819744,53.4690892270218,35.607,14,24.8499999999999,"2017"
"177",60,5,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"178",60,10,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"179",60,15,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,403.08,"2018"
"180",60,20,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,1,367.05,"2018"
"181",60,25,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,6,209.29,"2018"
"182",60,30,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,9,112.86,"2018"
"183",60,35,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,22.18,"2018"
"184",60,40,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,22.6399999999999,"2018"
"185",60,45,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,20.0900000000001,"2018"
"186",60,50,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,14.9000000000001,"2018"
"187",60,55,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,0.630000000000067,"2018"
"188",65,5,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"189",65,10,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"190",65,15,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,403.08,"2018"
"191",65,20,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,4,270.41,"2018"
"192",65,25,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,9,113.98,"2018"
"193",65,30,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,18.8599999999999,"2018"
"194",65,35,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,24.5799999999998,"2018"
"195",65,40,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,29.6899999999999,"2018"
"196",65,45,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,29.4800000000001,"2018"
"197",65,50,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,22.0300000000001,"2018"
"198",65,55,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,7.80000000000023,"2018"
"199",70,5,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"200",70,10,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"201",70,15,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,403.08,"2018"
"202",70,20,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,4,270.41,"2018"
"203",70,25,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,9,114.99,"2018"
"204",70,30,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,21.7699999999999,"2018"
"205",70,35,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,27.4899999999998,"2018"
"206",70,40,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,21.97,"2018"
"207",70,45,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,18.2100000000001,"2018"
"208",70,50,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,5.68000000000022,"2018"
"209",70,55,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,25.5700000000002,"2018"
"210",75,5,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"211",75,10,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"212",75,15,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,2,338.53,"2018"
"213",75,20,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,7,173.64,"2018"
"214",75,25,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,21.8599999999999,"2018"
"215",75,30,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,21.5499999999999,"2018"
"216",75,35,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,29.9699999999999,"2018"
"217",75,40,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,25.69,"2018"
"218",75,45,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,23.8400000000001,"2018"
"219",75,50,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,1.49000000000014,"2018"
"220",75,55,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,23.9000000000003,"2018"
"221",80,5,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"222",80,10,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"223",80,15,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,2,338.53,"2018"
"224",80,20,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,7,174.44,"2018"
"225",80,25,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,26.1099999999999,"2018"
"226",80,30,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,27.5000000000001,"2018"
"227",80,35,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,13,7.3300000000001,"2018"
"228",80,40,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,11.8500000000002,"2018"
"229",80,45,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,3.82000000000005,"2018"
"230",80,50,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,15.1,"2018"
"231",80,55,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,11.81,"2018"
"232",85,5,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"233",85,10,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"234",85,15,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,3,305.71,"2018"
"235",85,20,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,8,145.6,"2018"
"236",85,25,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,27.61,"2018"
"237",85,30,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,16.8699999999999,"2018"
"238",85,35,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,7.99999999999998,"2018"
"239",85,40,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,23.33,"2018"
"240",85,45,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,10.4299999999999,"2018"
"241",85,50,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,4.68999999999996,"2018"
"242",85,55,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,3.22999999999994,"2018"
"243",90,5,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"244",90,10,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"245",90,15,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,3,305.71,"2018"
"246",90,20,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,8,152.9,"2018"
"247",90,25,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,12,7.24999999999994,"2018"
"248",90,30,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,22.55,"2018"
"249",90,35,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,22.78,"2018"
"250",90,40,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,18.02,"2018"
"251",90,45,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,7.93999999999995,"2018"
"252",90,50,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,0.0199999999999889,"2018"
"253",90,55,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,2.92,"2018"
"254",95,5,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"255",95,10,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,0,400,"2018"
"256",95,15,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,3,305.71,"2018"
"257",95,20,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,10,76.3499999999999,"2018"
"258",95,25,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,15.89,"2018"
"259",95,30,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,15.22,"2018"
"260",95,35,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,19.27,"2018"
"261",95,40,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,16.92,"2018"
"262",95,45,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,6.84000000000001,"2018"
"263",95,50,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,0.0999999999999943,"2018"
"264",95,55,3204000,100037770,31.2,31.36,31.04,31.34,0.239999999999998,838,2018-12-28,29.9,31.91,71.6417910447761,44.4368537847261,33.0824111880433,32.1946666666667,11,1.66999999999997,"2018"
"265",60,5,1024000,40233810,39.26,39.48,39.14,39.35,0.109999999999999,308,2019-08-23,37.56,39.88,77.1551724137931,79.6585887021992,75.0659457815229,39.0456666666666,0,400,"2019"
"266",60,10,1024000,40233810,39.26,39.48,39.14,39.35,0.109999999999999,308,2019-08-23,37.56,39.88,77.1551724137931,79.6585887021992,75.0659457815229,39.0456666666666,0,399.79,"2019"
"267",60,15,1024000,40233810,39.26,39.48,39.14,39.35,0.109999999999999,308,2019-08-23,37.56,39.88,77.1551724137931,79.6585887021992,75.0659457815229,39.0456666666666,0,409.37,"2019"
"268",60,20,1024000,40233810,39.26,39.48,39.14,39.35,0.109999999999999,308,2019-08-23,37.56,39.88,77.1551724137931,79.6585887021992,75.0659457815229,39.0456666666666,0,406.79,"2019"
"269",60,25,1024000,40233810,39.26,39.48,39.14,39.35,0.109999999999999,308,2019-08-23,37.56,39.88,77.1551724137931,79.6585887021992,75.0659457815229,39.0456666666666,0,405.37,"2019"
"270",60,30,1024000,40233810,39.26,39.48,39.14,39.35,0.109999999999999,308,2019-08-23,37.56,39.88,77.1551724137931,79.6585887021992,75.0659457815229,39.0456666666666,0,404.48,"2019"
"271",60,35,1024000,40233810,39.26,39.48,39.14,39.35,0.109999999999999,308,2019-08-23,37.56,39.88,77.1551724137931,79.6585887021992,75.0659457815229,39.0456666666666,0,401.62,"2019"
"272",60,40,1024000,40233810,39.26,39.48,39.14,39.35,0.109999999999999,308,2019-08-23,37.56,39.88,77.1551724137931,79.6585887021992,75.0659457815229,39.0456666666666,1,365.48,"2019"
