"","公司代號","year","股東配發s盈餘分配之現金股利元股"
"2362","3673",103,0.5
"2363","3679",103,3
"2364","3682",103,0
"2365","3686",103,0
"2366","3694",103,0
"2367","3698",103,0.90993991
"2368","3701",103,0
"2369","3702",103,2.5
"2370","3703",103,0
"2371","3704",103,0.15
"2372","3705",103,2
"2373","3706",103,0.7
"2374","3990",103,0
"2375","3990",103,1.2
"2376","4104",103,2.5
"2377","4106",103,1
"2378","4108",103,0
"2379","4119",103,3.3
"2380","4133",103,1
"2381","4137",103,7
"2382","4141",103,0.7
"2383","4142",103,0
"2384","4144",103,3.6
"2385","4155",103,0.2
"2386","4164",103,2
"2387","4190",103,3
"2388","4306",103,0.25
"2389","4414",103,0
"2390","4426",103,0.6
"2391","4438",103,3.5
"2392","4526",103,1
"2393","4532",103,2
"2394","4536",103,4.5
"2395","4545",103,6.2
"2396","4551",103,3.6
"2397","4555",103,3.5
"2398","4557",103,1
"2399","4720",103,0.3
"2400","4722",103,1.5
"2401","4725",103,0
"2402","4737",103,0.94
"2403","4739",103,1.08518
"2404","4746",103,2
"2405","4755",103,0.7
"2406","4763",103,0
"2407","4904",103,3.167
"2408","4906",103,0.2
"2409","4912",103,4.70160836
"2410","4915",103,1.8
"2411","4916",103,0.2
"2412","4919",103,1.2
"2413","4927",103,2.5
"2414","4930",103,4
"2415","4934",103,0.5
"2416","4935",103,2
"2417","4938",103,4.1
"2418","4942",103,1.295
"2419","4943",103,0.50000001
"2420","4952",103,2.8
"2421","4956",103,0
"2422","4958",103,4
"2423","4960",103,2.5
"2424","4968",103,0
"2425","4976",103,0.3
"2426","4977",103,4.5
"2427","4984",103,2.4
"2428","4994",103,1
"2429","4999",103,4
"2430","5007",103,2.5
"2431","5203",103,7
"2432","5215",103,3
"2433","5225",103,5
"2434","5234",103,2.2
"2435","5243",103,2.5
"2436","5258",103,0.5
"2437","5259",103,0
"2438","5264",103,7.2
"2439","5269",103,3
"2440","5284",103,2.4
"2441","5285",103,1.5
"2442","5288",103,3.5
"2443","5288",103,3.5
"2444","5305",103,1
"2445","5388",103,3
"2446","5434",103,3.7
"2447","5469",103,0.6
"2448","5471",103,3.2
"2449","5484",103,0
"2450","5515",103,0.48
"2451","5519",103,0.6
"2452","5521",103,0
"2453","5522",103,3.8
"2454","5525",103,1.2
"2455","5531",103,0
"2456","5533",103,0.6
"2457","5534",103,4
"2458","5538",103,2.2
"2459","5607",103,0
"2460","5608",103,0.51
"2461","5706",103,1.5
"2462","5871",103,2.8
"2463","5880",103,0.5
"2464","5906",103,0
"2465","5907",103,3
"2466","6005",103,0.6
"2467","6024",103,1.5
"2468","6108",103,1.1
"2469","6112",103,2
"2470","6115",103,3.1
"2471","6116",103,0
"2472","6117",103,0.3
"2473","6120",103,0.8
"2474","6128",103,2.8
"2475","6131",103,0
"2476","6133",103,0.2
"2477","6136",103,1.81
"2478","6139",103,0.8
"2479","6141",103,0.2
"2480","6142",103,0
"2481","6145",103,0.2
"2482","6152",103,0
"2483","6153",103,0.63
"2484","6155",103,1.2
"2485","6164",103,0.85
"2486","6165",103,0
"2487","6166",103,1.9
"2488","6168",103,1.4
"2489","6172",103,0
"2490","6176",103,5.5
"2491","6177",103,4
"2492","6183",103,1.1
"2493","6184",103,2
"2494","6189",103,3.11
"2495","6191",103,0
"2496","6192",103,3
"2497","6196",103,2
"2498","6197",103,1.5
"2499","6201",103,1.8
"2500","6202",103,3.162
"2501","6205",103,2.2
"2502","6206",103,6
"2503","6209",103,0
"2504","6213",103,1.2
"2505","6214",103,1.5
"2506","6215",103,1
"2507","6216",103,2.15150932
"2508","6224",103,4.2
"2509","6225",103,0
"2510","6226",103,0.1
"2511","6230",103,4
"2512","6235",103,0
"2513","6239",103,3
"2514","6243",103,0
"2515","6251",103,0
"2516","6257",103,1.05
"2517","6269",103,2.5
"2518","6271",103,6
"2519","6277",103,5.7
"2520","6278",103,1.5
"2521","6281",103,3.9
"2522","6282",103,1.6
"2523","6283",103,0
"2524","6285",103,2.7
"2525","6289",103,0
"2526","6405",103,2
"2527","6409",103,10.8
"2528","6412",103,2.3
"2529","6414",103,3.48
"2530","6415",103,4
"2531","6422",103,3
"2532","6431",103,1.5
"2533","6442",103,2
"2534","6443",103,0
"2535","6449",103,1.6
"2536","6451",103,7.5
"2537","6452",103,5.5
"2538","6456",103,2
"2539","6464",103,7.01628458
"2540","6477",103,0.645558
"2541","6504",103,2.8
"2542","6505",103,0.85
"2543","6531",103,6
"2544","6533",103,0
"2545","6579",103,2.75
"2546","6605",103,4.5
"2547","8011",103,1
"2548","8016",103,4.5
"2549","8021",103,1.2234
"2550","8033",103,0
"2551","8039",103,3
"2552","8046",103,1.3
"2553","8070",103,3.5
"2554","8072",103,1.43
"2555","8081",103,4.9
"2556","8101",103,0
"2557","8103",103,3
"2558","8105",103,0
"2559","8110",103,0.35
"2560","8112",103,1.115574
"2561","8114",103,7.5
"2562","8131",103,1.4
"2563","8150",103,2.22
"2564","8163",103,0.3
"2565","8201",103,0
"2566","8210",103,3
"2567","8213",103,3.5
"2568","8215",103,1.3
"2569","8222",103,0.5
"2570","8249",103,1.9
"2571","8261",103,0.4
"2572","8271",103,2.2
"2573","8341",103,2.2
"2574","8374",103,0
"2575","8404",103,1.2
"2576","8411",103,0.83889719
"2577","8422",103,8
"2578","8427",103,1
"2579","8429",103,0.7
"2580","8443",103,1.73
"2581","8454",103,7.55
"2582","8463",103,2.16
"2583","8464",103,0
"2584","8467",103,1.8
"2585","8473",103,2.37
"2586","8478",103,0.2
"2587","8481",103,3.7
"2588","8926",103,1.6
"2589","8940",103,0
"2590","8996",103,1.2
"2591","9802",103,2.5
"2592","9902",103,0
"2593","9904",103,1.5
"2594","9905",103,2
"2595","9906",103,0
"2596","9907",103,0.45
"2597","9908",103,1
"2598","9910",103,3.7
"2599","9911",103,1.3
"2600","9912",103,1
"2601","9914",103,6.8
"2602","9917",103,4
"2603","9918",103,1.1
"2604","9919",103,0.35
"2605","9921",103,6.6
"2606","9924",103,2
"2607","9925",103,1.9
"2608","9926",103,1.2
"2609","9927",103,2.5
"2610","9928",103,0
"2611","9929",103,0
"2612","9930",103,4.2
"2613","9931",103,1.3
"2614","9933",103,2.24
"2615","9934",103,0.5
"2616","9935",103,0
"2617","9937",103,0.9
"2618","9938",103,2
"2619","9939",103,2.2
"2620","9940",103,1
"2621","9941",103,5.19
"2622","9942",103,4
"2623","9943",103,4
"2624","9944",103,0.4
"2625","9945",103,3.4
"2626","9946",103,0
"2627","9955",103,0
"2628","9958",103,0.1
"2629","1101",104,1.33
"2630","1102",104,1.1
"2631","1103",104,0
"2632","1104",104,1
"2633","1108",104,0.85
"2634","1109",104,0.2
"2635","1110",104,0.2
"2636","1201",104,0
"2637","1203",104,1
"2638","1210",104,0.7
"2639","1213",104,0
"2640","1215",104,2
"2641","1216",104,2
"2642","1217",104,0
"2643","1218",104,0
"2644","1219",104,0.25
"2645","1220",104,0.5
"2646","1225",104,1
"2647","1227",104,1.6
"2648","1229",104,1.2
"2649","1231",104,1.32
"2650","1232",104,5
"2651","1233",104,2
"2652","1234",104,1.5
"2653","1235",104,0
"2654","1236",104,0.7
"2655","1256",104,4
"2656","1262",104,5
"2657","1301",104,3.6
"2658","1303",104,3.3
"2659","1304",104,0.5
"2660","1305",104,1
"2661","1307",104,1.7
"2662","1308",104,0.6
"2663","1309",104,0
"2664","1310",104,1
"2665","1312",104,0.8
"2666","1312A",104,1.4
"2667","1313",104,0.2
"2668","1314",104,0
"2669","1315",104,1.1
"2670","1316",104,0
"2671","1319",104,1.4
"2672","1321",104,0
"2673","1323",104,1.55
"2674","1324",104,0.4
"2675","1325",104,0.7
"2676","1326",104,3.5
"2677","1337",104,0.3
"2678","1338",104,4.5
"2679","1339",104,2
"2680","1340",104,1
"2681","1402",104,1
"2682","1409",104,0.25
"2683","1410",104,1.3
"2684","1413",104,0
"2685","1414",104,0.2
"2686","1416",104,1
"2687","1417",104,0
"2688","1418",104,0
"2689","1419",104,0.347
"2690","1423",104,0
"2691","1432",104,0
"2692","1434",104,1.2
"2693","1435",104,0
"2694","1436",104,0
"2695","1437",104,0
"2696","1438",104,0
"2697","1439",104,0.5
"2698","1440",104,0.45
"2699","1441",104,0
"2700","1442",104,1
"2701","1443",104,0
"2702","1444",104,0.5
"2703","1445",104,0.5
"2704","1446",104,0.1
"2705","1447",104,0
"2706","1449",104,0
"2707","1451",104,1.5
"2708","1452",104,1.8
"2709","1453",104,0
"2710","1454",104,0.5
"2711","1455",104,0.2
"2712","1456",104,0
"2713","1457",104,0.6
"2714","1459",104,0
"2715","1460",104,0.8
"2716","1463",104,0.4
"2717","1464",104,1.8
"2718","1465",104,0.9
"2719","1466",104,0
"2720","1467",104,0
"2721","1468",104,0
"2722","1469",104,0
"2723","1470",104,0.6
"2724","1471",104,0
"2725","1472",104,0
"2726","1473",104,1.2
"2727","1474",104,0.5
"2728","1475",104,0
"2729","1476",104,10.5
"2730","1477",104,9.52
"2731","1503",104,1.5
"2732","1504",104,0.8
"2733","1506",104,0
"2734","1507",104,2.7
"2735","1512",104,0
"2736","1513",104,1
"2737","1514",104,0.48
"2738","1515",104,0.5
"2739","1516",104,0
"2740","1517",104,0.5
"2741","1519",104,0.6
"2742","1521",104,5
"2743","1522",104,1.5
"2744","1524",104,0
"2745","1525",104,1.4
"2746","1526",104,0.4
"2747","1527",104,3.3
"2748","1528",104,0
"2749","1529",104,0
"2750","1530",104,0.5
"2751","1531",104,0.6
"2752","1532",104,2.1
"2753","1533",104,0.1
"2754","1535",104,3
"2755","1536",104,3.2
"2756","1537",104,7.5
"2757","1538",104,0
"2758","1539",104,1.2
"2759","1540",104,1
"2760","1541",104,3.21185231
"2761","1558",104,9.5
"2762","1560",104,3.7
"2763","1568",104,1
"2764","1582",104,4.5
"2765","1583",104,0.5
"2766","1589",104,8.5
"2767","1590",104,4
"2768","1592",104,1
"2769","1598",104,1.5
"2770","1603",104,0.5
"2771","1604",104,1
"2772","1605",104,0.2
"2773","1608",104,0
"2774","1609",104,0
"2775","1611",104,0
"2776","1612",104,0.26
"2777","1614",104,0.80589734
"2778","1615",104,0.3
"2779","1616",104,0
"2780","1617",104,0.3
"2781","1618",104,0.35
"2782","1626",104,0
"2783","1701",104,0.6
"2784","1702",104,2.6
"2785","1704",104,1.5
"2786","1707",104,5.6
"2787","1708",104,0.5
"2788","1709",104,1.2
"2789","1710",104,0
"2790","1711",104,0.5
"2791","1712",104,0.6
"2792","1713",104,0.41
"2793","1714",104,0
"2794","1717",104,1.5
"2795","1718",104,0.1
"2796","1720",104,1
"2797","1721",104,0
"2798","1722",104,2.1
"2799","1723",104,4.5
"2800","1724",104,1
"2801","1725",104,0.78
"2802","1726",104,3.8
"2803","1727",104,0.5
"2804","1730",104,2
"2805","1731",104,0.5
"2806","1732",104,0
"2807","1733",104,2.25
"2808","1734",104,0.2
"2809","1735",104,1
"2810","1736",104,1
"2811","1737",104,1.12
"2812","1760",104,0.8
"2813","1762",104,1.5
"2814","1773",104,3
"2815","1776",104,1.8
"2816","1783",104,0
"2817","1786",104,0.5
"2818","1789",104,0.3
"2819","1802",104,0
"2820","1805",104,0
"2821","1806",104,0
"2822","1808",104,3.6
"2823","1809",104,0.2
"2824","1810",104,0.2
"2825","1817",104,2
"2826","1902",104,0
"2827","1903",104,0
"2828","1904",104,0.6
"2829","1905",104,0.6
"2830","1906",104,0.15
"2831","1907",104,0.3
"2832","1909",104,1
"2833","2002",104,0.5
"2834","2002A",104,1.4
"2835","2006",104,1.1
"2836","2007",104,0
"2837","2008",104,0
"2838","2009",104,0
"2839","2010",104,0.5
"2840","2012",104,0.5
"2841","2013",104,0.5
"2842","2014",104,0
"2843","2015",104,2.5
"2844","2017",104,0
"2845","2020",104,0
"2846","2022",104,0
"2847","2023",104,0
"2848","2024",104,0.3
"2849","2025",104,0
"2850","2027",104,0
"2851","2028",104,0
"2852","2029",104,1
"2853","2030",104,0
"2854","2031",104,0
"2855","2032",104,0.2
"2856","2033",104,0
"2857","2034",104,1
"2858","2038",104,0
"2859","2049",104,2.1
"2860","2059",104,10.1
"2861","2062",104,1
"2862","2069",104,0.6
"2863","2101",104,0.08
"2864","2102",104,0.2
"2865","2103",104,1.06
"2866","2104",104,1.15
"2867","2105",104,3
"2868","2106",104,2.2
"2869","2107",104,0.85
"2870","2108",104,2
"2871","2109",104,0.2
"2872","2114",104,5
"2873","2115",104,2.2
"2874","2201",104,0.9
"2875","2204",104,1.5
"2876","2206",104,0.75
"2877","2207",104,12
"2878","2208",104,0.5
"2879","2227",104,12.5
"2880","2228",104,4.5
"2881","2231",104,9
"2882","2236",104,0.4
"2883","2239",104,4
"2884","2301",104,2.19
"2885","2302",104,0.024052
"2886","2303",104,0.55
"2887","2305",104,0
"2888","2308",104,5
"2889","2311",104,1.6
"2890","2312",104,0.3
"2891","2313",104,1
"2892","2314",104,0
"2893","2316",104,4.5
"2894","2317",104,4
"2895","2321",104,0
"2896","2323",104,0
"2897","2324",104,1
"2898","2325",104,2.8
"2899","2327",104,1.55
"2900","2328",104,0.35
"2901","2329",104,0
"2902","2330",104,6
"2903","2331",104,1.95
"2904","2332",104,0
"2905","2337",104,0
"2906","2338",104,0
"2907","2340",104,1
"2908","2342",104,0
"2909","2344",104,0.1
"2910","2345",104,1.9647
"2911","2347",104,1.5
"2912","2348",104,0
"2913","2349",104,0
"2914","2351",104,2
"2915","2352",104,0.55
"2916","2353",104,0
"2917","2354",104,3
"2918","2355",104,2.6
"2919","2356",104,1.4
"2920","2357",104,15
"2921","2358",104,0
"2922","2359",104,1
"2923","2360",104,2.4
"2924","2362",104,1.1
"2925","2363",104,0
"2926","2364",104,0
"2927","2365",104,0.16482758
"2928","2367",104,0.7
"2929","2368",104,0
"2930","2369",104,0
"2931","2371",104,0
"2932","2373",104,3.01
"2933","2374",104,1.5
"2934","2375",104,0
"2935","2376",104,2.5
"2936","2377",104,2.5
"2937","2379",104,3
"2938","2380",104,0
"2939","2382",104,3.8
"2940","2383",104,4.3
"2941","2385",104,4.3
"2942","2387",104,0.4
"2943","2388",104,0
"2944","2390",104,0.2
"2945","2392",104,2
"2946","2393",104,3
"2947","2395",104,6
"2948","2397",104,2.85
"2949","2399",104,0
"2950","2401",104,0.89
"2951","2402",104,0
"2952","2404",104,4
"2953","2405",104,0
"2954","2406",104,0
"2955","2408",104,2.8
"2956","2409",104,0.35
"2957","2412",104,5.4852
"2958","2413",104,0.5
"2959","2414",104,1.25
"2960","2415",104,0.8
"2961","2417",104,0
"2962","2419",104,0.75
"2963","2420",104,2.5
"2964","2421",104,1.5
"2965","2423",104,0.7
"2966","2424",104,0
"2967","2425",104,0.3
"2968","2426",104,1.02369989
"2969","2427",104,0.1
"2970","2428",104,2.5
"2971","2429",104,0
"2972","2430",104,1.2
"2973","2431",104,0.27
"2974","2433",104,3.3
"2975","2434",104,0
"2976","2436",104,0.5
"2977","2438",104,0
"2978","2439",104,3.2
"2979","2440",104,0
"2980","2441",104,1.71
"2981","2442",104,0.045
"2982","2443",104,0
"2983","2443",104,0
"2984","2444",104,0.15
"2985","2448",104,0
"2986","2449",104,0.2
"2987","2450",104,3
"2988","2451",104,6.8
"2989","2453",104,0.5
"2990","2454",104,11
"2991","2455",104,2.15
"2992","2456",104,3.2
"2993","2457",104,0
"2994","2458",104,1.58
"2995","2459",104,2.5
"2996","2460",104,0
"2997","2461",104,0.5
"2998","2462",104,0.2
"2999","2464",104,2.3
"3000","2465",104,0
"3001","2466",104,0
"3002","2467",104,0
"3003","2468",104,0.5
"3004","2471",104,0.55882515
"3005","2472",104,2.5
"3006","2474",104,10
"3007","2475",104,0
"3008","2476",104,1.23
"3009","2477",104,1.1
"3010","2478",104,0.2
"3011","2480",104,1.8
"3012","2481",104,0.9
"3013","2482",104,0.15
"3014","2483",104,0.7
"3015","2484",104,1.2
"3016","2485",104,2
"3017","2486",104,0
"3018","2488",104,2.2
"3019","2489",104,1.5
"3020","2491",104,0
"3021","2492",104,0.75
"3022","2493",104,2.3
"3023","2495",104,0.9
"3024","2496",104,0
"3025","2497",104,1.5
"3026","2498",104,0
"3027","2499",104,0.3
"3028","2501",104,0
"3029","2504",104,0.1
"3030","2505",104,0.4
"3031","2506",104,0.2
"3032","2509",104,1.6
"3033","2511",104,1.1
"3034","2514",104,0.2
"3035","2515",104,0.201
"3036","2516",104,0.3
"3037","2520",104,1
"3038","2524",104,0
"3039","2527",104,1.1
"3040","2528",104,0
"3041","2530",104,1.6
"3042","2534",104,0.5
"3043","2535",104,1
"3044","2536",104,2.6
"3045","2537",104,0.8
"3046","2538",104,1
"3047","2539",104,1.1
"3048","2540",104,0
"3049","2542",104,6
"3050","2543",104,0.30568459
"3051","2545",104,0.2
"3052","2546",104,1
"3053","2547",104,0
"3054","2548",104,5
"3055","2597",104,4.6
"3056","2601",104,0
"3057","2603",104,0
"3058","2605",104,1
"3059","2606",104,1
"3060","2607",104,0.35
"3061","2608",104,1.72
"3062","2609",104,0
"3063","2610",104,0.45852238
"3064","2611",104,0.15
"3065","2612",104,0.2
"3066","2613",104,0.04
"3067","2614",104,0
"3068","2615",104,1.2
"3069","2616",104,1.5
"3070","2617",104,0.22
"3071","2618",104,0.3
"3072","2630",104,0
"3073","2633",104,0.65
"3074","2634",104,1.36
"3075","2636",104,1.8
"3076","2637",104,0
"3077","2642",104,0.6
"3078","2701",104,0.2
"3079","2702",104,0.12
"3080","2704",104,0.7
"3081","2705",104,0.0455252
"3082","2706",104,0.18
"3083","2707",104,8.872
"3084","2712",104,0.85
"3085","2722",104,0.5
"3086","2723",104,2.5
"3087","2727",104,0.21422163
"3088","2731",104,4.6
"3089","2739",104,2.54471726
"3090","2748",104,2.5
"3091","2801",104,0.35
"3092","2809",104,0.5
"3093","2812",104,0.5
"3094","2816",104,0.1
"3095","2820",104,0.83
"3096","2823",104,0.6
"3097","2832",104,1.2
"3098","2834",104,0.1
"3099","2836",104,0.03
"3100","2838",104,0.4
"3101","2841",104,0.2
"3102","2845",104,0.4
"3103","2849",104,0.6
"3104","2850",104,1.57
"3105","2851",104,0.7
"3106","2852",104,0
"3107","2855",104,0.2
"3108","2856",104,0.4
"3109","2867",104,0
"3110","2867",104,0
"3111","2880",104,0.63
"3112","2881",104,2
"3113","2882",104,2
"3114","2883",104,0.5
"3115","2884",104,0.43
"3116","2885",104,0.361
"3117","2886",104,1.5
"3118","2887",104,0.48267681
"3119","2888",104,0
"3120","2889",104,0.26
"3121","2890",104,0.432
"3122","2891",104,0.81
"3123","2891A",104,0
"3124","2892",104,0.95
"3125","2897",104,0.5
"3126","2901",104,0.4902963
"3127","2903",104,1
"3128","2904",104,2
"3129","2905",104,0.6
"3130","2906",104,0.39
"3131","2908",104,0.95
"3132","2910",104,0
"3133","2911",104,0
"3134","2912",104,7.2
"3135","2913",104,0.5
"3136","2915",104,0.93
"3137","2923",104,0.36
"3138","2929",104,5.5
"3139","3002",104,0.35
"3140","3003",104,1
"3141","3004",104,1.8
"3142","3005",104,2
"3143","3006",104,1
"3144","3008",104,63.5
"3145","3010",104,2.7
"3146","3011",104,0
"3147","3013",104,0.3
"3148","3014",104,2
"3149","3015",104,1
"3150","3016",104,0
"3151","3017",104,1
"3152","3018",104,0
"3153","3019",104,0
"3154","3021",104,0
"3155","3022",104,2
"3156","3023",104,3.1
"3157","3024",104,0
"3158","3025",104,0
"3159","3026",104,2.5
"3160","3027",104,0.15
"3161","3028",104,1.422
"3162","3029",104,1
"3163","3030",104,4
"3164","3031",104,0.07
"3165","3032",104,2
"3166","3033",104,1.496028
"3167","3034",104,9
"3168","3035",104,2
"3169","3036",104,2.9
"3170","3037",104,0.175
"3171","3038",104,0.3036
"3172","3040",104,2.5
"3173","3041",104,0
"3174","3042",104,2.5
"3175","3043",104,0
"3176","3044",104,3.25
"3177","3045",104,5.6
"3178","3046",104,0
"3179","3047",104,0.5
"3180","3048",104,1
"3181","3049",104,0
"3182","3050",104,0.8
"3183","3051",104,0
"3184","3052",104,0.5
"3185","3054",104,0
"3186","3055",104,1
"3187","3056",104,2
"3188","3057",104,0.3
"3189","3058",104,0.2
"3190","3059",104,0.5
"3191","3060",104,3.8
"3192","3062",104,1
"3193","3090",104,2
"3194","3094",104,0.88
"3195","3130",104,8
"3196","3149",104,0
"3197","3164",104,0
"3198","3167",104,1.5
"3199","3189",104,3.5
"3200","3209",104,1.2
"3201","3229",104,0
"3202","3231",104,1.2
"3203","3257",104,0.65
"3204","3266",104,0
"3205","3296",104,0.1
"3206","3305",104,1
"3207","3308",104,0
"3208","3311",104,0.59
"3209","3312",104,0
"3210","3321",104,1.7
"3211","3338",104,1.5
"3212","3346",104,0.5
"3213","3356",104,4
"3214","3376",104,2
"3215","3380",104,0.5
"3216","3383",104,0
"3217","3406",104,0
"3218","3413",104,4
"3219","3416",104,3.5
"3220","3419",104,0
"3221","3432",104,0.2
"3222","3437",104,1.5
"3223","3443",104,3
"3224","3450",104,6.5
"3225","3454",104,4.5
"3226","3481",104,0.2
"3227","3494",104,0
"3228","3501",104,4
"3229","3504",104,0.56
"3230","3514",104,0
"3231","3515",104,2.5
"3232","3518",104,0
"3233","3519",104,0
"3234","3528",104,2.3
"3235","3532",104,1.1
"3236","3533",104,4.5
"3237","3535",104,0
"3238","3536",104,0
"3239","3545",104,0.7222
"3240","3550",104,0.83476947
"3241","3557",104,0
"3242","3561",104,0
"3243","3576",104,0
"3244","3579",104,0
"3245","3583",104,1
"3246","3588",104,1
"3247","3591",104,0
"3248","3593",104,0
"3249","3596",104,1.6
"3250","3605",104,0.4
"3251","3607",104,4.2
"3252","3617",104,4.5
"3253","3622",104,0
"3254","3645",104,0.5
"3255","3653",104,2.5
"3256","3661",104,0.49404
"3257","3665",104,5.5
"3258","3669",104,0.2
"3259","3673",104,0
"3260","3679",104,3.8
"3261","3682",104,0
"3262","3686",104,0
"3263","3694",104,0
"3264","3698",104,0.425
"3265","3701",104,0
"3266","3702",104,2.4
"3267","3703",104,0.5
"3268","3704",104,0
"3269","3705",104,2.5
"3270","3706",104,1.6
"3271","3990",104,0
"3272","4104",104,2.5
"3273","4106",104,1
"3274","4108",104,0
"3275","4119",104,4
"3276","4133",104,0.192
"3277","4137",104,10
"3278","4141",104,0
"3279","4142",104,0
"3280","4144",104,1.5
"3281","4155",104,1.55
"3282","4164",104,2.004
"3283","4190",104,5
"3284","4306",104,0.36
"3285","4414",104,0
"3286","4426",104,0.6
"3287","4438",104,7.2
"3288","4526",104,0.8
"3289","4532",104,1.6
"3290","4536",104,5
"3291","4545",104,5.5
"3292","4551",104,3.20825904
"3293","4552",104,2
"3294","4555",104,3.1
"3295","4557",104,5
"3296","4560",104,0
"3297","4562",104,1
"3298","4720",104,1
"3299","4722",104,2.8
"3300","4725",104,0
"3301","4737",104,1.4
"3302","4739",104,1.6
"3303","4746",104,2
"3304","4755",104,1
"3305","4763",104,5
"3306","4764",104,1.2
"3307","4807",104,4.9788
"3308","4904",104,3.174
"3309","4906",104,0.6
"3310","4912",104,6
"3311","4915",104,2.1
"3312","4916",104,0
"3313","4919",104,1.8
"3314","4927",104,2.5
"3315","4930",104,0
"3316","4934",104,0.6
"3317","4935",104,3.5
"3318","4938",104,5
"3319","4942",104,1.2
"3320","4943",104,1
"3321","4952",104,3.2
"3322","4956",104,0
"3323","4958",104,4.5
"3324","4960",104,0.5
"3325","4968",104,0.45
"3326","4976",104,0
"3327","4977",104,4
"3328","4984",104,3.45
"3329","4994",104,0.25
"3330","4999",104,3
"3331","5007",104,2
"3332","5203",104,4
"3333","5215",104,3
"3334","5225",104,3
"3335","5234",104,2
"3336","5243",104,1.2
"3337","5258",104,0.5
"3338","5259",104,0
"3339","5264",104,8
"3340","5269",104,3
"3341","5284",104,3.11
"3342","5285",104,1.8
"3343","5288",104,5.00700731
"3344","5305",104,1.2
"3345","5388",104,4
"3346","5434",104,3.9
"3347","5469",104,0.2
"3348","5471",104,2.2
"3349","5484",104,0
"3350","5515",104,0.5
"3351","5519",104,0.6
"3352","5521",104,0
"3353","5522",104,3.5
"3354","5525",104,1.5
"3355","5531",104,0
"3356","5533",104,0.5
"3357","5534",104,2.2
"3358","5538",104,1
"3359","5607",104,0
"3360","5608",104,0
"3361","5706",104,2.7
"3362","5871",104,3.1
"3363","5880",104,0.3
"3364","5906",104,0
"3365","5907",104,0.5
"3366","6005",104,0.49
"3367","6024",104,2.47
"3368","6108",104,0
"3369","6112",104,1.5
"3370","6115",104,3.1
"3371","6116",104,0
"3372","6117",104,0
"3373","6120",104,0.2
"3374","6128",104,3
"3375","6131",104,0
"3376","6133",104,0.3160309
"3377","6136",104,1.78
"3378","6139",104,1
"3379","6141",104,0
"3380","6142",104,0
"3381","6145",104,0.3
"3382","6152",104,0
"3383","6153",104,1
"3384","6155",104,1.1
"3385","6164",104,0.5
"3386","6165",104,0
"3387","6166",104,2.4
"3388","6168",104,0
"3389","6172",104,0
"3390","6176",104,4.5
"3391","6177",104,3
"3392","6183",104,1.2
"3393","6184",104,0.5
"3394","6189",104,2.91
"3395","6191",104,0
"3396","6192",104,3
"3397","6196",104,2
"3398","6197",104,1.5
"3399","6201",104,2
"3400","6202",104,3.1608
"3401","6205",104,2
"3402","6206",104,6
"3403","6209",104,0
"3404","6213",104,1.6
"3405","6214",104,2.5
"3406","6215",104,0.25
"3407","6216",104,2.61844291
"3408","6224",104,4.3
"3409","6225",104,0
"3410","6226",104,0
"3411","6230",104,5.5
"3412","6235",104,0
"3413","6239",104,2.5
"3414","6243",104,0
"3415","6251",104,0
"3416","6257",104,1
"3417","6269",104,2.5
"3418","6271",104,6
"3419","6277",104,5.2
"3420","6278",104,1.5
"3421","6281",104,3.7
"3422","6282",104,1.1
"3423","6283",104,0
"3424","6285",104,3.7
"3425","6289",104,0
"3426","6405",104,0
"3427","6409",104,15
"3428","6412",104,2.35
"3429","6414",104,9
"3430","6415",104,2
"3431","6422",104,3.5
"3432","6431",104,0
"3433","6442",104,3
"3434","6443",104,0
"3435","6449",104,1.6
"3436","6451",104,6
"3437","6452",104,9.2
"3438","6456",104,3
"3439","6464",104,6.5
"3440","6477",104,0.38590255
"3441","6504",104,3.9
"3442","6505",104,4
"3443","6525",104,3.74003399
"3444","6531",104,4
"3445","6533",104,0
"3446","6541",104,0
"3447","6552",104,0.3
"3448","6579",104,3
"3449","6605",104,2.5
"3450","8011",104,0
"3451","8016",104,5
"3452","8021",104,1.35
"3453","8033",104,0
"3454","8039",104,2
"3455","8046",104,1
"3456","8070",104,7
"3457","8072",104,1
"3458","8081",104,5
"3459","8101",104,0
"3460","8103",104,0.3
"3461","8105",104,0.1
"3462","8110",104,0.21
"3463","8112",104,1.105364
"3464","8114",104,7.75
"3465","8131",104,2
"3466","8150",104,2
"3467","8163",104,2
"3468","8201",104,0
"3469","8210",104,2.6
"3470","8213",104,2
"3471","8215",104,1.2
"3472","8222",104,0.8
"3473","8249",104,1.8
"3474","8261",104,1
"3475","8271",104,1.25385948
"3476","8341",104,3.5
"3477","8374",104,0
"3478","8404",104,0.3
"3479","8411",104,0.3
"3480","8422",104,10
"3481","8427",104,2.8
"3482","8429",104,0.4
"3483","8442",104,3
"3484","8443",104,1.5
"3485","8454",104,5.72
"3486","8463",104,1
"3487","8464",104,8.07758845
"3488","8466",104,6.2
"3489","8467",104,2
"3490","8473",104,2.597
"3491","8478",104,0.21
"3492","8480",104,2.15
"3493","8481",104,3.6
"3494","8488",104,0.45
"3495","8497",104,1
"3496","8926",104,1.3
"3497","8940",104,0
"3498","8996",104,1.5
"3499","9802",104,2
"3500","9902",104,0.2
"3501","9904",104,1.5
"3502","9905",104,1.5
"3503","9906",104,0
"3504","9907",104,0.32
"3505","9908",104,1
