"","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數","Date","PL1_N","PH1_N","RSV","K","D","MA60","LowLabel","StatusCount","MartketStatus","股票代號","股票名稱","前日餘額_融券","賣出_融券","買進_融券","現券_融券","今日餘額_融券","限額_融券","前日餘額_借券賣出","當日賣出_借券賣出","當日還券_借券賣出","當日調整_借券賣出","當日餘額_借券賣出","次一營業日可限額_借券賣出"
"1",1711000,38975200,22.65,23.03,22.57,22.57,-0.100000000000001,352,2015-04-09,22.28,23.03,38.6666666666666,36.198504236139,34.4985498574735,22.342,"High",1,"NoTrend","00631L","元大台灣50正2","250000","10000","8000","0","252000","9521000","0","0","0","0","0","287164"
"2",993000,22718820,22.75,23,22.75,22.87,0.300000000000001,208,2015-04-10,22.28,23.03,78.6666666666667,50.3545583796482,39.7838860315317,22.367,"High",2,"NoTrend","00631L","元大台灣50正2","252000","34000","0","0","286000","9521000","0","0","0","0","0","281050"
"3",1158000,26617690,22.96,23.05,22.91,23.05,0.18,199,2015-04-13,22.28,23.05,100,66.9030389197655,48.823603660943,22.412,"High",3,"NoTrend","00631L","元大台灣50正2","286000","74000","0","0","360000","9521000","0","0","0","0","0","278748"
"4",1355000,31095820,22.96,23.01,22.83,22.98,-0.0700000000000003,149,2015-04-14,22.28,23.05,90.9090909090909,74.9050562495406,57.5174211904755,22.454,"High",4,"NoTrend","00631L","元大台灣50正2","360000","13000","5000","0","368000","9521000","0","0","0","0","0","279740"
"5",3563000,80273990,22.93,22.93,22.3,22.36,-0.620000000000001,788,2015-04-15,22.28,23.05,10.3896103896102,53.3999076295638,56.1449166701716,22.4728333333333,"Low",1,"NoTrend","00631L","元大台灣50正2","368000","1000","71000","0","298000","9521000","0","0","0","0","0","296434"
"6",1614000,36684640,22.49,22.83,22.49,22.83,0.469999999999999,433,2015-04-16,22.3,23.05,70.6666666666663,59.1554939752646,57.148442438536,22.501,"High",1,"NoTrend","00631L","元大台灣50正2","298000","115000","0","0","413000","9521000","0","0","0","0","0","299734"
"7",1205000,27283430,22.79,22.79,22.57,22.61,-0.219999999999999,264,2015-04-17,22.3,23.05,41.3333333333332,53.2147737612875,55.8372195461198,22.5293333333333,"High",2,"NoTrend","00631L","元大台灣50正2","413000","30000","55000","0","388000","9521000","0","0","0","0","0","303314"
"8",2224000,49841810,22.5,22.62,22.27,22.53,-0.0799999999999983,389,2015-04-20,22.27,23.05,33.3333333333335,46.5876269519695,52.7540220147364,22.5528333333333,"Low",1,"NoTrend","00631L","元大台灣50正2","388000","21000","55000","0","354000","9521000","0","0","0","0","0","310047"
"9",737000,16602050,22.65,22.7,22.43,22.47,-0.0600000000000023,197,2015-04-21,22.27,23.05,25.6410256410255,39.6054265149882,48.3711568481536,22.5798333333333,"Low",2,"NoTrend","00631L","元大台灣50正2","354000","54000","19000","0","389000","9521000","0","0","0","0","0","309386"
"10",1350000,30768630,22.51,22.87,22.51,22.87,0.400000000000002,426,2015-04-22,22.27,23.05,76.923076923077,52.0446433176844,49.5956523379972,22.6126666666667,"High",1,"NoTrend","00631L","元大台灣50正2","389000","46000","1000","0","434000","9521000","0","0","0","0","0","303259"
"11",8385000,197168730,22.95,23.99,22.95,23.91,1.04,1221,2015-04-23,22.27,23.99,95.3488372093024,66.4793746148904,55.2235597636283,22.6668333333333,"High",2,"NoTrend","00631L","元大台灣50正2","434000","140000","10000","0","564000","9521000","0","0","0","0","0","350252"
"12",7846400,191311960,24.12,24.76,24.1,24.4,0.489999999999998,1119,2015-04-24,22.27,24.76,85.5421686746987,72.8336393014932,61.0935862762499,22.7243333333333,"High",3,"NoTrend","00631L","元大台灣50正2","564000","30000","11000","0","583000","9521000","0","0","0","0","0","393162"
"13",4848000,120005460,24.7,24.9,24.53,24.78,0.380000000000003,880,2015-04-27,22.27,24.9,95.4372623574145,80.3681803201336,67.5184509575445,22.7821666666667,"High",4,"NoTrend","00631L","元大台灣50正2","583000","54000","8000","0","629000","9521000","0","0","0","0","0","413621"
"14",2317000,57236600,24.78,24.9,24.49,24.6,-0.18,486,2015-04-28,22.27,24.9,88.5931558935362,83.1098388446012,72.71558025323,22.8323333333333,"High",5,"NoTrend","00631L","元大台灣50正2","629000","74000","126000","0","577000","9521000","0","0","0","0","0","420968"
"15",2978600,72549880,24.62,24.78,24.13,24.21,-0.390000000000001,629,2015-04-29,22.27,24.9,73.7642585551332,79.9946454147785,75.1419353070795,22.8723333333333,"High",6,"NoTrend","00631L","元大台灣50正2","577000","12000","130000","2000","457000","9521000","0","0","0","0","0","436032"
"16",2784000,67113400,24.19,24.3,23.99,24.1,-0.109999999999999,437,2015-04-30,22.27,24.9,69.5817490494298,76.5236799596622,75.6025168579404,22.901,"High",7,"NoTrend","00631L","元大台灣50正2","457000","13000","8000","0","462000","9521000","0","0","0","0","0","447145"
"17",1332000,31999810,24.2,24.2,23.8,24.17,0.0700000000000003,312,2015-05-04,22.43,24.9,70.4453441295548,74.4975680162931,75.2342005773913,22.931,"High",8,"NoTrend","00631L","元大台灣50正2","462000","1000","19000","0","444000","9521000","0","0","0","0","0","445038"
"18",1806000,43112090,24.1,24.1,23.75,23.84,-0.330000000000002,361,2015-05-05,22.51,24.9,55.6485355648536,68.2145571991466,72.8943194513097,22.952,"High",9,"NoTrend","00631L","元大台灣50正2","444000","1000","58000","0","387000","9521000","0","0","0","0","0","446175"
"19",1317000,31243800,23.65,23.98,23.52,23.88,0.0399999999999991,406,2015-05-06,22.95,24.9,47.6923076923077,61.3738073635336,69.0541487553843,22.9731666666667,"High",10,"Bull","00631L","元大台灣50正2","387000","16000","21000","0","382000","9521000","0","0","0","0","0","451212"
"20",3414400,80118378,23.61,23.62,23.36,23.4,-0.48,628,2015-05-07,23.36,24.9,2.59740259740254,41.7816724414899,59.9633233174195,22.9935,"High",11,"Bull","00631L","元大台灣50正2","382000","15000","2000","0","395000","9521000","0","0","0","0","0","470522"
"21",1601000,37547790,23.44,23.56,23.35,23.35,-0.0499999999999972,299,2015-05-08,23.35,24.9,0,27.8544482943266,49.2603649763886,23.016,"High",12,"Bull","00631L","元大台灣50正2","395000","32000","6000","0","421000","9521000","0","0","0","0","0","473975"
"22",4297000,100421230,23.7,23.7,23.11,23.34,-0.0100000000000016,682,2015-05-11,23.11,24.9,12.8491620111732,22.8526861999421,40.4578053842397,23.0385,"High",13,"Bull","00631L","元大台灣50正2","421000","88000","5000","0","504000","9521000","0","0","0","0","0","495728"
"23",2698000,62944630,23.35,23.52,23.23,23.36,0.0199999999999996,348,2015-05-12,23.11,24.78,14.9700598802395,20.2251440933746,33.7135849539514,23.0561666666667,"High",14,"Bull","00631L","元大台灣50正2","504000","16000","10000","0","510000","9521000","0","0","0","0","0","501622"
"24",1925000,45343520,23.4,23.63,23.37,23.58,0.219999999999999,339,2015-05-13,23.11,24.3,39.4957983193276,26.6486955020256,31.3586218033094,23.0713333333333,"High",15,"Bull","00631L","元大台灣50正2","510000","42000","17000","0","535000","9521000","0","0","0","0","0","498081"
"25",5868150,135500365,23.58,23.58,22.91,22.98,-0.599999999999998,1057,2015-05-14,22.91,24.2,5.42635658914731,19.5745825310662,27.4306087125617,23.0783333333333,"Low",1,"NoTrend","00631L","元大台灣50正2","535000","40000","31000","0","544000","9521000","0","0","0","0","0","526081"
"26",3791100,86723820,23.03,23.08,22.72,22.8,-0.18,614,2015-05-15,22.72,24.1,5.79710144927548,14.9820888371359,23.2811020874198,23.0861666666667,"Low",2,"NoTrend","00631L","元大台灣50正2","544000","127000","31000","0","640000","9521000","0","0","0","0","0","531824"
"27",1643127,37569394,22.8,22.96,22.75,22.93,0.129999999999999,338,2015-05-18,22.72,23.98,16.6666666666667,15.5436147803129,20.7019396517175,23.0975,"Low",3,"NoTrend","00631L","元大台灣50正2","640000","62000","9000","0","693000","9521000","0","0","0","0","0","527538"
"28",4288000,100224620,22.98,23.5,22.98,23.5,0.57,713,2015-05-19,22.72,23.7,79.591836734694,36.8930220984399,26.0989671339583,23.1203333333333,"High",1,"NoTrend","00631L","元大台灣50正2","693000","113000","44000","0","762000","9521000","0","0","0","0","0","540758"
"29",2011000,47054830,23.45,23.5,23.3,23.36,-0.140000000000001,354,2015-05-20,22.72,23.7,65.3061224489796,46.3640555486198,32.8539966055121,23.1353333333333,"High",2,"NoTrend","00631L","元大台灣50正2","762000","38000","7000","0","793000","9646000","0","0","0","0","0","546758"
"30",4820000,109815960,23.03,23.15,22.64,22.83,-0.530000000000001,846,2015-05-21,22.64,23.7,17.9245283018866,36.8842131330421,34.1974021146888,23.1411666666667,"Low",1,"NoTrend","00631L","元大台灣50正2","793000","7000","153000","0","647000","10021000","0","0","0","0","0","572538"
"31",4063000,93827160,22.83,23.2,22.83,23.07,0.240000000000002,570,2015-05-22,22.64,23.63,43.4343434343435,39.0675899001425,35.8207980431734,23.1468333333333,"Low",2,"NoTrend","00631L","元大台灣50正2","647000","39000","76000","0","610000","10271000","0","0","0","0","0","588218"
"32",2464000,56849400,23.07,23.2,22.82,23.1,0.0300000000000011,317,2015-05-25,22.64,23.63,46.4646464646466,41.5332754216439,37.7249571693302,23.1458333333333,"Low",3,"NoTrend","00631L","元大台灣50正2","610000","7000","8000","0","609000","10271000","0","0","0","0","0","598025"
"33",1992000,46563060,23.4,23.59,23.2,23.27,0.169999999999998,458,2015-05-26,22.64,23.59,66.3157894736841,49.7941134389906,41.748009259217,23.1431666666667,"High",1,"NoTrend","00631L","元大台灣50正2","609000","116000","34000","0","691000","10271000","0","0","0","0","0","603585"
"34",1750000,40848300,23.1,23.45,23.1,23.39,0.120000000000001,439,2015-05-27,22.64,23.59,78.9473684210527,59.511865099678,47.6692945393707,23.1463333333333,"High",2,"NoTrend","00631L","元大台灣50正2","691000","122000","28000","0","785000","10271000","0","0","0","0","0","606218"
"35",3727000,87778850,23.45,23.71,23.43,23.54,0.149999999999999,499,2015-05-28,22.64,23.71,84.1121495327101,67.7119599106887,54.3501829964767,23.1551666666667,"High",3,"NoTrend","00631L","元大台灣50正2","785000","58000","10000","0","833000","10271000","0","0","0","0","0","607311"
"36",1339000,31430690,23.55,23.69,23.33,23.36,-0.18,311,2015-05-29,22.64,23.71,67.2897196261681,67.5712131491818,58.7571930473784,23.1606666666666,"High",4,"NoTrend","00631L","元大台灣50正2","833000","58000","43000","0","848000","10271000","0","0","0","0","0","605478"
"37",2367000,54611720,23.36,23.38,22.9,23.07,-0.289999999999999,474,2015-06-01,22.64,23.71,40.1869158878504,58.4431140620714,58.652500052276,23.1605,"Low",1,"NoTrend","00631L","元大台灣50正2","848000","1000","114000","0","735000","10271000","0","0","0","0","0","613225"
"38",1241000,28457850,22.9,23.06,22.75,22.95,-0.120000000000001,314,2015-06-02,22.64,23.71,28.9719626168223,48.619396913655,55.3081323394024,23.1605,"Low",2,"NoTrend","00631L","元大台灣50正2","735000","61000","61000","0","735000","10271000","0","0","0","0","0","606671"
"39",2089000,47583140,22.99,23.03,22.65,22.66,-0.289999999999999,519,2015-06-03,22.65,23.71,0.94339622641524,32.7273966845751,47.7812204544599,23.154,"Low",3,"NoTrend","00631L","元大台灣50正2","735000","132000","34000","0","833000","10271000","0","0","0","0","0","615685"
"40",6273127,138345318,22.66,22.66,21.62,21.69,-0.969999999999999,1564,2015-06-04,21.62,23.71,3.34928229665073,22.9346918886003,39.4990442658401,23.1363333333333,"Low",4,"NoTrend","00631L","元大台灣50正2","833000","87000","259000","0","661000","10271000","0","0","0","0","0","648506"
"41",3071000,66360350,21.6,21.82,21.46,21.69,0,770,2015-06-05,21.46,23.71,10.2222222222222,18.6972019998076,32.5650968438292,23.1215,"Low",5,"NoTrend","00631L","元大台灣50正2","661000","130000","90000","0","701000","10396000","0","0","0","0","0","613079"
"42",4027000,87444510,21.69,22.06,21.35,21.85,0.16,869,2015-06-08,21.35,23.71,21.1864406779661,19.5269482258604,28.2190473045063,23.109,"Low",6,"NoTrend","00631L","元大台灣50正2","701000","97000","29000","0","769000","10521000","0","0","0","0","0","587616"
"43",4579000,98181730,21.79,21.79,21.24,21.3,-0.550000000000001,1027,2015-06-09,21.24,23.71,2.42914979757094,13.8276820830973,23.4219255640366,23.0823333333333,"Low",7,"NoTrend","00631L","元大台灣50正2","769000","108000","74000","0","803000","10521000","0","0","0","0","0","585823"
"44",2479000,53563310,21.5,21.75,21.46,21.58,0.279999999999998,646,2015-06-10,21.24,23.69,13.8775510204081,13.8443050622009,20.229385396758,23.0615,"Low",8,"NoTrend","00631L","元大台灣50正2","803000","217000","16000","0","1004000","10771000","0","0","0","0","0","586903"
"45",1460000,31447340,21.79,21.79,21.36,21.57,-0.00999999999999801,463,2015-06-11,21.24,23.38,15.4205607476636,14.3697236240218,18.276164805846,23.0446666666667,"Low",9,"NoTrend","00631L","元大台灣50正2","1004000","76000","118000","0","962000","10896000","0","0","0","0","0","576779"
"46",942000,20279430,21.51,21.69,21.37,21.52,-0.0500000000000007,318,2015-06-12,21.24,23.06,15.3846153846154,14.708020877553,17.086783496415,23.0256666666667,"Low",10,"Bear","00631L","元大台灣50正2","962000","39000","51000","0","950000","10896000","0","0","0","0","0","564499"
"47",1552000,33362090,21.52,21.68,21.33,21.38,-0.140000000000001,339,2015-06-15,21.24,23.03,7.82122905027935,12.4124236017951,15.5286635315417,22.9986666666667,"Low",11,"Bear","00631L","元大台灣50正2","950000","95000","44000","0","1001000","11021000","0","0","0","0","0","565966"
"48",3905000,82549530,21.38,21.39,21.05,21.09,-0.289999999999999,735,2015-06-16,21.05,22.66,2.48447204968939,9.10310641775988,13.3868111602811,22.9573333333333,"Low",12,"Bear","00631L","元大台灣50正2","1001000","153000","138000","0","1016000","11771000","0","0","0","0","0","579959"
"49",2354000,49843670,21.2,21.29,21.06,21.22,0.129999999999999,447,2015-06-17,21.05,22.06,16.8316831683167,11.6792986679455,12.8176403295026,22.919,"Low",13,"Bear","00631L","元大台灣50正2","1016000","125000","129000","0","1012000","11896000","0","0","0","0","0","586872"
"50",2240000,47520110,21.25,21.34,21.09,21.27,0.0500000000000007,503,2015-06-18,21.05,22.06,21.7821782178217,15.0469251845709,13.560735281192,22.8813333333333,"Low",14,"Bear","00631L","元大台灣50正2","1012000","55000","118000","0","949000","12146000","0","0","0","0","0","579043"
"51",4158000,90332570,21.4,21.82,21.4,21.77,0.5,827,2015-06-22,21.05,21.82,93.5064935064934,41.2001146252117,22.7738617291986,22.8545,"Low",15,"Bear","00631L","元大台灣50正2","949000","238000","49000","0","1138000","12146000","0","0","0","0","0","596090"
"52",3333000,73423110,21.9,22.16,21.88,21.92,0.150000000000002,785,2015-06-23,21.05,22.16,78.3783783783785,53.5928692096007,33.0468642226659,22.8325,"Low",16,"Bear","00631L","元大台灣50正2","1138000","93000","207000","0","1024000","12146000","0","0","0","0","0","589663"
"53",1763000,38630280,21.9,21.98,21.79,21.95,0.0299999999999976,382,2015-06-24,21.05,22.16,81.081081081081,62.7556065000941,42.949778315142,22.8176666666667,"Low",17,"Bear","00631L","元大台灣50正2","1024000","47000","24000","0","1047000","12146000","0","0","0","0","0","583430"
"54",4851000,108812690,22.2,22.58,22.2,22.41,0.460000000000001,755,2015-06-25,21.05,22.58,88.888888888889,71.4667006296924,52.4554190866588,22.8168333333333,"Low",18,"Bear","00631L","元大台灣50正2","1047000","286000","45000","0","1288000","12146000","0","0","0","0","0","602936"
"55",1257000,28135210,22.41,22.49,22.33,22.41,0,300,2015-06-26,21.05,22.58,88.888888888889,77.2740967160913,60.7283116298029,22.816,"Low",19,"Bear","00631L","元大台灣50正2","1288000","117000","23000","0","1382000","12146000","0","0","0","0","0","572195"
"56",4001000,86690330,21.96,21.96,21.43,21.48,-0.93,930,2015-06-29,21.05,22.58,28.1045751633987,60.8842561985271,60.780293152711,22.796,"Low",20,"Bear","00631L","元大台灣50正2","1382000","120000","280000","0","1222000","12146000","0","0","0","0","0","573595"
"57",4427000,96104440,21.4,21.83,21.38,21.81,0.329999999999998,527,2015-06-30,21.06,22.58,49.3421052631579,57.036872553404,59.5324862862753,22.7871666666667,"Low",21,"Bear","00631L","元大台灣50正2","1222000","192000","113000","0","1301000","12146000","0","0","0","0","0","592154"
"58",2533000,56066340,21.75,22.35,21.75,22.27,0.460000000000001,626,2015-07-01,21.09,22.58,79.1946308724833,64.4227919930971,61.1625881885493,22.7775,"Low",22,"Bear","00631L","元大台灣50正2","1301000","323000","24000","0","1600000","12146000","0","0","0","0","0","580454"
"59",757000,16825910,22.2,22.38,22.13,22.25,-0.0199999999999996,224,2015-07-02,21.38,22.58,72.5000000000001,67.1151946620648,63.1467903463878,22.7661666666667,"Low",23,"Bear","00631L","元大台灣50正2","1600000","63000","64000","0","1599000","12146000","0","0","0","0","0","572094"
"60",1912000,42044010,22.1,22.31,21.75,22.23,-0.0199999999999996,564,2015-07-03,21.38,22.58,70.8333333333335,68.3545742191544,64.8827183039766,22.7588333333333,"Low",24,"Bear","00631L","元大台灣50正2","1599000","99000","153000","0","1545000","12146000","0","0","0","0","0","552707"
"61",1298000,28493900,21.92,22.23,21.76,21.84,-0.390000000000001,379,2015-07-06,21.38,22.58,38.3333333333334,58.3474939238807,62.704310177278,22.7466666666667,"Low",25,"Bear","00631L","元大台灣50正2","1545000","95000","137000","0","1503000","12146000","0","0","0","0","0","534274"
"62",1352000,29848070,21.95,22.24,21.88,21.95,0.109999999999999,339,2015-07-07,21.38,22.58,47.5000000000001,54.7316626159205,60.0467609901588,22.7313333333333,"Low",26,"Bear","00631L","元大台灣50正2","1503000","69000","112000","0","1460000","12146000","0","0","0","0","0","526860"
"63",11083000,233404140,21.75,21.75,20.55,20.69,-1.26,1844,2015-07-08,20.55,22.49,7.21649484536086,38.8932733590673,52.9955984464616,22.692,"Low",27,"Bear","00631L","元大台灣50正2","1460000","236000","381000","0","1315000","12146000","0","0","0","0","0","587467"
"64",6569050,131954405,20.35,20.58,19.5,20.4,-0.290000000000003,1321,2015-07-09,19.5,22.38,31.25,36.3455155727115,47.4455708218783,22.649,"Low",28,"Bear","00631L","元大台灣50正2","1315000","707000","369000","0","1653000","12146000","0","0","0","0","0","619594"
"65",3335000,69032200,20.84,20.86,20.5,20.82,0.420000000000002,790,2015-07-13,19.5,22.38,45.8333333333334,39.5081214929188,44.7997543788918,22.6233333333333,"Low",29,"Bear","00631L","元大台灣50正2","1653000","151000","109000","0","1695000","12146000","0","0","0","0","0","616981"
"66",5357000,112472640,20.99,21.23,20.82,20.83,0.00999999999999801,704,2015-07-14,19.5,22.38,46.1805555555555,41.7322661804644,43.7772583127493,22.59,"Low",30,"Bear","00631L","元大台灣50正2","1695000","354000","38000","0","2011000","12146000","0","0","0","0","0","643767"
"67",2662000,55963360,21.01,21.19,20.79,20.92,0.0900000000000034,460,2015-07-15,19.5,22.38,49.3055555555556,44.2566959721615,43.9370708658867,22.5618333333333,"Low",31,"Bear","00631L","元大台灣50正2","2011000","248000","136000","0","2123000","12146000","0","0","0","0","0","645734"
"68",3227000,68557230,21.2,21.42,21.06,21.11,0.189999999999998,557,2015-07-16,19.5,22.31,57.2953736654804,48.6029218699344,45.4923545339026,22.5381666666667,"Low",32,"Bear","00631L","元大台灣50正2","2123000","252000","20000","0","2355000","12146000","0","0","0","0","0","658974"
"69",1168000,24652560,21.03,21.25,21,21.1,-0.00999999999999801,278,2015-07-17,19.5,22.24,58.3941605839417,51.8666681079369,47.6171257252473,22.5153333333333,"Low",33,"Bear","00631L","元大台灣50正2","2355000","119000","36000","0","2438000","12146000","0","0","0","0","0","652834"
"70",2047000,43140890,21.36,21.6,20.7,20.85,-0.25,606,2015-07-20,19.5,22.24,49.2700729927008,51.0011364028582,48.745129284451,22.4816666666667,"Low",34,"Bear","00631L","元大台灣50正2","2438000","123000","136000","0","2425000","12146000","0","0","0","0","0","624660"
"71",1238000,25926010,20.89,21.1,20.7,21.1,0.25,400,2015-07-21,19.5,21.75,71.1111111111112,57.7044613056092,51.7315732915037,22.4348333333333,"Low",35,"Bear","00631L","元大台灣50正2","2425000","146000","58000","0","2513000","12146000","0","0","0","0","0","612440"
"72",1932000,40179240,20.91,20.95,20.65,20.72,-0.380000000000003,635,2015-07-22,19.5,21.6,58.095238095238,57.8347202354854,53.7659556061643,22.3735,"Low",36,"Bear","00631L","元大台灣50正2","2513000","119000","223000","0","2409000","12146000","0","0","0","0","0","598473"
"73",4966000,101550970,20.55,20.77,20.17,20.45,-0.27,1293,2015-07-23,20.17,21.6,19.5804195804194,45.0832866837968,50.8717326320418,22.3013333333333,"Low",37,"Bear","00631L","元大台灣50正2","2409000","93000","395000","0","2107000","12146000","0","0","0","0","0","601053"
"74",2870000,57998360,20.45,20.5,20.06,20.15,-0.300000000000001,971,2015-07-24,20.06,21.6,5.84415584415583,32.0035764039165,44.5823472226667,22.2271666666667,"Low",38,"Bear","00631L","元大台灣50正2","2107000","102000","110000","0","2099000","12521000","0","0","0","0","0","603660"
"75",7904000,154986500,19.99,19.99,19.34,19.45,-0.699999999999999,1838,2015-07-27,19.34,21.6,4.86725663716811,22.958136481667,37.3742769756668,22.1478333333333,"Low",39,"Bear","00631L","元大台灣50正2","2099000","231000","199000","0","2131000","12521000","0","0","0","0","0","646620"
"76",6077000,118858280,19.45,19.75,19.3,19.6,0.150000000000002,990,2015-07-28,19.3,21.6,13.0434782608696,19.6532504080679,31.4672681198005,22.0728333333333,"Low",40,"Bear","00631L","元大台灣50正2","2131000","157000","610000","50000","1628000","13021000","0","0","0","0","0","680853"
"77",6212000,119922560,19.5,19.57,19.1,19.31,-0.290000000000003,1487,2015-07-29,19.1,21.6,8.39999999999989,15.9021669387119,26.2789010594376,21.9918333333333,"Low",41,"Bear","00631L","元大台灣50正2","1628000","111000","274000","0","1465000","14146000","0","0","0","0","0","711920"
"78",4479000,88240730,19.37,19.9,19.37,19.75,0.440000000000001,1154,2015-07-30,19.1,21.6,25.9999999999999,19.2681112924746,23.9419711371166,21.9236666666667,"Low",42,"Bear","00631L","元大台灣50正2","1465000","139000","126000","0","1478000","14146000","0","0","0","0","0","715747"
"79",2949000,57780760,19.76,19.81,19.46,19.57,-0.18,636,2015-07-31,19.1,21.1,23.4999999999999,20.6787408616497,22.854227711961,21.8518333333333,"Low",43,"Bear","00631L","元大台灣50正2","1478000","213000","41000","0","1650000","14146000","0","0","0","0","0","719713"
"80",8149000,155661500,19.43,19.44,18.92,19.12,-0.449999999999999,1540,2015-08-03,18.92,20.95,9.85221674876845,17.0698994906893,20.9261183048704,21.7805,"Low",44,"Bear","00631L","元大台灣50正2","1650000","266000","140000","0","1776000","14646000","0","0","0","0","0","759107"
"81",5801000,111217730,19.22,19.49,18.94,19.11,-0.0100000000000016,1356,2015-08-04,18.92,20.77,10.2702702702702,14.8033564172162,18.8851976756523,21.7098333333333,"Low",45,"Bear","00631L","元大台灣50正2","1776000","238000","78000","0","1936000","14646000","0","0","0","0","0","770060"
"82",5127000,99183240,19.2,19.46,19.12,19.41,0.300000000000001,995,2015-08-05,18.92,20.5,31.012658227848,20.2064570207602,19.3256174573549,21.6443333333333,"Low",46,"Bear","00631L","元大台灣50正2","1936000","237000","47000","0","2126000","14646000","0","0","0","0","0","782020"
"83",12192000,232309780,19.55,19.59,18.8,18.93,-0.48,2156,2015-08-06,18.8,19.99,10.9243697478991,17.1124279298065,18.5878876148388,21.5705,"Low",47,"Bear","00631L","元大台灣50正2","2126000","165000","172000","0","2119000","15271000","0","0","0","0","0","851547"
"84",5556000,104182310,18.66,18.97,18.55,18.82,-0.109999999999999,1206,2015-08-07,18.55,19.9,20,18.0749519532043,18.4169090609606,21.4911666666667,"Low",48,"Bear","00631L","元大台灣50正2","2119000","216000","409000","0","1926000","16771000","0","0","0","0","0","856247"
"85",4844000,91140180,18.82,19,18.6,18.99,0.169999999999998,1060,2015-08-10,18.55,19.9,32.5925925925925,22.914165499667,19.9159945405294,21.4246666666667,"Low",49,"Bear","00631L","元大台灣50正2","1926000","141000","106000","0","1961000","17396000","0","0","0","0","0","880160"
"86",11425000,217692520,19.26,19.46,18.68,18.7,-0.289999999999999,1990,2015-08-11,18.55,19.9,11.111111111111,18.979814036815,19.6039343726246,21.3563333333333,"Low",50,"Bear","00631L","元大台灣50正2","1961000","99000","82000","0","1978000","17396000","0","0","0","0","0","929653"
"87",9056170,166183884,18.66,18.7,18.1,18.26,-0.439999999999998,2086,2015-08-12,18.1,19.81,9.35672514619885,15.772117739943,18.3266621617307,21.2785,"Low",51,"Bear","00631L","元大台灣50正2","1978000","298000","227000","0","2049000","18396000","0","0","0","0","0","960514"
"88",5468100,100519180,18.34,18.54,18.21,18.4,0.139999999999997,1006,2015-08-13,18.1,19.59,20.1342281879193,17.2261545559351,17.9598262931322,21.1935,"Low",52,"Bear","00631L","元大台灣50正2","2049000","221000","280000","0","1990000","18396000","0","0","0","0","0","980082"
"89",2111100,38689012,18.3,18.47,18.22,18.32,-0.0799999999999983,584,2015-08-14,18.1,19.59,14.7651006711409,16.4058032610037,17.441818615756,21.1095,"Low",53,"Bear","00631L","元大台灣50正2","1990000","54000","58000","0","1986000","18646000","0","0","0","0","0","989109"
"90",4419000,79841120,18.32,18.32,17.99,17.99,-0.330000000000002,1110,2015-08-17,17.99,19.59,0,10.9372021740025,15.2736131351715,21.0288333333333,"Low",54,"Bear","00631L","元大台灣50正2","1986000","270000","140000","0","2116000","19021000","0","0","0","0","0","1005822"
"91",8091000,144666750,18.06,18.17,17.7,17.7,-0.289999999999999,1370,2015-08-18,17.7,19.59,0,7.29146811600163,12.6128981287815,20.9393333333333,"Low",55,"Bear","00631L","元大台灣50正2","2116000","93000","60000","0","2149000","19021000","0","0","0","0","0","1051109"
"92",11112000,191515720,17.76,17.76,17,17.19,-0.509999999999998,2120,2015-08-19,17,19.46,7.72357723577241,7.43550448925856,10.8871002489405,20.8408333333333,"Low",56,"Bear","00631L","元大台灣50正2","2149000","202000","147000","0","2204000","19146000","0","0","0","0","0","1116176"
"93",9957000,170249110,17.1,17.35,16.85,17.08,-0.110000000000003,2336,2015-08-20,16.85,19.46,8.81226053639835,7.89442317163849,9.88954122317319,20.7376666666667,"Low",57,"Bear","00631L","元大台灣50正2","2204000","331000","153000","0","2382000","19271000","0","0","0","0","0","1108669"
"94",14393377,236019245,16.72,16.74,16.15,16.15,-0.93,2979,2015-08-21,16.15,19.46,0,5.26294878109232,8.34734374247957,20.617,"Low",58,"Bear","00631L","元大台灣50正2","2382000","385000","135000","0","2632000","19896000","0","50000","0","0","50000","1160831"
"95",34322000,500228760,15.7,15.7,13.47,14.44,-1.71,6460,2015-08-24,13.47,18.7,18.546845124283,9.69091422882254,8.79520057126056,20.4653333333333,"Low",59,"Bear","00631L","元大台灣50正2","2632000","522000","306000","0","2848000","22521000","50000","61000","0","0","111000","1367411"
"96",27514000,419006080,14.44,15.62,14.33,15.6,1.16,4886,2015-08-25,13.47,18.54,42.0118343195266,20.4645542590572,12.6849851338594,20.336,"Low",60,"Bear","00631L","元大台灣50正2","2848000","1208000","605000","0","3451000","22521000","111000","0","0","0","111000","1515124"
"97",15047000,232881220,15.35,15.94,14.97,15.77,0.17,3364,2015-08-26,13.47,18.47,46,28.9763695060382,18.1154465912524,20.2143333333333,"Low",61,"Bear","00631L","元大台灣50正2","3451000","432000","467000","0","3416000","22521000","111000","0","0","0","111000","1597691"
"98",12879000,205472770,15.99,16.12,15.74,15.89,0.120000000000001,2617,2015-08-27,13.47,18.32,49.8969072164948,35.9498820761904,24.060258419565,20.0966666666667,"Low",62,"Bear","00631L","元大台灣50正2","3416000","383000","223000","0","3576000","22521000","111000","0","11000","0","100000","1662038"
