出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"110/07/05","110/6","1256","鮮活果汁-KY","食品工業","499954","409708","362789","22.026906967889325","37.808478206340325","2311478","1274955","81.29879093771937","109年上半年受新冠疫情影響，出貨較少"
"110/07/05","110/6","1435","中福","其他","1068","1184","1280","-9.797297297297296","-16.5625","7014","7567","-7.308048103607771","-"
"110/07/05","110/6","1438","三地開發","建材營造","6","1","13833","500.0","-99.95662546085448","428","98422","-99.5651378756782","110年累計銷售商品及土地428仟元,109年累計銷售商品及土地98,422仟元,故營收變化大。"
"110/07/05","110/6","1452","宏益","紡織纖維","162515","165986","65767","-2.0911402166447774","147.10721182355894","1004251","517994","93.87309505515508","去年同期受新冠肺炎疫情影響，營收大幅減少。"
"110/07/05","110/6","1453","大將","建材營造","38","38","56","0.0","-32.142857142857146","16172","46235","-65.02216935222235","本月營收較去年減少,係因去年出售待售房地金額較大所致"
"110/07/05","110/6","1454","台富","紡織纖維","163692","127550","61594","28.335554684437476","165.75965191414747","786009","631986","24.371267717955778","去年同期受新冠肺炎疫情影響，營收偏低"
"110/07/05","110/6","1459","聯發","紡織纖維","187016","193385","85472","-3.2934302039972074","118.803818794459","1273460","808239","57.55983069364384","去年同期受新型冠狀病毒疫情影響，致去年同期營業收入大幅減少。"
"110/07/05","110/6","1477","聚陽","紡織纖維","2214611","1560469","2153860","41.91957674263315","2.8205640106599317","12937782","10856419","19.171726883422608","-"
"110/07/05","110/6","1516","川飛","其他","122211","111248","52728","9.854559183086437","131.7762858443332","634269","439856","44.19923793241424","本月營收較去年同月營收增加係因煤礦價格上漲及客戶採購量增加所致"
"110/07/05","110/6","1560","中砂","電機機械","499253","507991","443332","-1.7201092145333283","12.613797334728826","2952507","2534744","16.481467161969807","-"
"110/07/05","110/6","1590","亞德客-KY","電機機械","2376162","2233597","1688835","6.382753916664465","40.69829201787031","12970297","8492763","52.721758513689835","本月營業收入換算匯率為4.3232658;本年累計營業收入換算匯率為4.3514426。"
"110/07/05","110/6","1731","美吾華","生技醫療業","94571","99623","93039","-5.071118115294661","1.6466213093433937","619367","504040","22.880525355130544","疫情期間及時掌握線上商機，加上森歐黎漾Saholea和新品挹注營收，降低實體通路受疫情影響的衝擊，營收較去年同期持續成長。"
"110/07/05","110/6","1773","勝一","化學工業","920823","945261","598071","-2.585317705903449","53.96549907954072","5015153","3817565","31.37046782438544","溶劑銷量較去年同期增加"
"110/07/05","110/6","1786","科妍","生技醫療業","53961","42418","50156","27.212504125607055","7.586330648377063","238033","213994","11.233492527827883","-"
"110/07/05","110/6","1906","寶隆","造紙工業","32253","33531","115193","-3.811398407443858","-72.0009028326374","160736","687870","-76.63279398723596","代理銷售工業用紙之噸數減少"
"110/07/05","110/6","1909","榮成","造紙工業","4924748","5212273","3533899","-5.516307376839241","39.357350054429965","25103422","16629976","50.952845632489186","大陸工紙增加銷售量"
"110/07/05","110/6","2034","允強","鋼鐵工業","1721703","1440575","971665","19.51498533571664","77.19100718869157","7822314","6660086","17.450645532204838","主係因不銹鋼漲價及需求增加所致。"
"110/07/05","110/6","2101","南港","橡膠工業","616652","665562","884691","-7.348676757386991","-30.29747109442732","4112355","4161163","-1.1729413147237924","本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準."
"110/07/05","110/6","2115","六暉-KY","汽車工業","283881","279196","177719","1.6780326365707245","59.73587517372931","1727913","1029145","67.89791525975446","市場需求復甦及去年因肺炎疫情影響營收基期較低，故本年(月)營收較去年同期大幅成長。"
"110/07/05","110/6","2241","艾姆勒","汽車工業","96028","86067","58737","11.573541543216331","63.488090981834276","505241","403476","25.222070209876176","係客戶需求增加"
"110/07/05","110/6","2303","聯電","半導體業","17336613","17189070","14581494","0.8583535933008593","18.894627669839593","98004753","86654107","13.098797498426705","-"
"110/07/05","110/6","2313","華通","電子零組件業","3781776","4055147","4417434","-6.741333914652169","-14.38975658719519","25764679","25510796","0.9951982682155429","-"
"110/07/05","110/6","2314","台揚","通信網路業","374577","316202","386505","18.461300055028115","-3.0861179027438195","2002885","2008402","-0.27469600209519807","-"
"110/07/05","110/6","2317","鴻海","其他電子業","401616787","455034482","360531936","-11.739263091714443","11.395620442345502","2700470550","2058117705","31.210695260016724","-"
"110/07/05","110/6","2340","光磊","光電業","543597","330354","511694","64.54984652826967","6.234780943298143","2967279","2541994","16.730369937930618","-"
"110/07/05","110/6","2348","海悅","其他","339116","328232","312868","3.315947256818348","8.38948054770702","2326269","1238732","87.7943736013924","本年度增減百分比達50％以上，係因個案銷售狀況良好"
"110/07/05","110/6","2352","佳世達","電腦及週邊設備業","20502777","18134578","15463532","13.059024588275504","32.587930105489484","106887505","82872938","28.977574078524885","-"
"110/07/05","110/6","2354","鴻準","其他電子業","7403775","8264764","9301116","-10.417587241450573","-20.399068240843356","42626476","34146493","24.834125718269224","-"
"110/07/05","110/6","2359","所羅門","其他電子業","276230","346509","268528","-20.28201287701041","2.868229756301019","1910606","1634620","16.88380173985391","-"
"110/07/05","110/6","2365","昆盈","電腦及週邊設備業","89936","59041","100451","52.32804322420013","-10.467790265900787","668120","655926","1.8590511734555422","-"
"110/07/05","110/6","2375","凱美","電子零組件業","722670","705923","364367","2.372355058554545","98.33574390655575","3840234","2024202","89.71594732146298","2021年1月底凱美公司因帛漢及旺詮股權轉換案，本年累計營收已排除帛漢並計入旺詮。"
"110/07/05","110/6","2379","瑞昱","半導體業","9450162","8576975","6078792","10.180593973982669","55.46118373518949","49179828","33266197","47.837241509752374","無"
"110/07/05","110/6","2383","台光電","電子零組件業","3385779","3220597","2045256","5.128924854615464","65.54304204461447","17561611","12209643","43.833943383930226","去年同期:黃石廠產能30萬張.各廠尚未全能生產及銷售。今年:黃石廠產能60萬張.各廠全能生產及銷售;售價調整及產品組合更佳。"
"110/07/05","110/6","2397","友通","電腦及週邊設備業","1429246","1149746","698656","24.309717102733995","104.57077588970824","5279285","4216770","25.19736670484755","主係因新增合併子公司Brainstorm Corporation，致使本月營收增幅百分比達50%以上。"
"110/07/05","110/6","2402","毅嘉","電子零組件業","543471","559379","331444","-2.8438679321175804","63.97068584738297","3258434","2187232","48.97523445158081","主要是去年同期因新冠肺炎疫情以至於基期較低所影響"
"110/07/05","110/6","2408","南亞科","半導體業","7638931","7604264","5319753","0.45588895914187094","43.59559550979153","40368081","30908227","30.606265445119192","-"
"110/07/05","110/6","2415","錩新","電子零組件業","252764","241440","93696","4.690192180251822","169.77032103825135","1371108","847435","61.795063928206886","去年同期受新冠肺炎疫情影響，營收大幅減少。"
"110/07/05","110/6","2417","圓剛","電腦及週邊設備業","412826","401732","462527","2.7615425208845696","-10.745534855262504","2564399","1767263","45.10568036562753","-"
"110/07/05","110/6","2419","仲琦","通信網路業","700587","884752","1062372","-20.815437546340668","-34.05445550146276","5155444","3994690","29.057423730001577","-"
"110/07/05","110/6","2436","偉詮電","半導體業","333462","299224","217746","11.442263989519557","53.14265244826541","1656213","1141930","45.03629819691224","客戶需求量增加"
"110/07/05","110/6","2449","京元電子","半導體業","1978466","2861258","2489358","-30.853282017909606","-20.52304248725977","15228216","14659656","3.8783993294249197","-"
"110/07/05","110/6","2455","全新","通信網路業","318661","288522","203343","10.445997185656553","56.71107439154532","1785278","1243380","43.5826537341762","客戶需求增加"
"110/07/05","110/6","2458","義隆","半導體業","1662802","1661074","1275230","0.10402907998078352","30.392321385161893","9191933","5745540","59.98379612708292","居家辦公及授課市場需求增加"
"110/07/05","110/6","2486","一詮","光電業","521267","512274","347311","1.7555058425764336","50.08652187808621","2836644","1854975","52.92087494440626","本公司因新產品應用持續開發及出貨，使營業收入已逐月成長。"
"110/07/05","110/6","2511","太子","建材營造","762786","959566","657290","-20.5071876244052","16.050145293553836","5906074","4758757","24.10959416503091","-"
"110/07/05","110/6","2528","皇普","建材營造","67609","258486","21","-73.84423140905116","321847.61904761905","1050818","126","833882.5396825396","主係110年6月皇普文苑建案認列67,588仟元收入及認列租賃收入21仟元所致。"
"110/07/05","110/6","2536","宏普","建材營造","14098","14059","137446","0.27740237570239706","-89.74288084047554","226214","2067320","-89.05762049416636","今年本期只有租賃收入,因此營收較少"
"110/07/05","110/6","2545","皇翔","建材營造","480417","400227","633934","20.03612949651073","-24.216558821580797","3133695","2162053","44.94071144416904","-"
"110/07/05","110/6","2633","台灣高鐵","航運業","401290","1901903","3102809","-78.90060639264989","-87.06688036550106","15969083","17205581","-7.186609972659452","受疫情影響，運量減少所致。"
"110/07/05","110/6","2637","慧洋-KY","航運業","1504599","1458428","904684","3.165805922541257","66.31210455805564","7885564","5516471","42.945807201741836","主係去年因BDI指數下跌及COVID-19疫情影響而使營業收入大幅減少，今年因航運需求回溫，營收已漸回穩所致。"
"110/07/05","110/6","2701","萬企","觀光事業","13981","17139","15686","-18.425812474473425","-10.869565217391305","129167","120254","7.411811665308431","-"
"110/07/05","110/6","2809","京城銀","金融保險業","1092929","888297","647988","23.036439389078204","68.66500614208906","5624570","3436252","63.6832805044566","主係上期因受新冠肺炎疫情影響，以致金融資產處分損益及減損損失分別較本期減少及增加。"
"110/07/05","110/6","3004","豐達科","鋼鐵工業","113975","107407","130524","6.115057677804985","-12.678894302963439","642898","1045953","-38.5347142749244","-"
"110/07/05","110/6","3008","大立光","光電業","3370651","3358902","4136186","0.34978692441756265","-18.5082343975827","21932923","25864922","-15.202052416782854","-"
"110/07/05","110/6","3010","華立","電子通路業","5840628","5437199","5051499","7.4197946405860815","15.621679822167637","33149374","27189478","21.919861793595302","-"
"110/07/05","110/6","3019","亞光","光電業","1891454","1667912","1466711","13.402505647779979","28.958874652198013","9956337","6804613","46.31746140449133","-"
"110/07/05","110/6","3023","信邦","電子零組件業","2179823","2168308","1835635","0.5310592406613821","18.75035069608065","12490709","9855840","26.73408862156853","-"
"110/07/05","110/6","3025","星通","通信網路業","31376","35167","65399","-10.77999260670515","-52.0237312497133","220415","244321","-9.784668530335091","受疫情影響,訂單延遲出貨"
"110/07/05","110/6","3030","德律","其他電子業","518559","471836","502006","9.902381335887894","3.2973709477575963","2900506","2649605","9.46937373684002","-"
"110/07/05","110/6","3042","晶技","電子零組件業","1315523","1433200","815208","-8.210787049958135","61.37268034661093","7651834","4675138","63.67076223204534","與去年同期比較營收增加，主要係因客戶需求出貨增加及子公司重慶眾陽置業有限公司認列開發案收入約NTD 0.99億所致。"
"110/07/05","110/6","3049","和鑫","光電業","291410","315331","112798","-7.585996936552385","158.34677919821274","1821655","1451073","25.538480834527277","本期營收較去年同期增加158.35%，係客戶需求增加所致。"
"110/07/05","110/6","3094","聯傑","半導體業","21067","23490","18148","-10.31502767134951","16.08441701564911","141008","113541","24.191261306488403","-"
"110/07/05","110/6","3167","大量","電機機械","445129","437884","232683","1.6545477797772927","91.30275954839847","2269151","893599","153.93392338174058","市場設備需求逐漸復甦所致"
"110/07/05","110/6","3308","聯德","電子零組件業","32696","34112","28083","-4.151031894934334","16.426307730655555","159208","155684","2.263559517997996","-"
"110/07/05","110/6","3321","同泰","電子零組件業","196218","197128","148158","-0.46162899232985677","32.43834285020046","1109799","873591","27.038740096910338","-"
"110/07/05","110/6","3380","明泰","通信網路業","2724763","2687151","2971343","1.3996980445088496","-8.298604368462343","14748317","12709155","16.044827527872624","-"
"110/07/05","110/6","3443","創意","半導體業","1205695","1083197","918518","11.308930877762771","31.265255552966845","6613028","6096665","8.469597722689372","-"
"110/07/05","110/6","3530","晶相光","半導體業","397370","355765","194904","11.694517448315601","103.87985880228214","2009495","1138858","76.44824903543726","因監控系列產品營收較去年同期大幅成長所致。"
"110/07/05","110/6","3563","牧德","光電業","245477","238709","197235","2.8352512892266315","24.459147717190152","1403991","1363399","2.9772649092452026","-"
"110/07/05","110/6","3591","艾笛森","光電業","180689","195018","153934","-7.347526894953286","17.380825548611742","1120730","980786","14.26855603566935","-"
"110/07/05","110/6","3665","貿聯-KY","其他電子業","2407544","2316528","1759268","3.928983375120007","36.84918954928982","13175478","10217168","28.954305146005233","-"
"110/07/05","110/6","3669","圓展","通信網路業","361154","306181","255498","17.95441258601938","41.35296558094388","2021915","1109413","82.25088402605702","本年累計營收較去年同期增加主要係因出貨量增加所致。"
"110/07/05","110/6","3708","上緯投控","化學工業","770573","862129","834106","-10.619756440161508","-7.616897612533659","5421995","3465640","56.45003520273312","客戶訂單增加，帶動我司營收成長"
"110/07/05","110/6","3714","富采","光電業","3282757","3170196","0","3.5506006568679034","","16243760","0","","富采於110/1/6公司始設立"
"110/07/05","110/6","4108","懷特","生技醫療業","19812","16292","7268","21.605696047139702","172.59218492019812","80384","36423","120.6957142464926","懷特血寶凍晶注射劑及專為癌症患者輔助治療的保健品「懷特耆力」需求持續增強，故當月業績較去年同期大幅成長172.59%。"
"110/07/05","110/6","4133","亞諾法","生技醫療業","44424","47627","30459","-6.725176895458459","45.848517679503594","238582","203229","17.395647274749173","-"
"110/07/05","110/6","4148","全宇生技-KY","生技醫療業","204754","154976","166410","32.11981209993805","23.041884502133286","973275","609004","59.81422125306238","本年累計營收較去年增加59.81%,主係因客戶訂單需求增加。"
"110/07/05","110/6","4746","台耀","生技醫療業","286468","251523","278860","13.893361640883736","2.7282507351359104","1569155","1450350","8.191471024235529","-"
"110/07/05","110/6","4755","三福化","化學工業","352041","336226","377813","4.7036814523564505","-6.821364008120419","1959990","1840884","6.470043739855417","-"
"110/07/05","110/6","4915","致伸","電子零組件業","5274949","5106162","4546725","3.3055551312316376","16.016451401833187","33607396","29775520","12.869216053993348","-"
"110/07/05","110/6","4927","泰鼎-KY","電子零組件業","1096507","1126261","1004673","-2.6418387922515296","9.14068557630194","6753294","5587818","20.857443817962576","6月份自結數"
"110/07/05","110/6","4956","光鋐","光電業","160821","144604","101792","11.214765843268513","57.98982238289846","894165","559307","59.87016075250265","係因去年度受疫情影響所致"
"110/07/05","110/6","4961","天鈺","半導體業","2066705","2051590","800734","0.7367456460598852","158.10131704161432","9874025","4305440","129.3383486937456","本月營收較去年同期增加主係顯示器驅動IC出貨量增加所致"
"110/07/05","110/6","4968","立積","半導體業","531973","588711","490223","-9.63766601949004","8.51653227204762","3476395","2027082","71.49750232107039","因客戶需求增加及產能提升"
"110/07/05","110/6","5225","東科-KY","其他電子業","783039","792872","627777","-1.2401749588836533","24.732030641453893","4413209","3054349","44.48934944893331","-"
"110/07/05","110/6","5234","達興材料","光電業","358728","366796","342691","-2.1995877817642504","4.679726050582011","2165655","2181168","-0.7112244448845756","-"
"110/07/05","110/6","6112","聚碩","資訊服務業","1033923","847534","1510614","21.991920088161656","-31.556108972907705","5742002","7493918","-23.377837867988415","Corex(PTY)LTD 110/1/4成為100%子公司，共同控制企業合併重編去年合併營收。本月較去年6月不含Corex減少404,297千元，減少28.11%"
"110/07/05","110/6","6164","華興","光電業","81710","81169","59752","0.6665106136579236","36.748560717632884","462731","397787","16.326325395249217","-"
"110/07/05","110/6","6213","聯茂","電子零組件業","2798606","2670958","2537891","4.779109218490145","10.27289982115071","15552413","13095198","18.764244725432942","-"
"110/07/05","110/6","6235","華孚","電腦及週邊設備業","221820","230958","132879","-3.956563531031616","66.93382701555551","1299208","830279","56.47848494301313","主要係因去年同期及去年累計受新型冠狀病毒影響造成低基期所致。"
"110/07/05","110/6","6257","矽格","半導體業","1446778","1408402","974670","2.72479022324592","48.43772764115034","7709744","5616012","37.281473045285516","-"
