"","lb","p","max_overlap","median_reward_avg","avg_reward_avg","lose_count","trade_count"
"74",4,0.24,26,3.45647499690451,3.69101812016112,0,93
"75",4,0.25,26,3.4774622648228,3.64402859055354,0,92
"76",4,0.26,26,3.45167611098181,3.58752212446552,0,91
"77",4,0.27,26,3.34113607009808,3.47340089159707,0,90
"78",4,0.28,26,3.30560718653929,3.42245819895229,0,86
"79",4,0.29,26,3.27105224676477,3.3433959942835,0,85
"80",4,0.3,26,3.19059326001952,3.26498335209347,0,84
"81",4,0.31,26,3.16739398523785,3.2392283388554,0,84
"82",4,0.32,26,2.95780857788991,3.03777625523033,0,83
"83",4,0.33,26,2.91283282039225,2.99292947872271,0,82
"84",4,0.34,26,2.88349428761217,2.96120988423392,0,82
"85",4,0.35,26,2.89793744173466,2.97527027248375,0,81
"86",4,0.36,26,2.81030237045189,2.88820522080966,1,81
"87",4,0.37,26,2.75244653508378,2.78997291143473,1,78
"88",4,0.38,26,2.66938337317338,2.70551992536382,1,76
"89",4,0.39,26,2.67504377433119,2.71323420000559,1,76
"90",4,0.4,26,2.65877277603527,2.68955261058028,1,75
"91",4,0.41,26,2.61413143003872,2.64491645900376,1,75
"92",4,0.42,26,2.59455473777679,2.62506038942051,1,75
"93",4,0.43,26,2.58552772262356,2.618166032259,1,75
"94",4,0.44,26,2.58170896063326,2.6152653028201,1,75
"95",4,0.45,26,2.65819652938749,2.69090751715302,1,75
"96",4,0.46,26,2.66334039914647,2.6954813998882,1,75
"97",4,0.47,26,2.62588685210217,2.65962944450699,1,74
"98",4,0.48,26,2.61220234081864,2.64642793065523,1,73
"99",4,0.49,26,2.6075422978389,2.64743801072059,1,73
"100",4,0.5,26,2.61576789576753,2.65264322534286,1,73
"101",4.5,0.01,31,3.91799367928287,4.29415078580746,0,403
"102",4.5,0.02,31,3.57024344357746,3.91022000733372,0,343
"103",4.5,0.03,31,NA,NA,0,309
"104",4.5,0.04,31,NA,NA,0,283
"105",4.5,0.05,31,3.91674504996075,4.29319223865307,0,249
"106",4.5,0.06,31,3.8040345543623,4.31739913226474,0,217
"107",4.5,0.07,31,3.73723155088327,4.2447538856652,0,204
"108",4.5,0.08,31,3.63071955325396,4.05926644006059,0,190
"109",4.5,0.09,32,3.70974481244922,4.17556301736174,0,183
"110",4.5,0.1,32,3.60609118503801,4.09514973997542,0,177
"111",4.5,0.11,32,3.56628072871092,4.01165162749416,0,172
"112",4.5,0.12,32,3.5480114621925,3.96641815732004,0,165
"113",4.5,0.13,32,3.56701798784759,4.00245788988369,0,163
"114",4.5,0.14,32,3.57520029662574,4.00395836709869,0,155
"115",4.5,0.15,32,3.43202694881807,3.83828355346741,0,149
"116",4.5,0.16,32,3.34285838236192,3.75717753872285,0,144
"117",4.5,0.17,32,3.29017751041514,3.74211701916675,0,137
"118",4.5,0.18,32,3.25380231109511,3.65879846977238,0,133
"119",4.5,0.19,32,2.97668804705229,3.35970502215069,0,132
"120",4.5,0.2,32,3.01813875144356,3.31337928519321,0,129
"121",4.5,0.21,33,2.92955723267708,3.16678669725808,1,127
"122",4.5,0.22,33,2.89366284230137,3.15170406857763,1,123
"123",4.5,0.23,33,2.92965713835145,3.16106556295657,1,118
"124",4.5,0.24,33,2.895049408892,3.11870744439637,1,116
"125",4.5,0.25,33,2.92675190171733,3.15330171591848,1,115
"126",4.5,0.26,33,2.84617577730361,3.06589389103713,1,115
"127",4.5,0.27,33,2.76414807611487,3.00424896582941,1,115
"128",4.5,0.28,33,2.7559749193052,2.99830816599967,1,115
"129",4.5,0.29,33,2.72383835283267,2.93249972235074,1,114
"130",4.5,0.3,33,2.71689958752667,2.92736776945999,1,113
"131",4.5,0.31,33,2.69838912598292,2.87173331040452,1,112
"132",4.5,0.32,33,2.64256127657113,2.83576158425425,1,112
"133",4.5,0.33,33,2.64545657651631,2.83971656350015,1,112
"134",4.5,0.34,33,2.6828364873581,2.8747390673558,1,110
"135",4.5,0.35,33,2.57559653421193,2.77166264433384,1,110
"136",4.5,0.36,33,2.56336367362989,2.76581450915846,2,109
"137",4.5,0.37,33,2.45926340406719,2.70568402476907,2,107
"138",4.5,0.38,31,2.45685307086748,2.69539562811249,2,104
"139",4.5,0.39,31,2.45819138730737,2.69800285489082,2,104
"140",4.5,0.4,31,2.4267670532209,2.66378393032143,2,102
"141",4.5,0.41,31,2.47152669322278,2.70848318051754,2,100
"142",4.5,0.42,31,2.47952360874276,2.71381683874424,2,100
"143",4.5,0.43,31,2.47389150887547,2.70550834483851,2,100
"144",4.5,0.44,31,2.42038481952899,2.65778578515321,2,100
"145",4.5,0.45,30,2.4340849051489,2.56846219468048,2,99
"146",4.5,0.46,30,2.43412261147887,2.5689189661204,2,98
"147",4.5,0.47,30,2.48078079775705,2.61527389006273,2,98
"148",4.5,0.48,30,2.32998384276583,2.44423202031743,2,98
"149",4.5,0.49,30,2.31483497795649,2.43057316512537,3,97
"150",4.5,0.5,30,2.32700509743353,2.44238219730227,3,97
