"","lb","p","max_overlap","median_reward_avg","avg_reward_avg","lose_count","trade_count"
"361",4,0.11,15,4.26452127841939,4.88014091883582,0,119
"362",4,0.12,15,4.22715289775378,4.76700791755332,0,116
"363",4,0.13,16,4.14734301104597,4.63624702385778,0,111
"364",4,0.14,16,4.18586424255948,4.50446926032419,0,107
"365",4,0.15,16,4.09527061138055,4.43013700841006,0,102
"366",4,0.16,16,4.10862946909381,4.46445922881265,1,99
"367",4,0.17,17,4.09562211623058,4.46475546792844,1,98
"368",4,0.18,17,4.06564321045116,4.44146180807921,1,94
"369",4,0.19,17,4.09251612971179,4.39383035904543,1,93
"370",4,0.2,17,4.04628298977472,4.29021000546658,1,91
"371",4,0.21,17,4.03195158850211,4.25240784361698,1,88
"372",4,0.22,17,3.93278505826863,4.02134191975134,1,86
"373",4,0.23,17,3.94509130034937,4.03196216496559,1,85
"374",4,0.24,17,3.91574289200402,3.98895809043679,1,83
"375",4,0.25,17,3.90394868291327,3.97978051715566,1,79
"376",4,0.26,17,3.89035107858553,3.95067613199121,1,78
"377",4,0.27,17,3.8867613701442,3.95127035473487,1,78
"378",4,0.28,17,3.90741469130713,3.90571674745753,1,75
"379",4,0.29,17,3.93211980516518,3.92915590775524,1,73
"380",4,0.3,17,3.80759615728415,3.84808975832863,2,71
"381",4,0.31,17,3.81752741199155,3.8566052039206,2,71
"382",4,0.32,17,3.8131030907003,3.84671318463174,2,68
"383",4,0.33,17,3.82625486128938,3.84675182295292,2,68
"384",4,0.34,17,3.79338489032747,3.81463842236944,2,67
"385",4,0.35,17,3.78515479997866,3.79983837340269,2,66
"386",4,0.36,17,3.78212104386003,3.79745906808798,2,66
"387",4,0.37,17,3.77253316308525,3.78874649767176,2,66
"388",4,0.38,17,3.75958395820086,3.77890247691681,2,66
"389",4,0.39,17,3.74409813477391,3.75730476859961,2,66
"390",4,0.4,17,3.69560450787512,3.70911033272992,2,66
"391",4,0.41,17,3.4281666918697,3.43479746555722,2,64
"392",4,0.42,17,3.43513243079317,3.43802632032188,2,64
"393",4,0.43,17,3.41026172866524,3.41566937819969,2,63
"394",4,0.44,17,3.40749857711792,3.41415576435438,2,63
"395",4,0.45,17,3.36380280621846,3.39405000286522,2,63
