"","lb","p","max_overlap","median_reward_avg","avg_reward_avg","lose_count","trade_count"
"117",8,0.17,155,1.27216634830496,1.57755160606391,4,650
"118",8,0.18,155,1.24533615870438,1.57007421401294,4,633
"119",8,0.19,155,1.20913707220933,1.52394787322804,5,622
"120",8,0.2,155,1.16339149023714,1.48577507880172,5,608
"121",8,0.21,155,1.15274017520292,1.44006721839921,5,597
"122",8,0.22,155,1.13661840082109,1.41356312261245,5,583
"123",8,0.23,156,1.13279851283388,1.40193679490782,6,574
"124",8,0.24,156,1.12235869256122,1.39459448746348,6,555
"125",8,0.25,157,1.1159181205652,1.37854367734068,7,547
"126",8,0.26,157,1.09601389118318,1.35212768982749,7,530
"127",8,0.27,158,1.05447948033086,1.30997237322889,9,517
"128",8,0.28,158,1.02961525621683,1.23992597147497,9,508
"129",8,0.29,158,1.01906769577768,1.20698763446785,9,493
"130",8,0.3,158,1.0081346609713,1.19599132264131,9,488
"131",8,0.31,158,0.986470671654772,1.1758389234352,9,478
"132",8,0.32,158,0.965528106001817,1.0790612095673,9,472
"133",8,0.33,158,0.955500403742308,1.06399407739013,9,468
"134",8,0.34,157,0.929734360056316,1.04069712473823,11,461
"135",8,0.35,157,0.911284479639177,1.02053990217166,11,457
"136",8,0.36,157,0.892659332847654,0.99812059227004,11,455
"137",8,0.37,157,0.884897184258899,0.987928765306067,11,450
"138",8,0.38,157,0.863594525768716,0.962769068398719,11,445
"139",8,0.39,157,0.851444533744812,0.951757900680012,12,439
"140",8,0.4,156,0.845826767678833,0.943359507414397,12,436
"141",8,0.41,156,0.851333100403628,0.95031261830186,13,432
"142",8,0.42,157,0.83686664721023,0.927767543431445,13,425
"143",8,0.43,157,0.846279469197921,0.932286048740236,13,423
"144",8,0.44,157,0.840411609366428,0.927703530642782,14,415
"145",8,0.45,157,0.843843096357014,0.928380113361322,14,410
"146",8,0.46,156,0.845510171854604,0.921399110733806,15,406
"147",8,0.47,154,0.846936053256123,0.923382803195973,16,399
"148",8,0.48,155,0.836843569566467,0.91314832534213,17,394
"149",8,0.49,155,0.823222530407151,0.894910294902138,18,390
"150",8,0.5,155,0.818302791972248,0.885357279808908,18,388
