出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","102","4","5820","日盛金","8451281.00","24308997.00","23621630.00","11281874.00","--","0.00","20269472.00","400602.00","--","140893714.00","--","300000.00","245647.00","522417.00","8233702.00","350347.00","5530584.00","151931.00","75041.00","1635924.00","246273163.00","11056736.00","--","840151.00","--","5746601.00","3877989.00","12000655.00","379732.00","--","169315508.00","3000000.00","250000.00","--","368164.00","5008056.00","75537.00","689379.00","212608508.00","30991080.00","0.00","2822626.00","-176955.00","0.00","--","33636751.00","27904.00","33664655.00","0.00","0.00","10.85"
