出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","102","4","4707","磐亞","468045935.00","33089386.00","501135321.00","452054182.00","15872961.00","467927143.00","2222465.00","892471.00","672810.00","411314.00","-94830.00","4104230.00","--","29103948.00","33208178.00","0.00","7271000.00","19.09"
