出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"110/06/19","105/4","1258","其祥-KY","食品工業","194413","201788","101448","-3.6548258568398517","91.63808059301317","803172","425588","88.72054663195391","毛雞及雛雞銷售增加"
"110/06/19","105/4","1259","安心","觀光事業","373693","361082","345526","3.49255847702184","8.151919103048685","1486615","1398867","6.2727907656696456","-"
"110/06/19","105/4","1264","德麥","食品工業","314183","308652","330570","1.7919857963013361","-4.957195147775055","1257768","1268843","-0.872842424161224","-"
"110/06/19","105/4","1268","漢來美食","觀光事業","234943","245881","201232","-4.448493376877432","16.752305796294824","1102475","969036","13.770283044179989","-"
"110/06/19","105/4","1336","台翰","電子零組件業","119188","134432","113534","-11.339562009045466","4.980005989395247","565559","534882","5.7352836700431125","-"
"110/06/19","105/4","1565","精華","生技醫療業","451315","531917","451423","-15.153115993660665","-0.023924345901737396","1964297","1797493","9.279813607062726","-"
"110/06/19","105/4","1569","濱川","電腦及週邊設備業","199069","194174","196610","2.5209348316458433","1.2506993540511673","692283","748529","-7.514204526477932","-"
"110/06/19","105/4","1570","力肯","電機機械","29109","53055","62038","-45.13429459994345","-53.07875818047003","211434","236926","-10.759477642808303","主要客戶調整庫存"
"110/06/19","105/4","1580","新麥","電機機械","361040","339209","345048","6.435855180729285","4.634717488581299","1200792","1184289","1.3934943244427669","-"
"110/06/19","105/4","1584","精剛","其他","58223","59345","95784","-1.8906394810009268","-39.214273782677694","225159","376038","-40.123338598758636","-"
"110/06/19","105/4","1586","和勤","電機機械","130390","154127","145132","-15.400935592076664","-10.157649587961304","573928","567634","1.1088130732126686","-"
"110/06/19","105/4","1591","駿吉-KY","電機機械","42115","39637","72903","6.251734490501299","-42.23145823902994","158360","287901","-44.99498091357793","-"
"110/06/19","105/4","1593","祺驊","生技醫療業","67185","68777","62249","-2.3147273070939414","7.929444649713249","246994","264199","-6.512136684847406","-"
"110/06/19","105/4","1595","川寶","電子零組件業","77402","92343","129188","-16.179894523678026","-40.08576647985881","281103","479266","-41.34718507050364","-"
"110/06/19","105/4","1599","宏佳騰","電機機械","178656","202229","258183","-11.656587334160777","-30.80257026992482","740819","650893","13.815788462927086","-"
"110/06/19","105/4","1742","台蠟","化學工業","42863","91914","97028","-53.36619013425594","-55.824092014676175","206896","239412","-13.581608273603662","本月較去年同期銷售額減少係因本月無大量海外銷售所致。"
"110/06/19","105/4","1752","南光","生技醫療業","128231","160344","95279","-20.027565733672603","34.58474585165671","535813","452679","18.364889910952353","-"
"110/06/19","105/4","1777","生泰","生技醫療業","62450","71413","52037","-12.550936104070688","20.01076157349578","273064","219542","24.378934326916944","-"
"110/06/19","105/4","1781","合世","生技醫療業","31519","27600","57077","14.19927536231884","-44.77810676805018","118313","220525","-46.34939349280127","-"
"110/06/19","105/4","1784","訊聯","生技醫療業","54031","67823","51947","-20.33528449051207","4.011781238570081","219169","196351","11.621025612296346","-"
"110/06/19","105/4","1785","光洋科","其他電子業","2179203","5124268","7066821","-57.472891737902856","-69.16289516884608","11897768","26563950","-55.21084778430919","主要係LBMA黃金鑄錠出貨減少"
"110/06/19","105/4","1788","杏昌","生技醫療業","229713","256049","225286","-10.285531285027476","1.9650577488170593","914811","854653","7.038880106897185","-"
"110/06/19","105/4","1796","金穎生技","食品工業","41713","41789","21512","-0.18186604130273518","93.90572703607289","151228","92510","63.47205707491082","-"
"110/06/19","105/4","1799","易威","生技醫療業","14157","2855","61250","395.8669001751313","-76.8865306122449","37115","189284","-80.39189788888655","原料藥廠待認證通過"
"110/06/19","105/4","1813","寶利徠","生技醫療業","22215","33779","36532","-34.23428757512064","-39.19029891601883","119087","145097","-17.925939199294266","-"
"110/06/19","105/4","1815","富喬","電子零組件業","385600","404431","421908","-4.656171262835935","-8.605667586298434","1574137","1658967","-5.113422991536299","-"
"110/06/19","105/4","2035","唐榮公司","鋼鐵工業","1051948","1090047","1552839","-3.4951703917354022","-32.256467025879694","3666807","5611723","-34.658089859388994","-"
"110/06/19","105/4","2061","風青","電器電纜","72479","79600","111819","-8.945979899497488","-35.1818563929207","282526","373031","-24.26205864928116","-"
"110/06/19","105/4","2063","世鎧","鋼鐵工業","73705","78047","44432","-5.563314413110049","65.88269715520346","252318","178448","41.395812785797546","今年景氣回溫，訂單增加，所以營收較去年同期增加。"
"110/06/19","105/4","2064","晉椿","鋼鐵工業","203246","202994","250395","0.1241416002443422","-18.829848838834643","669938","867191","-22.746200087408656","-"
