出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"110/06/19","104/9","1258","其祥-KY","食品工業","181447","183558","104603","-1.1500452173155078","73.46252019540549","1310200","975645","34.29064875031389","毛雞及雛雞銷售增加。"
"110/06/19","104/9","1259","安心","觀光事業","370414","394274","366343","-6.0516290701390405","1.1112536611863746","3343124","3275938","2.0508935150787346","-"
"110/06/19","104/9","1264","德麥","食品工業","342750","327251","288395","4.736119981298758","18.847414136860902","2838570","2501631","13.468772972512733","-"
"110/06/19","104/9","1268","漢來美食","觀光事業","232826","232743","193569","0.03566165255238611","20.280623446936236","2138699","1616415","32.31125670078538","-"
"110/06/19","104/9","1336","台翰","電子零組件業","153681","146153","153403","5.150766662333308","0.18122200999980442","1226414","1608014","-23.731136669208105","-"
"110/06/19","104/9","1565","精華","生技醫療業","534045","470788","440640","13.436408744487965","21.197576252723312","4225416","4070984","3.793480888158735","-"
"110/06/19","104/9","1569","濱川","電腦及週邊設備業","239965","190701","220720","25.83311047136617","8.719191736136281","1679244","1919059","-12.496489164741678","-"
"110/06/19","104/9","1570","力肯","電機機械","53218","67015","53502","-20.587928075803923","-0.5308212777092445","550225","429741","28.0364219378649","-"
"110/06/19","104/9","1580","新麥","電機機械","366978","357389","421616","2.683070827585628","-12.959185609654282","2909287","3036361","-4.185075490035605","-"
"110/06/19","104/9","1584","精剛","其他","51693","87116","93046","-40.661876119197395","-44.44360853771253","818677","842939","-2.8782628398970744","-"
"110/06/19","104/9","1586","和勤","電機機械","120813","121169","151588","-0.29380452095833093","-20.301738923925377","1202398","1214747","-1.0165902858784586","-"
"110/06/19","104/9","1591","駿吉-KY","電機機械","45288","43605","62943","3.8596491228070176","-28.049187359992374","468812","536453","-12.60893312182055","-"
"110/06/19","104/9","1593","祺驊","生技醫療業","71216","79629","91137","-10.565246329854702","-21.858301238794343","622561","661434","-5.8770791945984024","-"
"110/06/19","104/9","1595","川寶","電子零組件業","77604","94081","122207","-17.51363187040954","-36.497909285065504","945636","1095869","-13.709029090155848","-"
"110/06/19","104/9","1599","宏佳騰","電機機械","385803","264999","319173","45.58658711919668","20.87582596272241","2089563","1686333","23.911647343674115","-"
"110/06/19","104/9","1742","台蠟","化學工業","62260","42120","138637","47.81576448243115","-55.091353679032295","475623","1013467","-53.06971021256736","主因中油公司於103年9月停止供應本公司粗蠟，本公司生產之油蠟亦停止銷售中油，故103年10月起銷售量大幅下降致營業收入減少。"
"110/06/19","104/9","1752","南光","生技醫療業","111269","122585","123526","-9.231145735612024","-9.92260738629924","1109192","917875","20.843469971401333","-"
"110/06/19","104/9","1777","生泰","生技醫療業","57973","55993","51830","3.536156305252442","11.852209145282655","503151","460962","9.152381324274018","-"
"110/06/19","104/9","1781","合世","生技醫療業","83333","85860","72445","-2.9431632890752386","15.02933259714266","568243","478457","18.765740703971307","-"
"110/06/19","104/9","1784","訊聯","生技醫療業","54328","50827","48624","6.888071300686643","11.730832510694308","469300","469919","-0.1317248291726872","-"
"110/06/19","104/9","1785","光洋科","其他電子業","5578257","4381823","3609216","27.30448034984526","54.55592017767847","50952906","36955014","37.878194282378026","主要係LBMA黃金鑄錠出貨增加"
"110/06/19","104/9","1788","杏昌","生技醫療業","234133","220076","230443","6.3873389192824295","1.6012636530508628","1994264","1999854","-0.27952040498956426","-"
"110/06/19","104/9","1796","金穎生技","食品工業","28701","34488","20201","-16.77974947807933","42.077124894807184","258037","159275","62.0072202166065","-"
"110/06/19","104/9","1799","易威","生技醫療業","20355","27899","26985","-27.040395713107998","-24.569205113952197","375372","72942","414.6170930328206","原料藥業務營收增加"
"110/06/19","104/9","1813","寶利徠","生技醫療業","29928","31561","30464","-5.174107284306581","-1.759453781512605","303773","291781","4.109931763891412","-"
"110/06/19","104/9","1815","富喬","電子零組件業","390110","379335","426017","2.840497185864737","-8.428536889372959","3693274","3465743","6.565143462743776","-"
"110/06/19","104/9","2035","唐榮公司","鋼鐵工業","1084122","937509","1572563","15.63856986972925","-31.06018645993833","11806171","16995905","-30.53520245023728","-"
"110/06/19","104/9","2061","風青","電器電纜","73650","85432","91633","-13.791085307613072","-19.625025918610106","807561","983747","-17.909686128648932","-"
"110/06/19","104/9","2063","世鎧","鋼鐵工業","52511","59445","68650","-11.664563882580536","-23.50910415149308","484876","531016","-8.689003721168477","-"
"110/06/19","104/9","2064","晉椿","鋼鐵工業","141925","149258","237372","-4.912969489072612","-40.20988153615422","1764408","2091431","-15.636327471477664","-"
"110/06/19","104/9","2065","世豐","鋼鐵工業","92883","94605","78873","-1.8201997780244172","17.762732494009356","891178","765277","16.45169004164505","-"
"110/06/19","104/9","2066","世德","電機機械","111559","100130","103399","11.414161589933087","7.89175910792174","975463","944536","3.2743061143249172","-"
"110/06/19","104/9","2067","嘉鋼","電機機械","74894","55190","102215","35.70211994926617","-26.72895367607494","610502","907465","-32.72445769258319","10409及10309"
"110/06/19","104/9","2221","大甲","其他","84864","66935","51845","26.785687607380293","63.68791590317292","559330","505511","10.646454775464827","本公司相關工程案訂單持續出貨所致"
"110/06/19","104/9","2230","泰茂","電機機械","29212","33230","24105","-12.091483599157387","21.186475834889027","278566","261575","6.495651342827105","-"
"110/06/19","104/9","2235","謚源","電機機械","73233","75008","73104","-2.3664142491467577","0.17646093237032173","659077","634487","3.8755719187311954","-"
"110/06/19","104/9","2596","綠意","建材營造","71","394","123665","-81.97969543147208","-99.94258682731574","289327","633362","-54.318857146466","因本公司在建個案「綠意皇邑」尚未完工入帳,致104年9月單月及截至104年9月累計營收均較103年同期減少"
"110/06/19","104/9","2640","大車隊","其他","134426","142866","137851","-5.907633726708944","-2.484566669810157","1207814","1054759","14.510897750102156","-"
"110/06/19","104/9","2641","正德","航運業","57994","59101","50542","-1.8730647535574694","14.744173162914013","550131","504784","8.983446384988431","-"
"110/06/19","104/9","2643","捷迅","航運業","239511","213213","217457","12.334144728510926","10.141775155547993","1904421","1747309","8.991655168032672","-"
"110/06/19","104/9","2718","晶悅","觀光事業","18437","21889","19940","-15.770478322445063","-7.537612838515547","204066","197017","3.5778638391610875","-"
"110/06/19","104/9","2719","燦星旅","觀光事業","198687","308113","229354","-35.51489226355266","-13.371033424313506","2447680","2505150","-2.2940742071333053","-"
"110/06/19","104/9","2724","富驛-KY","觀光事業","69354","78035","93201","-11.124495418722368","-25.586635336530723","671329","766955","-12.468267369011219","-"
"110/06/19","104/9","2726","雅茗-KY","觀光事業","147784","147127","132803","0.44655297803938093","11.280618660723025","1200594","1155180","3.9313353763049914","-"
"110/06/19","104/9","2729","瓦城","觀光事業","252147","332032","226892","-24.05942800693909","11.130846393879025","2608375","2200615","18.5293656546011","-"
"110/06/19","104/9","2732","六角","觀光事業","151806","138442","125327","9.653139943080857","21.127929336854788","1184693","967230","22.483070210808183","-"
"110/06/19","104/9","2734","易飛網","觀光事業","157874","174603","108812","-9.581164126618672","45.08877697312796","1390987","1254687","10.863267093705442","-"
"110/06/19","104/9","2736","高野","觀光事業","53484","62349","56673","-14.21835153731415","-5.62701815679424","611566","617325","-0.9328959624184991","-"
"110/06/19","104/9","2740","天蔥","觀光事業","60109","93161","64897","-35.478365410418526","-7.3778448926760865","683659","680134","0.5182802212505183","-"
"110/06/19","104/9","2743","山富","觀光事業","416606","428974","383006","-2.883158419857614","8.772708521537522","4510605","3863540","16.747982420267423","-"
"110/06/19","104/9","2745","五福","觀光事業","383655","505226","347739","-24.062696694152717","10.328435982159034","4700662","3778889","24.39269848889449","-"
"110/06/19","104/9","2916","滿心","貿易百貨","84633","85406","86203","-0.9050886354588671","-1.8212823219609526","930986","873897","6.532692067829504","-"
"110/06/19","104/9","2924","東凌-KY","貿易百貨","126075","95385","145549","32.17487026261991","-13.379686566036181","973544","1082096","-10.031642294214192","-"
"110/06/19","104/9","2926","誠品生活","文化創意業","283284","327272","289301","-13.440807646239215","-2.0798407195274127","2641351","2574010","2.616190302290978","-"
"110/06/19","104/9","3064","泰偉","文化創意業","30560","5440","5120","461.7647058823529","496.875","101230","124653","-18.790562601782547","機台訂單出貨較去年同期增加"
"110/06/19","104/9","3066","李洲","光電業","42737","35405","46512","20.70893941533682","-8.116185070519435","382222","445395","-14.18358984721427","-"
"110/06/19","104/9","3067","全域","其他電子業","22722","24487","25084","-7.207906235961939","-9.416361026949449","225707","220864","2.192752100840336","-"
"110/06/19","104/9","3071","協禧","電腦及週邊設備業","212170","202880","209134","4.579061514195583","1.4517008233955264","1794192","1964749","-8.680854399213334","-"
"110/06/19","104/9","3073","天方能源","半導體業","2554","3263","3422","-21.728470732454795","-25.36528345996493","32111","58277","-44.89935995332635","-"
"110/06/19","104/9","3078","僑威","電子零組件業","635594","505957","540989","25.62213784965916","17.487416564846974","3841898","4266370","-9.94925428408694","-"
"110/06/19","104/9","3081","聯亞","通信網路業","191659","187395","112244","2.2754075615678113","70.75211147143723","1406895","941066","49.5001413290885","磊晶片銷售成長"
"110/06/19","104/9","3083","網龍","文化創意業","25976","34480","26787","-24.663573085846867","-3.027588009108896","256528","338482","-24.212218079543373","-"
"110/06/19","104/9","3085","新零售","電子商務","22368","23074","24137","-3.059720897980411","-7.32899697559763","246555","262900","-6.2171928489920125","-"
"110/06/19","104/9","3086","華義","文化創意業","29035","35159","27803","-17.41801530191416","4.431176491745495","327982","382953","-14.354503033009273","-"
"110/06/19","104/9","3088","艾訊","電腦及週邊設備業","423189","431335","411247","-1.888555299245366","2.903850970341425","3402852","3303223","3.016114867206967","-"
"110/06/19","104/9","3089","元炬","電子零組件業","14625","16279","48072","-10.160329258553965","-69.57688467299052","224856","394533","-43.007048840020985","LED價格問題"
"110/06/19","104/9","3093","港建","其他電子業","66051","67171","102017","-1.6673862232213306","-35.25490849564288","654876","683950","-4.250895533299218","-"
"110/06/19","104/9","3095","及成","通信網路業","351973","371555","457765","-5.27028299982506","-23.110547988596768","3334122","3517508","-5.213520480976873","-"
"110/06/19","104/9","3105","穩懋","半導體業","1032788","972818","1068683","6.1645652115812","-3.358807055038772","8817733","7196686","22.524909381901615","-"
