出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","109","4","5820","日盛金","6853976.00","29752455.00","7059865.00","69236380.00","34630112.00","--","4997.00","25702234.00","76999.00","--","--","165535742.00","--","292320.00","1601000.00","9051507.00","258343.00","5300148.00","819895.00","224371.00","28292.00","1715125.00","358143761.00","8407309.00","130800.00","690572.00","--","27716865.00","6428490.00","18344516.00","447561.00","--","234742609.00","2500000.00","528476.00","--","301276.00","6745264.00","824393.00","81159.00","1850253.00","309739543.00","37724523.00","142472.00","4789862.00","5706269.00","0.00","--","48363126.00","41092.00","48404218.00","0.00","0.00","0.00","12.82"
