出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"110/05/29","103","4","1258","其祥-KY","1309247.00","936192.00","373055.00","--","--","373055.00","265106.00","--","107949.00","8017.00","115966.00","23094.00","92872.00","--","--","92872.00","4704.00","--","97576.00","92872.00","--","0.00","97576.00","--","0.00","2.73"
"110/05/29","103","4","1259","安心","4252752.00","3168785.00","1083967.00","--","--","1083967.00","1033633.00","--","50334.00","22519.00","72853.00","27681.00","45172.00","--","--","45172.00","-50.00","--","45122.00","92705.00","--","-47533.00","90007.00","--","-44885.00","2.86"
"110/05/29","103","4","1264","德麥","3483483.00","2236110.00","1247373.00","58.00","--","1247315.00","782978.00","--","464337.00","10346.00","474683.00","112316.00","362367.00","--","--","362367.00","22710.00","--","385077.00","319780.00","--","42587.00","328973.00","--","56104.00","11.42"
"110/05/29","103","4","1336","台翰","2095257.00","1931592.00","163665.00","--","--","163665.00","217722.00","--","-54057.00","13490.00","-40567.00","-815.00","-39752.00","--","--","-39752.00","52571.00","--","12819.00","-39752.00","--","--","12819.00","--","--","-0.64"
"110/05/29","103","4","1565","精華","5411329.00","3077812.00","2333517.00","--","--","2333517.00","531997.00","--","1801520.00","59412.00","1860932.00","287860.00","1573072.00","--","--","1573072.00","12627.00","--","1585699.00","1573072.00","--","--","1585699.00","--","--","31.20"
"110/05/29","103","4","1569","濱川","2649092.00","2452294.00","196798.00","--","--","196798.00","276375.00","--","-79577.00","-33703.00","-113280.00","-47150.00","-66130.00","--","--","-66130.00","149313.00","--","83183.00","-66130.00","--","--","83183.00","--","--","-0.79"
"110/05/29","103","4","1570","力肯","540591.00","415413.00","125178.00","--","--","125178.00","69220.00","--","55958.00","12947.00","68905.00","-7768.00","76673.00","--","--","76673.00","1183.00","--","77856.00","76673.00","--","--","77856.00","--","--","1.49"
"110/05/29","103","4","1580","新麥","4305009.00","2589777.00","1715232.00","--","--","1715232.00","978239.00","--","736993.00","15160.00","752153.00","207242.00","544911.00","--","--","544911.00","50968.00","--","595879.00","529739.00","--","15172.00","577963.00","--","17916.00","11.13"
"110/05/29","103","4","1584","精剛","1114403.00","1048442.00","65961.00","--","--","65961.00","109630.00","--","-43669.00","-11788.00","-55457.00","-3664.00","-51793.00","--","--","-51793.00","1301.00","--","-50492.00","--","--","--","--","--","--","-0.57"
"110/05/29","103","4","1586","和勤","1676833.00","1407366.00","269467.00","--","--","269467.00","219748.00","--","49719.00","8783.00","58502.00","2492.00","56010.00","--","--","56010.00","32053.00","--","88063.00","56010.00","--","0.00","88063.00","--","0.00","1.24"
"110/05/29","103","4","1591","駿吉-KY","724820.00","590847.00","133973.00","--","--","133973.00","67592.00","--","66381.00","-3282.00","63099.00","22381.00","40718.00","--","--","40718.00","-5018.00","--","35700.00","40718.00","--","--","35700.00","--","--","1.51"
"110/05/29","103","4","1593","祺驊","908021.00","691865.00","216156.00","--","--","216156.00","150764.00","--","65392.00","4876.00","70268.00","17419.00","52849.00","--","--","52849.00","16269.00","--","69118.00","63441.00","--","-10592.00","79710.00","--","-10592.00","2.30"
"110/05/29","103","4","1595","川寶","1322461.00","764922.00","557539.00","--","--","557539.00","180940.00","--","376599.00","-469.00","376130.00","82954.00","293176.00","--","--","293176.00","10051.00","--","303227.00","293176.00","--","--","303227.00","--","--","7.58"
"110/05/29","103","4","1599","宏佳騰","2412662.00","1837095.00","575567.00","--","--","575567.00","510473.00","--","65094.00","31249.00","96343.00","28893.00","67450.00","--","--","67450.00","18837.00","--","86287.00","67450.00","--","0.00","86287.00","--","0.00","1.50"
"110/05/29","103","4","1742","台蠟","1176348.00","1151407.00","24941.00","--","--","24941.00","84593.00","--","-59652.00","-2061.00","-61713.00","0.00","-61713.00","-508.00","--","-62221.00","2.00","--","-62219.00","-61619.00","--","-602.00","-61554.00","--","-665.00","-0.95"
"110/05/29","103","4","1752","南光","1276782.00","867270.00","409512.00","--","--","409512.00","317808.00","--","91704.00","-9108.00","82596.00","15314.00","67282.00","--","--","67282.00","-2630.00","--","64652.00","--","--","--","--","--","--","0.76"
"110/05/29","103","4","1777","生泰","609298.00","387693.00","221605.00","--","--","221605.00","82201.00","--","139404.00","18393.00","157797.00","29844.00","127953.00","--","--","127953.00","-1781.00","--","126172.00","--","--","--","--","--","--","4.93"
"110/05/29","103","4","1781","合世","618528.00","571195.00","47333.00","--","--","47333.00","136836.00","--","-89503.00","26618.00","-62885.00","-10145.00","-52740.00","--","--","-52740.00","12516.00","--","-40224.00","-52740.00","--","--","-40224.00","--","--","-1.11"
"110/05/29","103","4","1784","訊聯","624274.00","266671.00","357603.00","--","--","357603.00","363850.00","--","-6247.00","36613.00","30366.00","3425.00","26941.00","--","--","26941.00","308.00","--","27249.00","43957.00","--","-17016.00","44265.00","--","-17016.00","0.89"
"110/05/29","103","4","1785","光洋科","53305891.00","52342695.00","963196.00","--","--","963196.00","1352333.00","--","-389137.00","465010.00","75873.00","65407.00","10466.00","--","--","10466.00","67339.00","--","77805.00","-9770.00","--","20236.00","56932.00","--","20873.00","-0.02"
"110/05/29","103","4","1788","杏昌","2691841.00","2082298.00","609543.00","--","--","609543.00","361241.00","--","248302.00","18771.00","267073.00","51465.00","215608.00","--","--","215608.00","1296.00","--","216904.00","219654.00","--","-4046.00","220950.00","--","-4046.00","6.28"
"110/05/29","103","4","1799","易威","226838.00","218836.00","8002.00","--","--","8002.00","90297.00","--","-82295.00","-4392.00","-86687.00","454.00","-87141.00","-16329.00","--","-103470.00","3825.00","--","-99645.00","-101116.00","--","-2354.00","-97972.00","--","-1673.00","-2.23"
"110/05/29","103","4","1813","寶利徠","373178.00","284953.00","88225.00","--","--","88225.00","65936.00","--","22289.00","85523.00","107812.00","10163.00","97649.00","--","--","97649.00","-106.00","--","97543.00","97649.00","--","0.00","97543.00","--","0.00","2.09"
"110/05/29","103","4","1815","富喬","4650801.00","3945285.00","705516.00","--","--","705516.00","567200.00","--","138316.00","-70423.00","67893.00","14031.00","53862.00","--","--","53862.00","2109.00","--","55971.00","53862.00","--","--","55971.00","--","--","0.13"
"110/05/29","103","4","2035","唐榮公司","20760477.00","19878147.00","882330.00","--","--","882330.00","426425.00","--","455905.00","-46997.00","408908.00","38008.00","370900.00","--","--","370900.00","-168844.00","--","202056.00","350698.00","--","20202.00","201398.00","--","658.00","1.00"
"110/05/29","103","4","2061","風青","1283706.00","1239332.00","44374.00","--","--","44374.00","70999.00","--","-26625.00","-7094.00","-33719.00","134.00","-33853.00","--","--","-33853.00","141.00","--","-33712.00","-34302.00","--","449.00","-34161.00","--","449.00","-0.74"
"110/05/29","103","4","2063","世鎧","703462.00","515897.00","187565.00","--","--","187565.00","100101.00","--","87464.00","-670.00","86794.00","11703.00","75091.00","--","--","75091.00","231.00","--","75322.00","75091.00","--","--","75322.00","--","--","1.74"
"110/05/29","103","4","2064","晉椿","2799972.00","2509172.00","290800.00","--","--","290800.00","131909.00","--","158891.00","49878.00","208769.00","34307.00","174462.00","--","--","174462.00","-923.00","--","173539.00","--","--","--","--","--","--","2.82"
"110/05/29","103","4","2065","世豐","1017615.00","862317.00","155298.00","--","--","155298.00","110979.00","--","44319.00","11063.00","55382.00","10375.00","45007.00","--","--","45007.00","23926.00","--","68933.00","--","--","--","--","--","--","1.53"
"110/05/29","103","4","2066","世德","1277484.00","889221.00","388263.00","--","--","388263.00","138133.00","--","250130.00","29896.00","280026.00","45056.00","234970.00","--","--","234970.00","-732.00","--","234238.00","--","--","--","--","--","--","6.56"
"110/05/29","103","4","2067","嘉鋼","1160484.00","949581.00","210903.00","--","--","210903.00","156486.00","--","54417.00","-11903.00","42514.00","8736.00","33778.00","--","--","33778.00","12682.00","--","46460.00","30451.00","--","3327.00","41902.00","--","4558.00","1.11"
"110/05/29","103","4","2221","大甲","721813.00","597472.00","124341.00","0.00","--","124341.00","87797.00","--","36544.00","-5153.00","31391.00","1676.00","29715.00","--","--","29715.00","-3221.00","--","26494.00","30329.00","--","-614.00","27108.00","--","-614.00","0.71"
"110/05/29","103","4","2230","泰茂","359676.00","276979.00","82697.00","--","--","82697.00","65660.00","782.00","17819.00","13738.00","31557.00","4586.00","26971.00","--","--","26971.00","10109.00","--","37080.00","26971.00","--","--","37080.00","--","--","0.70"
"110/05/29","103","4","2235","謚源","845686.00","604952.00","240734.00","--","--","240734.00","79139.00","--","161595.00","26647.00","188242.00","35462.00","152780.00","--","--","152780.00","915.00","--","153695.00","--","--","--","--","--","--","5.44"
"110/05/29","103","4","2596","綠意","714394.00","417074.00","297320.00","--","--","297320.00","98455.00","--","198865.00","9596.00","208461.00","7638.00","200823.00","--","--","200823.00","363.00","--","201186.00","201194.00","--","-371.00","201557.00","0.00","-371.00","2.43"
"110/05/29","103","4","2640","大車隊","1477413.00","749590.00","727823.00","--","--","727823.00","423853.00","--","303970.00","11229.00","315199.00","58790.00","256409.00","--","--","256409.00","--","--","256409.00","256667.00","--","-258.00","256667.00","--","-258.00","6.09"
"110/05/29","103","4","2641","正德","704653.00","579212.00","125441.00","--","--","125441.00","52799.00","--","72642.00","-10964.00","61678.00","8754.00","52924.00","--","--","52924.00","83539.00","--","136463.00","52924.00","--","--","136463.00","--","--","0.54"
"110/05/29","103","4","2643","捷迅","2413434.00","2150347.00","263087.00","--","--","263087.00","190739.00","--","72348.00","-3859.00","68489.00","25393.00","43096.00","--","--","43096.00","16305.00","--","59401.00","43096.00","--","--","59401.00","--","--","2.00"
"110/05/29","103","4","2718","晶悅","270806.00","194942.00","75864.00","--","--","75864.00","48636.00","--","27228.00","3100.00","30328.00","5043.00","25285.00","--","--","25285.00","4102.00","--","29387.00","--","--","--","--","--","--","1.12"
"110/05/29","103","4","2719","燦星旅","3114147.00","2684262.00","429885.00","--","--","429885.00","418364.00","--","11521.00","17567.00","29088.00","4.00","29084.00","--","--","29084.00","206.00","--","29290.00","29084.00","--","0.00","29290.00","--","0.00","0.80"
"110/05/29","103","4","2724","富驛-KY","1039510.00","808201.00","231309.00","--","--","231309.00","173506.00","--","57803.00","17098.00","74901.00","15877.00","59024.00","--","--","59024.00","26662.00","--","85686.00","59024.00","--","--","85686.00","--","--","1.55"
"110/05/29","103","4","2726","雅茗-KY","1526853.00","777252.00","749601.00","--","--","749601.00","676296.00","--","73305.00","17564.00","90869.00","30711.00","60158.00","--","--","60158.00","18619.00","--","78777.00","60857.00","--","-699.00","79246.00","--","-469.00","2.52"
"110/05/29","103","4","2729","瓦城","2905419.00","1410055.00","1495364.00","--","--","1495364.00","1203717.00","--","291647.00","13393.00","305040.00","51574.00","253466.00","--","--","253466.00","6112.00","--","259578.00","253466.00","--","--","259578.00","--","--","10.89"
"110/05/29","103","4","2732","六角","1411727.00","601213.00","810514.00","--","222.00","810736.00","654897.00","-4552.00","151287.00","19492.00","170779.00","37430.00","133349.00","--","--","133349.00","-428.00","--","132921.00","134144.00","--","-795.00","134550.00","--","-1629.00","5.71"
"110/05/29","103","4","2734","易飛網","1607875.00","1368769.00","239106.00","--","--","239106.00","199031.00","--","40075.00","14263.00","54338.00","7370.00","46968.00","--","--","46968.00","733.00","--","47701.00","46968.00","--","--","47701.00","--","--","2.05"
"110/05/29","103","4","2736","高野","841822.00","320467.00","521355.00","--","--","521355.00","335199.00","--","186156.00","-4514.00","181642.00","31271.00","150371.00","--","--","150371.00","--","--","150371.00","150371.00","--","--","150371.00","--","--","3.55"
"110/05/29","103","4","2740","天蔥","875568.00","427402.00","448166.00","--","--","448166.00","361036.00","--","87130.00","-1983.00","85147.00","14520.00","70627.00","--","--","70627.00","90.00","--","70717.00","70627.00","--","--","70717.00","--","--","5.85"
"110/05/29","103","4","2743","山富","5089634.00","4668335.00","421299.00","--","--","421299.00","378574.00","--","42725.00","35923.00","78648.00","12259.00","66389.00","--","--","66389.00","--","--","66389.00","66389.00","0.00","--","66389.00","0.00","--","2.95"
"110/05/29","103","4","2916","滿心","1346107.00","724692.00","621415.00","--","--","621415.00","569062.00","--","52353.00","29645.00","81998.00","14471.00","67527.00","--","--","67527.00","-7875.00","--","59652.00","67527.00","--","--","59652.00","--","--","1.24"
"110/05/29","103","4","2924","東凌-KY","1531035.00","538820.00","992215.00","--","--","992215.00","865812.00","--","126403.00","16983.00","143386.00","57902.00","85484.00","--","--","85484.00","42904.00","--","128388.00","85484.00","--","--","128388.00","--","--","2.49"
"110/05/29","103","4","2926","誠品生活","3509075.00","1924560.00","1584515.00","--","--","1584515.00","1366675.00","0.00","217840.00","236741.00","454581.00","85716.00","368865.00","--","--","368865.00","-29606.00","--","339259.00","368865.00","--","--","339259.00","--","--","8.17"
"110/05/29","103","4","3064","泰偉","167857.00","115098.00","52759.00","--","--","52759.00","252766.00","--","-200007.00","15157.00","-184850.00","6597.00","-191447.00","--","--","-191447.00","2148.00","--","-189299.00","-190966.00","--","-481.00","-188626.00","--","-673.00","-2.65"
"110/05/29","103","4","3066","李洲","597323.00","580319.00","17004.00","--","--","17004.00","203214.00","--","-186210.00","31726.00","-154484.00","767.00","-155251.00","--","--","-155251.00","110483.00","--","-44768.00","-88904.00","--","-66347.00","5415.00","--","-50183.00","-1.07"
"110/05/29","103","4","3067","全域","340367.00","249123.00","91244.00","--","--","91244.00","98522.00","--","-7278.00","13057.00","5779.00","740.00","5039.00","--","--","5039.00","6534.00","--","11573.00","5039.00","--","0.00","11573.00","--","--","0.17"
"110/05/29","103","4","3071","協禧","2620923.00","2143261.00","477662.00","--","--","477662.00","476646.00","--","1016.00","21982.00","22998.00","21979.00","1019.00","0.00","--","1019.00","44381.00","--","45400.00","641.00","--","378.00","45022.00","--","378.00","0.00"
"110/05/29","103","4","3073","天方能源","77657.00","58099.00","19558.00","--","--","19558.00","49437.00","--","-29879.00","-34411.00","-64290.00","341.00","-64631.00","--","--","-64631.00","7614.00","--","-57017.00","-64631.00","--","--","-57017.00","--","--","-1.59"
"110/05/29","103","4","3078","僑威","5590029.00","4495371.00","1094658.00","--","--","1094658.00","574832.00","--","519826.00","124994.00","644820.00","159001.00","485819.00","--","--","485819.00","74661.00","--","560480.00","485819.00","--","--","560480.00","--","--","2.14"
"110/05/29","103","4","3081","聯亞","1307263.00","506752.00","800511.00","--","--","800511.00","92834.00","--","707677.00","32922.00","740599.00","126711.00","613888.00","--","--","613888.00","-889.00","--","612999.00","--","--","--","--","--","--","11.19"
"110/05/29","103","4","3083","網龍","397986.00","31087.00","366899.00","0.00","0.00","366899.00","595069.00","--","-228170.00","27244.00","-200926.00","903.00","-201829.00","--","--","-201829.00","4540.00","--","-197289.00","-201829.00","--","--","-197289.00","--","--","-2.35"
"110/05/29","103","4","3085","新零售","357261.00","270398.00","86863.00","--","--","86863.00","340145.00","--","-253282.00","25709.00","-227573.00","2406.00","-229979.00","--","--","-229979.00","0.00","--","-229979.00","-229846.00","--","-133.00","-229846.00","--","-133.00","-3.23"
"110/05/29","103","4","3086","華義","460756.00","343811.00","116945.00","0.00","0.00","116945.00","327596.00","0.00","-210651.00","28776.00","-181875.00","-648.00","-181227.00","--","--","-181227.00","-17023.00","--","-198250.00","-183108.00","--","1881.00","-200131.00","--","1881.00","-3.09"
"110/05/29","103","4","3088","艾訊","4368921.00","2841492.00","1527429.00","--","--","1527429.00","1048739.00","--","478690.00","33907.00","512597.00","126901.00","385696.00","--","--","385696.00","18736.00","--","404432.00","370563.00","--","15133.00","388541.00","--","15891.00","4.75"
"110/05/29","103","4","3089","元炬","529412.00","520294.00","9118.00","--","--","9118.00","117103.00","--","-107985.00","-28319.00","-136304.00","4700.00","-141004.00","--","--","-141004.00","16662.00","--","-124342.00","-136233.00","--","-4771.00","-120452.00","--","-3890.00","-2.02"
"110/05/29","103","4","3093","港建","918267.00","579856.00","338411.00","--","--","338411.00","268520.00","--","69891.00","21115.00","91006.00","17611.00","73395.00","--","--","73395.00","13907.00","--","87302.00","69403.00","--","3992.00","81575.00","--","5727.00","1.91"
"110/05/29","103","4","3095","及成","5279043.00","4609466.00","669577.00","--","--","669577.00","666419.00","-315483.00","-312325.00","-123115.00","-435440.00","25701.00","-461141.00","--","--","-461141.00","75018.00","--","-386123.00","-464871.00","--","3730.00","-387937.00","--","1814.00","-4.25"
"110/05/29","103","4","3105","穩懋","9910010.00","6400414.00","3509596.00","--","--","3509596.00","1194904.00","--","2314692.00","114262.00","2428954.00","465485.00","1963469.00","--","--","1963469.00","124517.00","--","2087986.00","1963469.00","--","--","2087986.00","--","--","2.65"
"110/05/29","103","4","3114","好德","1745723.00","1552522.00","193201.00","--","--","193201.00","161128.00","--","32073.00","35069.00","67142.00","9543.00","57599.00","--","--","57599.00","14101.00","--","71700.00","57599.00","--","0.00","71700.00","--","0.00","1.16"
"110/05/29","103","4","3115","寶島極","746041.00","665068.00","80973.00","--","--","80973.00","60255.00","--","20718.00","4219.00","24937.00","4086.00","20851.00","--","--","20851.00","3434.00","--","24285.00","20851.00","--","--","24285.00","--","--","0.48"
"110/05/29","103","4","3118","進階","533305.00","327049.00","206256.00","--","--","206256.00","117587.00","--","88669.00","2940.00","91609.00","14773.00","76836.00","--","--","76836.00","-200.00","--","76636.00","--","--","--","--","--","--","2.37"
"110/05/29","103","4","3122","笙泉","547767.00","335894.00","211873.00","--","--","211873.00","169807.00","--","42066.00","20551.00","62617.00","5251.00","57366.00","--","--","57366.00","-301.00","--","57065.00","57365.00","--","1.00","57064.00","--","1.00","1.71"
"110/05/29","103","4","3128","昇銳","762876.00","629821.00","133055.00","--","--","133055.00","150765.00","--","-17710.00","2627.00","-15083.00","357.00","-15440.00","--","--","-15440.00","-1967.00","--","-17407.00","-18143.00","--","2703.00","-19623.00","2216.00","--","-0.43"
"110/05/29","103","4","3131","弘塑","1609856.00","877146.00","732710.00","--","--","732710.00","385269.00","--","347441.00","23731.00","371172.00","77484.00","293688.00","--","--","293688.00","-127.00","--","293561.00","293688.00","--","--","293561.00","--","--","11.90"
"110/05/29","103","4","3141","晶宏","1005853.00","541640.00","464213.00","--","--","464213.00","375527.00","--","88686.00","22899.00","111585.00","5818.00","105767.00","--","--","105767.00","3219.00","--","108986.00","105767.00","--","--","108986.00","--","--","1.08"
"110/05/29","103","4","3144","新揚科","2000679.00","1511201.00","489478.00","--","--","489478.00","195319.00","--","294159.00","-14811.00","279348.00","46857.00","232491.00","--","--","232491.00","17179.00","--","249670.00","232642.00","--","-151.00","248370.00","--","1300.00","2.31"
"110/05/29","103","4","3147","大綜","2138616.00","1882644.00","255972.00","--","--","255972.00","196328.00","--","59644.00","-2790.00","56854.00","10007.00","46847.00","--","--","46847.00","1675.00","--","48522.00","46847.00","--","--","48522.00","--","--","1.56"
"110/05/29","103","4","3152","璟德","1287550.00","596710.00","690840.00","--","--","690840.00","166234.00","--","524606.00","35091.00","559697.00","87067.00","472630.00","--","--","472630.00","1207.00","--","473837.00","--","--","--","--","--","--","6.85"
"110/05/29","103","4","3162","精確","805092.00","684027.00","121065.00","--","--","121065.00","141550.00","--","-20485.00","-76.00","-20561.00","133.00","-20694.00","--","--","-20694.00","12495.00","--","-8199.00","-20694.00","0.00","0.00","-8199.00","--","0.00","-0.37"
"110/05/29","103","4","3163","波若威","1866967.00","1531157.00","335810.00","--","--","335810.00","234284.00","--","101526.00","64546.00","166072.00","17345.00","148727.00","--","--","148727.00","40018.00","--","188745.00","148727.00","--","0.00","188745.00","--","0.00","2.08"
"110/05/29","103","4","3169","亞信","469594.00","263070.00","206524.00","--","--","206524.00","144838.00","--","61686.00","13625.00","75311.00","9491.00","65820.00","--","--","65820.00","2314.00","--","68134.00","--","--","--","--","--","--","1.28"
"110/05/29","103","4","3171","新洲","1771721.00","1432713.00","339008.00","--","--","339008.00","275572.00","--","63436.00","11967.00","75403.00","17720.00","57683.00","--","--","57683.00","1324.00","--","59007.00","57683.00","0.00","--","59007.00","0.00","--","1.15"
"110/05/29","103","4","3176","基亞","371831.00","270482.00","101349.00","--","--","101349.00","839076.00","--","-737727.00","-199977.00","-937704.00","-170004.00","-767700.00","--","--","-767700.00","238853.00","--","-528847.00","-701964.00","--","-65736.00","-462921.00","--","-65926.00","-5.06"
"110/05/29","103","4","3178","公準","990099.00","751568.00","238531.00","--","--","238531.00","118398.00","--","120133.00","-5449.00","114684.00","15213.00","99471.00","--","--","99471.00","-81.00","--","99390.00","101442.00","--","-1971.00","100918.00","--","-1528.00","2.83"
"110/05/29","103","4","3188","鑫龍騰","252780.00","197105.00","55675.00","--","--","55675.00","92691.00","--","-37016.00","12930.00","-24086.00","4077.00","-28163.00","--","--","-28163.00","-3567.00","--","-31730.00","-28163.00","--","--","-31730.00","--","--","-0.62"
"110/05/29","103","4","3191","和進","673593.00","625010.00","48583.00","--","--","48583.00","130545.00","--","-81962.00","9552.00","-72410.00","4138.00","-76548.00","--","--","-76548.00","9956.00","--","-66592.00","-76548.00","--","--","-66592.00","--","--","-1.40"
"110/05/29","103","4","3202","樺晟","2273726.00","2055456.00","218270.00","--","--","218270.00","251377.00","--","-33107.00","80415.00","47308.00","10420.00","36888.00","--","--","36888.00","50463.00","--","87351.00","29491.00","--","7397.00","80366.00","--","6985.00","0.36"
"110/05/29","103","4","3205","佰研","438699.00","307041.00","131658.00","--","--","131658.00","129897.00","--","1761.00","10210.00","11971.00","1894.00","10077.00","0.00","--","10077.00","329.00","--","10406.00","10077.00","--","--","10406.00","--","0.00","0.41"
"110/05/29","103","4","3206","志豐","1369887.00","1020735.00","349152.00","--","--","349152.00","276008.00","--","73144.00","16870.00","90014.00","25330.00","64684.00","--","--","64684.00","13114.00","--","77798.00","64684.00","0.00","0.00","77798.00","0.00","0.00","1.56"
"110/05/29","103","4","3207","耀勝","1146239.00","1028127.00","118112.00","--","--","118112.00","161095.00","0.00","-42983.00","1541.00","-41442.00","1404.00","-42846.00","--","--","-42846.00","10642.00","--","-32204.00","-42086.00","--","-760.00","-31504.00","--","-700.00","-1.10"
"110/05/29","103","4","3211","順達","25768659.00","24161679.00","1606980.00","--","--","1606980.00","702683.00","--","904297.00","358288.00","1262585.00","336350.00","926235.00","--","--","926235.00","405344.00","--","1331579.00","926235.00","--","--","1331579.00","--","--","6.09"
"110/05/29","103","4","3213","茂訊","2142065.00","1620222.00","521843.00","678.00","--","521165.00","260259.00","--","260906.00","23259.00","284165.00","56418.00","227747.00","--","--","227747.00","-4484.00","--","223263.00","--","--","--","--","--","--","3.88"
"110/05/29","103","4","3217","優群","1284582.00","869102.00","415480.00","--","--","415480.00","299166.00","--","116314.00","34569.00","150883.00","22658.00","128225.00","--","--","128225.00","33238.00","--","161463.00","128225.00","--","0.00","161463.00","--","0.00","1.53"
"110/05/29","103","4","3218","大學光","988437.00","443332.00","545105.00","--","--","545105.00","447026.00","--","98079.00","23931.00","122010.00","20443.00","101567.00","--","--","101567.00","6669.00","--","108236.00","101567.00","--","0.00","108236.00","--","0.00","1.54"
"110/05/29","103","4","3219","倚強科","256584.00","168002.00","88582.00","--","--","88582.00","83786.00","--","4796.00","-1635.00","3161.00","0.00","3161.00","--","--","3161.00","-420.00","--","2741.00","3161.00","--","--","2741.00","--","--","0.14"
"110/05/29","103","4","3221","台嘉碩","1748786.00","1414794.00","333992.00","--","--","333992.00","230747.00","--","103245.00","42282.00","145527.00","12007.00","133520.00","--","--","133520.00","18253.00","--","151773.00","133731.00","--","-211.00","152011.00","--","-238.00","1.58"
"110/05/29","103","4","3224","三顧","2042614.00","1831417.00","211197.00","--","--","211197.00","195593.00","--","15604.00","1494.00","17098.00","-923.00","18021.00","--","--","18021.00","9784.00","--","27805.00","18021.00","--","--","27805.00","--","--","0.60"
"110/05/29","103","4","3226","至寶電","869857.00","676807.00","193050.00","--","--","193050.00","83070.00","--","109980.00","20851.00","130831.00","24.00","130807.00","--","--","130807.00","1306.00","--","132113.00","130779.00","--","28.00","132085.00","--","28.00","2.03"
"110/05/29","103","4","3227","原相","4749080.00","2572254.00","2176826.00","0.00","0.00","2176826.00","1863775.00","--","313051.00","67466.00","380517.00","32889.00","347628.00","--","--","347628.00","-28216.00","--","319412.00","376738.00","--","-29110.00","348522.00","--","-29110.00","2.95"
"110/05/29","103","4","3228","金麗科","274440.00","97420.00","177020.00","--","--","177020.00","254841.00","--","-77821.00","-7108.00","-84929.00","0.00","-84929.00","--","--","-84929.00","6282.00","--","-78647.00","--","--","--","--","--","--","-1.39"
"110/05/29","103","4","3230","錦明","2203236.00","1955993.00","247243.00","--","--","247243.00","303394.00","-2994.00","-59145.00","-46576.00","-105721.00","34341.00","-140062.00","--","--","-140062.00","52018.00","--","-88044.00","-141590.00","--","1528.00","-84392.00","--","-3652.00","-1.31"
"110/05/29","103","4","3232","昱捷","856516.00","666925.00","189591.00","--","--","189591.00","105085.00","--","84506.00","9595.00","94101.00","7697.00","86404.00","--","--","86404.00","2951.00","--","89355.00","86404.00","--","--","89355.00","--","--","2.74"
"110/05/29","103","4","3234","光環","2405595.00","1798111.00","607484.00","--","--","607484.00","273948.00","--","333536.00","15261.00","348797.00","59018.00","289779.00","--","--","289779.00","3653.00","--","293432.00","289779.00","--","--","293432.00","--","--","2.93"
"110/05/29","103","4","3236","千如","1808232.00","1497615.00","310617.00","--","--","310617.00","227806.00","--","82811.00","20314.00","103125.00","35767.00","67358.00","--","--","67358.00","5053.00","--","72411.00","66556.00","--","802.00","76858.00","--","-4447.00","1.16"
"110/05/29","103","4","3252","海灣","199523.00","60475.00","139048.00","--","--","139048.00","105793.00","--","33255.00","-11353.00","21902.00","8619.00","13283.00","--","--","13283.00","--","--","13283.00","3602.00","--","9681.00","3602.00","--","9681.00","0.17"
"110/05/29","103","4","3259","鑫創","578441.00","389863.00","188578.00","--","--","188578.00","291740.00","0.00","-103162.00","9882.00","-93280.00","4355.00","-97635.00","--","--","-97635.00","237.00","--","-97398.00","-97635.00","0.00","0.00","-97398.00","0.00","0.00","-1.38"
"110/05/29","103","4","3260","威剛","29084692.00","27353275.00","1731417.00","--","--","1731417.00","1847979.00","--","-116562.00","1083756.00","967194.00","158862.00","808332.00","--","--","808332.00","198037.00","--","1006369.00","808332.00","--","--","1006369.00","--","--","3.52"
"110/05/29","103","4","3264","欣銓","5833999.00","4003275.00","1830724.00","--","--","1830724.00","564298.00","--","1266426.00","170684.00","1437110.00","230380.00","1206730.00","--","--","1206730.00","37588.00","--","1244318.00","1206730.00","--","--","1244318.00","--","--","2.65"
"110/05/29","103","4","3265","台星科","1634727.00","975408.00","659319.00","--","--","659319.00","104758.00","35433.00","589994.00","37945.00","627939.00","121728.00","506211.00","--","--","506211.00","-2486.00","--","503725.00","--","--","--","--","--","--","3.71"
"110/05/29","103","4","3268","海德威","880301.00","788156.00","92145.00","--","--","92145.00","98779.00","--","-6634.00","321581.00","314947.00","1175.00","313772.00","--","--","313772.00","21374.00","--","335146.00","313631.00","--","141.00","335005.00","--","141.00","10.23"
"110/05/29","103","4","3272","東碩","3157702.00","2292233.00","865469.00","--","--","865469.00","428051.00","--","437418.00","52096.00","489514.00","83124.00","406390.00","--","--","406390.00","3761.00","--","410151.00","406390.00","--","--","410151.00","--","--","11.96"
