出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"110/05/29","103","4","5227","立凱-KY","864823.00","821885.00","42938.00","--","--","42938.00","620363.00","--","-577425.00","14316.00","-563109.00","0.00","-563109.00","--","--","-563109.00","-2186.00","--","-565295.00","-563110.00","--","1.00","-565296.00","--","1.00","-3.96"
"110/05/29","103","4","5230","雷笛克光學","1329482.00","821593.00","507889.00","--","--","507889.00","402261.00","--","105628.00","6867.00","112495.00","18073.00","94422.00","--","--","94422.00","68155.00","--","162577.00","94422.00","--","--","162577.00","--","--","2.13"
"110/05/29","103","4","5245","智晶","959708.00","709136.00","250572.00","--","--","250572.00","153128.00","--","97444.00","21714.00","119158.00","21700.00","97458.00","--","--","97458.00","--","--","97458.00","--","--","--","--","--","--","2.79"
"110/05/29","103","4","5251","天鉞電","942172.00","646564.00","295608.00","90.00","--","295518.00","173301.00","--","122217.00","32785.00","155002.00","32834.00","122168.00","--","--","122168.00","12189.00","--","134357.00","122168.00","--","--","134357.00","--","--","4.01"
"110/05/29","103","4","5263","智崴","829511.00","402596.00","426915.00","0.00","0.00","426915.00","195665.00","0.00","231250.00","38492.00","269742.00","45310.00","224432.00","0.00","--","224432.00","-686.00","--","223746.00","--","--","--","--","--","--","6.83"
"110/05/29","103","4","5272","笙科","733775.00","315343.00","418432.00","--","--","418432.00","285123.00","--","133309.00","13425.00","146734.00","9967.00","136767.00","--","--","136767.00","--","--","136767.00","--","--","--","--","--","--","2.97"
"110/05/29","103","4","5274","信驊","855912.00","384780.00","471132.00","--","--","471132.00","165774.00","--","305358.00","19856.00","325214.00","44513.00","280701.00","--","--","280701.00","--","--","280701.00","--","--","--","--","--","--","10.72"
"110/05/29","103","4","5276","達輝-KY","955037.00","749969.00","205068.00","--","--","205068.00","103725.00","--","101343.00","11386.00","112729.00","39856.00","72873.00","--","--","72873.00","8273.00","--","81146.00","72873.00","--","--","81146.00","--","--","1.94"
"110/05/29","103","4","5278","尚凡","262899.00","43890.00","219009.00","--","--","219009.00","201843.00","--","17166.00","277.00","17443.00","3704.00","13739.00","--","--","13739.00","169.00","--","13908.00","13739.00","--","--","13908.00","--","--","1.09"
"110/05/29","103","4","5287","數字","1150822.00","247925.00","902897.00","--","--","902897.00","395255.00","--","507642.00","34122.00","541764.00","99341.00","442423.00","--","--","442423.00","1382.00","--","443805.00","442423.00","--","--","443805.00","--","--","14.11"
"110/05/29","103","4","5289","宜鼎","3529685.00","2538889.00","990796.00","--","--","990796.00","480736.00","--","510060.00","105558.00","615618.00","109177.00","506441.00","--","--","506441.00","5388.00","--","511829.00","507310.00","--","-869.00","512698.00","--","-869.00","8.57"
"110/05/29","103","4","5291","邑昇","1500187.00","1228832.00","271355.00","--","--","271355.00","165947.00","--","105408.00","16452.00","121860.00","32514.00","89346.00","--","--","89346.00","6116.00","--","95462.00","89346.00","--","--","95462.00","--","--","3.05"
"110/05/29","103","4","5299","杰力","610025.00","470717.00","139308.00","--","--","139308.00","127612.00","--","11696.00","19122.00","30818.00","3730.00","27088.00","--","--","27088.00","235.00","--","27323.00","27088.00","--","--","27323.00","--","--","0.87"
"110/05/29","103","4","5301","寶得利","1891898.00","558983.00","1332915.00","--","--","1332915.00","1256131.00","--","76784.00","58567.00","135351.00","-3123.00","138474.00","--","--","138474.00","17.00","--","138491.00","138284.00","--","190.00","138301.00","--","190.00","1.73"
"110/05/29","103","4","5302","太欣","195047.00","114977.00","80070.00","--","--","80070.00","168386.00","--","-88316.00","28049.00","-60267.00","493.00","-60760.00","--","--","-60760.00","501.00","--","-60259.00","-50909.00","--","-9851.00","-50223.00","--","-10036.00","-0.32"
"110/05/29","103","4","5306","桂盟","2779566.00","1831171.00","948395.00","--","--","948395.00","411192.00","--","537203.00","16815.00","554018.00","91969.00","462049.00","--","--","462049.00","43754.00","--","505803.00","462035.00","0.00","14.00","505777.00","0.00","26.00","4.31"
"110/05/29","103","4","5309","系統電","2052004.00","1831326.00","220678.00","--","--","220678.00","456328.00","--","-235650.00","43957.00","-191693.00","-1854.00","-189839.00","--","--","-189839.00","-5978.00","--","-195817.00","-188861.00","--","-978.00","-194839.00","--","-978.00","-1.04"
"110/05/29","103","4","5310","天剛","282487.00","209432.00","73055.00","--","--","73055.00","80685.00","--","-7630.00","412.00","-7218.00","640.00","-7858.00","--","--","-7858.00","0.00","--","-7858.00","-7858.00","--","0.00","-7858.00","--","0.00","-0.17"
"110/05/29","103","4","5312","寶島科","2399930.00","956621.00","1443309.00","--","--","1443309.00","1304529.00","--","138780.00","295827.00","434607.00","82108.00","352499.00","--","--","352499.00","52861.00","--","405360.00","352499.00","--","--","405360.00","--","--","5.87"
"110/05/29","103","4","5314","世紀","211304.00","110757.00","100547.00","--","--","100547.00","168065.00","--","-67518.00","8143.00","-59375.00","234.00","-59609.00","--","--","-59609.00","--","--","-59609.00","-59609.00","--","--","-59609.00","--","--","-0.99"
"110/05/29","103","4","5315","光聯","2253591.00","1970141.00","283450.00","--","--","283450.00","202692.00","--","80758.00","18810.00","99568.00","--","99568.00","-149890.00","--","-50322.00","1837.00","--","-48485.00","-50321.00","--","-1.00","-48484.00","--","-1.00","-0.47"
"110/05/29","103","4","5321","友銓","1093632.00","987441.00","106191.00","--","--","106191.00","87690.00","--","18501.00","36470.00","54971.00","13404.00","41567.00","--","--","41567.00","84.00","--","41651.00","41240.00","--","327.00","41324.00","--","327.00","1.43"
"110/05/29","103","4","5324","士開","168499.00","46950.00","121549.00","--","--","121549.00","253319.00","--","-131770.00","-6037.00","-137807.00","1666.00","-139473.00","--","--","-139473.00","-223.00","--","-139696.00","-129678.00","--","-9795.00","-129677.00","--","-10019.00","-1.70"
"110/05/29","103","4","5328","華容","1219820.00","1034751.00","185069.00","--","--","185069.00","191140.00","--","-6071.00","-100265.00","-106336.00","9413.00","-115749.00","0.00","--","-115749.00","29041.00","--","-86708.00","-115749.00","--","--","-86708.00","--","--","-0.65"
"110/05/29","103","4","5340","建榮","1023125.00","1082791.00","-59666.00","--","--","-59666.00","69150.00","--","-128816.00","12316.00","-116500.00","-402.00","-116098.00","--","--","-116098.00","-9833.00","--","-125931.00","-116098.00","--","--","-125931.00","--","--","-0.60"
"110/05/29","103","4","5344","立衛","141868.00","192266.00","-50398.00","--","--","-50398.00","45683.00","--","-96081.00","2465.00","-93616.00","0.00","-93616.00","0.00","--","-93616.00","-234.00","--","-93850.00","--","--","--","--","--","--","-1.18"
"110/05/29","103","4","5345","天揚","205865.00","131566.00","74299.00","--","--","74299.00","84198.00","--","-9899.00","133993.00","124094.00","23943.00","100151.00","--","--","100151.00","-158.00","--","99993.00","100151.00","--","0.00","99993.00","--","0.00","2.00"
"110/05/29","103","4","5347","世界","23931479.00","15317806.00","8613673.00","--","--","8613673.00","2409406.00","--","6204267.00","289607.00","6493874.00","1055985.00","5437889.00","--","--","5437889.00","-65622.00","--","5372267.00","5437889.00","--","--","5372267.00","--","--","3.35"
"110/05/29","103","4","5348","系通","210764.00","160988.00","49776.00","0.00","0.00","49776.00","95967.00","0.00","-46191.00","14148.00","-32043.00","-231.00","-31812.00","--","--","-31812.00","1435.00","--","-30377.00","-31812.00","--","0.00","-30377.00","--","0.00","-1.23"
"110/05/29","103","4","5351","鈺創","7609254.00","6512782.00","1096472.00","--","--","1096472.00","1087668.00","49185.00","57989.00","56825.00","114814.00","8326.00","106488.00","--","--","106488.00","92945.00","--","199433.00","128248.00","--","-21760.00","218550.00","--","-19117.00","0.30"
"110/05/29","103","4","5353","台林","1225167.00","1000709.00","224458.00","--","--","224458.00","197348.00","--","27110.00","26543.00","53653.00","11145.00","42508.00","--","--","42508.00","1542.00","--","44050.00","42508.00","--","--","44050.00","--","--","0.47"
"110/05/29","103","4","5355","佳總","1658250.00","1351903.00","306347.00","--","--","306347.00","163009.00","--","143338.00","36983.00","180321.00","39308.00","141013.00","--","--","141013.00","25427.00","--","166440.00","141013.00","--","--","166440.00","--","--","0.84"
"110/05/29","103","4","5356","協益","9595616.00","8254704.00","1340912.00","--","--","1340912.00","524293.00","--","816619.00","1303246.00","2119865.00","638384.00","1481481.00","--","--","1481481.00","280490.00","--","1761971.00","1481481.00","--","--","1761971.00","--","--","11.45"
"110/05/29","103","4","5364","力麗店","140249.00","103721.00","36528.00","--","--","36528.00","28845.00","53.00","7736.00","-320.00","7416.00","2610.00","4806.00","0.00","--","4806.00","6227.00","--","11033.00","9410.00","--","-4604.00","14410.00","--","-3377.00","0.97"
"110/05/29","103","4","5371","中光電","81177987.00","69877250.00","11300737.00","--","--","11300737.00","7897060.00","0.00","3403677.00","575056.00","3978733.00","974169.00","3004564.00","--","--","3004564.00","1030316.00","--","4034880.00","2841113.00","--","163451.00","3779386.00","--","255494.00","4.46"
"110/05/29","103","4","5381","合正","1356052.00","1437886.00","-81834.00","--","--","-81834.00","192337.00","--","-274171.00","235356.00","-38815.00","2290.00","-41105.00","0.00","--","-41105.00","13919.00","--","-27186.00","-41105.00","--","--","-27186.00","--","--","-0.22"
"110/05/29","103","4","5383","金利","1046415.00","843410.00","203005.00","--","--","203005.00","139166.00","--","63839.00","-209.00","63630.00","23303.00","40327.00","--","--","40327.00","24212.00","--","64539.00","26303.00","--","14024.00","42967.00","--","21572.00","0.37"
"110/05/29","103","4","5386","青雲","944875.00","895578.00","49297.00","0.00","0.00","49297.00","50973.00","0.00","-1676.00","4042.00","2366.00","1110.00","1256.00","0.00","--","1256.00","437.00","--","1693.00","1256.00","0.00","0.00","1693.00","--","0.00","0.11"
"110/05/29","103","4","5392","應華","3721820.00","3353086.00","368734.00","--","--","368734.00","517362.00","--","-148628.00","271429.00","122801.00","56402.00","66399.00","--","--","66399.00","-55655.00","--","10744.00","139390.00","-11980.00","-61011.00","55173.00","-11980.00","-32449.00","1.50"
"110/05/29","103","4","5398","慕康生醫","264158.00","203123.00","61035.00","--","--","61035.00","107535.00","--","-46500.00","4963.00","-41537.00","658.00","-42195.00","--","--","-42195.00","9738.00","--","-32457.00","-42194.00","--","-1.00","-32456.00","--","-1.00","-1.01"
"110/05/29","103","4","5403","中菲","1270365.00","910687.00","359678.00","--","--","359678.00","216202.00","--","143476.00","32113.00","175589.00","26892.00","148697.00","--","--","148697.00","5125.00","--","153822.00","--","--","--","--","--","--","2.04"
"110/05/29","103","4","5410","國眾","2355799.00","1875693.00","480106.00","0.00","0.00","480106.00","370758.00","0.00","109348.00","16292.00","125640.00","19924.00","105716.00","--","--","105716.00","1043.00","--","106759.00","105716.00","--","0.00","106759.00","--","0.00","1.18"
"110/05/29","103","4","5425","台半","7640387.00","5187530.00","2452857.00","--","--","2452857.00","1149090.00","--","1303767.00","66100.00","1369867.00","454263.00","915604.00","--","--","915604.00","106037.00","--","1021641.00","597080.00","--","318524.00","696143.00","--","325498.00","2.51"
"110/05/29","103","4","5426","振發","1862742.00","1481270.00","381472.00","--","--","381472.00","208217.00","--","173255.00","63741.00","236996.00","41158.00","195838.00","--","--","195838.00","43951.00","--","239789.00","209889.00","--","-14051.00","253840.00","--","-14051.00","1.46"
"110/05/29","103","4","5432","達威","145397.00","102435.00","42962.00","--","--","42962.00","32147.00","--","10815.00","7384.00","18199.00","1396.00","16803.00","--","--","16803.00","149.00","--","16952.00","--","--","--","--","--","--","0.81"
"110/05/29","103","4","5438","東友","2555822.00","1950672.00","605150.00","--","--","605150.00","507212.00","--","97938.00","96039.00","193977.00","55225.00","138752.00","--","--","138752.00","-47863.00","--","90889.00","144951.00","--","-6199.00","91996.00","--","-1107.00","1.29"
"110/05/29","103","4","5439","高技","1836251.00","1548167.00","288084.00","--","--","288084.00","121505.00","--","166579.00","32089.00","198668.00","39922.00","158746.00","--","--","158746.00","-4122.00","--","154624.00","--","--","--","--","--","--","2.04"
"110/05/29","103","4","5443","均豪","2647837.00","2100837.00","547000.00","--","--","547000.00","488264.00","--","58736.00","86782.00","145518.00","42963.00","102555.00","--","--","102555.00","28371.00","--","130926.00","72566.00","--","29989.00","95949.00","--","34977.00","0.42"
"110/05/29","103","4","5450","南良","836066.00","664445.00","171621.00","--","--","171621.00","229151.00","--","-57530.00","10273.00","-47257.00","18156.00","-65413.00","0.00","--","-65413.00","2767.00","--","-62646.00","-65413.00","--","0.00","-62646.00","--","0.00","-1.30"
"110/05/29","103","4","5452","佶優","7109721.00","6632254.00","477467.00","0.00","0.00","477467.00","387828.00","--","89639.00","-10986.00","78653.00","29116.00","49537.00","--","--","49537.00","56466.00","--","106003.00","53301.00","--","-3764.00","95856.00","--","10147.00","0.36"
"110/05/29","103","4","5455","昇益","34160.00","58580.00","-24420.00","--","--","-24420.00","34577.00","--","-58997.00","18714.00","-40283.00","0.00","-40283.00","0.00","--","-40283.00","0.00","--","-40283.00","-40283.00","--","0.00","-40283.00","--","0.00","-7.32"
"110/05/29","103","4","5457","宣德","2068515.00","1726104.00","342411.00","--","--","342411.00","273615.00","--","68796.00","280112.00","348908.00","33910.00","314998.00","--","--","314998.00","6018.00","--","321016.00","314998.00","--","--","321016.00","--","--","1.88"
"110/05/29","103","4","5460","同協","1051140.00","790475.00","260665.00","--","--","260665.00","161539.00","-1269.00","97857.00","10599.00","108456.00","20494.00","87962.00","--","--","87962.00","27404.00","--","115366.00","87962.00","--","0.00","115366.00","--","0.00","1.22"
"110/05/29","103","4","5464","霖宏","1483880.00","1339130.00","144750.00","--","--","144750.00","92913.00","--","51837.00","160279.00","212116.00","28848.00","183268.00","--","--","183268.00","-357.00","--","182911.00","183268.00","--","--","182911.00","--","--","2.71"
"110/05/29","103","4","5465","富驊","2425320.00","1982466.00","442854.00","--","--","442854.00","354187.00","--","88667.00","22400.00","111067.00","22391.00","88676.00","--","--","88676.00","40665.00","--","129341.00","83173.00","--","5503.00","123789.00","--","5552.00","0.58"
"110/05/29","103","4","5468","凱鈺","470958.00","395311.00","75647.00","--","--","75647.00","120679.00","0.00","-45032.00","2567.00","-42465.00","2.00","-42467.00","--","--","-42467.00","6664.00","--","-35803.00","-42467.00","--","--","-35803.00","--","--","-0.92"
"110/05/29","103","4","5474","聰泰","803307.00","510512.00","292795.00","--","--","292795.00","143999.00","163.00","148959.00","20006.00","168965.00","28806.00","140159.00","--","--","140159.00","-429.00","--","139730.00","--","--","--","--","--","--","4.16"
"110/05/29","103","4","5475","德宏","2916562.00","2827494.00","89068.00","--","--","89068.00","330517.00","--","-241449.00","13004.00","-228445.00","3390.00","-231835.00","--","--","-231835.00","54950.00","--","-176885.00","-181959.00","--","-49876.00","-127009.00","--","-49876.00","-0.86"
"110/05/29","103","4","5478","智冠","14994377.00","11205535.00","3788842.00","--","--","3788842.00","3305229.00","--","483613.00","102077.00","585690.00","149261.00","436429.00","--","--","436429.00","190005.00","--","626434.00","520555.00","--","-84126.00","707049.00","--","-80615.00","4.09"
"110/05/29","103","4","5481","新華","240401.00","298693.00","-58292.00","--","--","-58292.00","47930.00","--","-106222.00","73050.00","-33172.00","626.00","-33798.00","--","--","-33798.00","6445.00","--","-27353.00","-33798.00","--","--","-27353.00","--","--","-0.35"
"110/05/29","103","4","5483","中美晶","27821456.00","24323580.00","3497876.00","--","--","3497876.00","2051082.00","--","1446794.00","478248.00","1925042.00","625775.00","1299267.00","0.00","--","1299267.00","-415044.00","--","884223.00","1128445.00","--","170822.00","714269.00","--","169954.00","2.06"
"110/05/29","103","4","5487","通泰","318592.00","206733.00","111859.00","--","--","111859.00","76535.00","--","35324.00","14335.00","49659.00","8598.00","41061.00","--","--","41061.00","1466.00","--","42527.00","41061.00","0.00","0.00","42527.00","0.00","0.00","1.86"
"110/05/29","103","4","5488","松普","2114449.00","1954871.00","159578.00","--","--","159578.00","191476.00","--","-31898.00","-32683.00","-64581.00","4788.00","-69369.00","--","--","-69369.00","45537.00","--","-23832.00","-69369.00","--","--","-23832.00","--","--","-0.76"
"110/05/29","103","4","5489","彩富","2702807.00","1589986.00","1112821.00","--","--","1112821.00","621739.00","--","491082.00","187438.00","678520.00","92687.00","585833.00","--","--","585833.00","3815.00","--","589648.00","587247.00","--","-1414.00","591025.00","--","-1377.00","5.78"
"110/05/29","103","4","5490","同亨","1924473.00","1278661.00","645812.00","--","--","645812.00","420528.00","--","225284.00","16969.00","242253.00","53087.00","189166.00","--","--","189166.00","30295.00","--","219461.00","189166.00","--","--","219461.00","--","--","2.00"
"110/05/29","103","4","5493","三聯","1825461.00","1393994.00","431467.00","--","--","431467.00","230520.00","--","200947.00","47580.00","248527.00","28030.00","220497.00","--","--","220497.00","3759.00","--","224256.00","101070.00","--","119427.00","105247.00","--","119009.00","2.44"
"110/05/29","103","4","5498","凱崴","1291626.00","1175425.00","116201.00","--","--","116201.00","94726.00","--","21475.00","10348.00","31823.00","7943.00","23880.00","--","--","23880.00","91895.00","--","115775.00","23880.00","--","0.00","115775.00","--","0.00","0.15"
"110/05/29","103","4","5508","永信建","4007127.00","2105163.00","1901964.00","--","--","1901964.00","268585.00","0.00","1633379.00","2366.00","1635745.00","4320.00","1631425.00","--","--","1631425.00","-23.00","--","1631402.00","--","--","--","--","--","--","9.00"
"110/05/29","103","4","5511","德昌","5137459.00","4281871.00","855588.00","--","--","855588.00","195320.00","--","660268.00","69423.00","729691.00","141761.00","587930.00","--","--","587930.00","24381.00","--","612311.00","587930.00","--","--","612311.00","--","--","3.88"
"110/05/29","103","4","5512","力麒","6307671.00","4389226.00","1918445.00","--","--","1918445.00","567412.00","65253.00","1416286.00","-42770.00","1373516.00","122022.00","1251494.00","--","--","1251494.00","-4227.00","--","1247267.00","1225125.00","--","26369.00","1220959.00","--","26308.00","1.63"
"110/05/29","103","4","5514","三豐","1582934.00","720551.00","862383.00","--","--","862383.00","114712.00","--","747671.00","7928.00","755599.00","43987.00","711612.00","--","--","711612.00","-3658.00","--","707954.00","711596.00","--","16.00","707937.00","--","17.00","4.83"
"110/05/29","103","4","5516","雙喜","544416.00","582367.00","-37951.00","--","--","-37951.00","29882.00","--","-67833.00","2377.00","-65456.00","-2433.00","-63023.00","--","--","-63023.00","3672.00","--","-59351.00","--","--","--","--","--","--","-1.65"
"110/05/29","103","4","5520","力泰","2397305.00","2270323.00","126982.00","--","--","126982.00","57724.00","--","69258.00","64455.00","133713.00","21041.00","112672.00","--","--","112672.00","1113.00","--","113785.00","112662.00","--","10.00","113772.00","--","13.00","1.58"
"110/05/29","103","4","5523","豐謙","1685992.00","1183362.00","502630.00","--","--","502630.00","119125.00","--","383505.00","-34507.00","348998.00","--","348998.00","--","--","348998.00","22.00","--","349020.00","357444.00","--","-8446.00","357466.00","--","-8446.00","3.17"
"110/05/29","103","4","5529","志嘉","379545.00","275702.00","103843.00","--","--","103843.00","98412.00","--","5431.00","-21912.00","-16481.00","5042.00","-21523.00","--","--","-21523.00","47.00","--","-21476.00","-21523.00","--","0.00","-21476.00","--","0.00","-0.21"
"110/05/29","103","4","5530","龍巖","5451308.00","1732157.00","3719151.00","--","--","3719151.00","1599588.00","49588.00","2169151.00","383062.00","2552213.00","251786.00","2300427.00","--","--","2300427.00","-1227.00","--","2299200.00","2192862.00","--","107565.00","2191635.00","--","107565.00","5.49"
"110/05/29","103","4","5536","聖暉","7581552.00","6959257.00","622295.00","--","--","622295.00","568414.00","--","53881.00","31422.00","85303.00","-3731.00","89034.00","--","--","89034.00","3874.00","--","92908.00","94830.00","--","-5796.00","106594.00","--","-13686.00","2.06"
"110/05/29","103","4","5601","台聯櫃","69742.00","28870.00","40872.00","--","--","40872.00","24584.00","0.00","16288.00","64505.00","80793.00","14683.00","66110.00","--","--","66110.00","0.00","--","66110.00","--","--","--","--","--","--","1.02"
"110/05/29","103","4","5603","陸海","2503964.00","2098547.00","405417.00","--","--","405417.00","197559.00","--","207858.00","8948.00","216806.00","27494.00","189312.00","--","--","189312.00","-7192.00","--","182120.00","182119.00","--","7193.00","174927.00","--","7193.00","2.76"
"110/05/29","103","4","5604","中連貨","1545241.00","1095420.00","449821.00","--","--","449821.00","320776.00","--","129045.00","17755.00","146800.00","17379.00","129421.00","--","--","129421.00","7762.00","--","137183.00","129421.00","--","--","137183.00","--","--","1.19"
"110/05/29","103","4","5609","中菲行","16983225.00","14613420.00","2369805.00","0.00","0.00","2369805.00","2077646.00","--","292159.00","-4406.00","287753.00","46862.00","240891.00","--","--","240891.00","158483.00","--","399374.00","214428.00","--","26463.00","365623.00","--","33751.00","1.66"
"110/05/29","103","4","5701","劍湖山","1575486.00","768686.00","806800.00","--","--","806800.00","1124016.00","--","-317216.00","-14923.00","-332139.00","208.00","-332347.00","--","--","-332347.00","15951.00","--","-316396.00","-332376.00","--","29.00","-316425.00","--","29.00","-1.44"
"110/05/29","103","4","5703","亞都麗緻","1035435.00","657217.00","378218.00","0.00","0.00","378218.00","332519.00","--","45699.00","4439.00","50138.00","12694.00","37444.00","--","--","37444.00","10220.00","--","47664.00","37444.00","--","0.00","47664.00","--","0.00","0.53"
"110/05/29","103","4","5704","老爺知","350963.00","191362.00","159601.00","--","--","159601.00","95735.00","--","63866.00","3211.00","67077.00","11309.00","55768.00","--","--","55768.00","-1801.00","--","53967.00","--","--","--","--","--","--","1.44"
"110/05/29","103","4","5878","台名","522449.00","382736.00","139713.00","--","--","139713.00","75331.00","--","64382.00","14683.00","79065.00","12504.00","66561.00","--","--","66561.00","2602.00","--","69163.00","67448.00","--","-887.00","70050.00","--","-887.00","3.86"
"110/05/29","103","4","5902","德記","2011808.00","1815629.00","196179.00","--","--","196179.00","188658.00","--","7521.00","8560.00","16081.00","2760.00","13321.00","--","--","13321.00","-126.00","--","13195.00","13321.00","--","--","13195.00","--","--","0.14"
"110/05/29","103","4","5903","全家","56067641.00","36110406.00","19957235.00","--","--","19957235.00","18590153.00","--","1367082.00","258276.00","1625358.00","267285.00","1358073.00","--","--","1358073.00","21112.00","--","1379185.00","1294861.00","--","63212.00","1312619.00","--","66566.00","5.80"
"110/05/29","103","4","5904","寶雅","9167590.00","5456820.00","3710770.00","--","--","3710770.00","2815877.00","--","894893.00","42139.00","937032.00","164570.00","772462.00","--","--","772462.00","3294.00","--","775756.00","--","--","--","--","--","--","8.22"
"110/05/29","103","4","5905","南仁湖","1673782.00","481251.00","1192531.00","--","--","1192531.00","1065166.00","--","127365.00","63861.00","191226.00","25954.00","165272.00","--","--","165272.00","9472.00","--","174744.00","137026.00","--","28246.00","145413.00","--","29331.00","0.66"
"110/05/29","103","4","6101","寬魚國際","1168116.00","1079807.00","88309.00","--","--","88309.00","46095.00","--","42214.00","23837.00","66051.00","1105.00","64946.00","--","--","64946.00","-2394.00","--","62552.00","64946.00","0.00","0.00","62552.00","0.00","0.00","1.13"
"110/05/29","103","4","6103","合邦","43120.00","39459.00","3661.00","--","--","3661.00","40498.00","0.00","-36837.00","-43.00","-36880.00","-358.00","-36522.00","--","--","-36522.00","197.00","--","-36325.00","-36522.00","--","--","-36325.00","--","--","-0.68"
"110/05/29","103","4","6104","創惟","2200731.00","1211375.00","989356.00","--","--","989356.00","577960.00","--","411396.00","46141.00","457537.00","27911.00","429626.00","--","--","429626.00","1477.00","--","431103.00","429750.00","--","-124.00","431186.00","--","-83.00","4.89"
"110/05/29","103","4","6109","亞元","2226305.00","1875793.00","350512.00","--","--","350512.00","261392.00","--","89120.00","11980.00","101100.00","13865.00","87235.00","--","--","87235.00","26283.00","--","113518.00","87897.00","--","-662.00","114286.00","--","-768.00","1.21"
"110/05/29","103","4","6111","大宇資","332517.00","53063.00","279454.00","--","--","279454.00","302504.00","--","-23050.00","-6078.00","-29128.00","4658.00","-33786.00","--","--","-33786.00","-1272.00","--","-35058.00","-35967.00","--","2181.00","-30880.00","--","-4178.00","-0.82"
"110/05/29","103","4","6113","亞矽","1619517.00","1518897.00","100620.00","--","--","100620.00","152729.00","--","-52109.00","23179.00","-28930.00","10.00","-28940.00","--","--","-28940.00","-15393.00","--","-44333.00","-28943.00","--","3.00","-44336.00","--","3.00","-0.58"
"110/05/29","103","4","6114","久威","809294.00","607810.00","201484.00","--","--","201484.00","56065.00","--","145419.00","57745.00","203164.00","12209.00","190955.00","--","--","190955.00","19981.00","--","210936.00","190955.00","--","--","210936.00","--","--","5.92"
"110/05/29","103","4","6118","建達","8036427.00","7757322.00","279105.00","--","--","279105.00","312657.00","--","-33552.00","10624.00","-22928.00","-1302.00","-21626.00","--","--","-21626.00","-4253.00","--","-25879.00","-21601.00","--","-25.00","-25854.00","--","-25.00","-0.24"
"110/05/29","103","4","6121","新普","60015592.00","53237440.00","6778152.00","--","--","6778152.00","2891040.00","--","3887112.00","668252.00","4555364.00","1128175.00","3427189.00","--","--","3427189.00","230673.00","--","3657862.00","3386355.00","0.00","40834.00","3618524.00","0.00","39338.00","10.98"
"110/05/29","103","4","6122","擎邦","1131354.00","1066088.00","65266.00","--","--","65266.00","70902.00","--","-5636.00","27801.00","22165.00","1175.00","20990.00","--","--","20990.00","-39405.00","--","-18415.00","21013.00","--","-23.00","-18392.00","--","-23.00","0.31"
"110/05/29","103","4","6123","上奇","4078581.00","3279593.00","798988.00","--","--","798988.00","655393.00","--","143595.00","6194.00","149789.00","27380.00","122409.00","--","--","122409.00","17000.00","--","139409.00","93059.00","--","29350.00","110345.00","--","29064.00","1.69"
"110/05/29","103","4","6124","業強","2048621.00","1711557.00","337064.00","--","--","337064.00","333059.00","--","4005.00","-6879.00","-2874.00","14013.00","-16887.00","--","--","-16887.00","50052.00","--","33165.00","-11466.00","--","-5421.00","38580.00","--","-5415.00","-0.06"
"110/05/29","103","4","6125","廣運","10266183.00","9202154.00","1064029.00","--","--","1064029.00","1014742.00","--","49287.00","211402.00","260689.00","-4458.00","265147.00","--","--","265147.00","160447.00","--","425594.00","183561.00","--","81586.00","329354.00","--","96240.00","0.74"
"110/05/29","103","4","6126","信音","3587833.00","2883544.00","704289.00","--","--","704289.00","804775.00","--","-100486.00","33176.00","-67310.00","-25902.00","-41408.00","--","--","-41408.00","32933.00","--","-8475.00","-32538.00","--","-8870.00","-6616.00","--","-1859.00","-0.29"
"110/05/29","103","4","6127","九豪","1036982.00","813850.00","223132.00","0.00","0.00","223132.00","179022.00","--","44110.00","-23108.00","21002.00","16449.00","4553.00","--","--","4553.00","53761.00","--","58314.00","4553.00","--","0.00","58314.00","--","0.00","0.05"
"110/05/29","103","4","6129","普誠","1509590.00","997563.00","512027.00","--","--","512027.00","529868.00","--","-17841.00","108031.00","90190.00","11413.00","78777.00","--","--","78777.00","17999.00","--","96776.00","81425.00","--","-2648.00","99424.00","--","-2648.00","0.45"
"110/05/29","103","4","6130","星寶國際","299666.00","218946.00","80720.00","--","--","80720.00","85804.00","--","-5084.00","23842.00","18758.00","2477.00","16281.00","-26080.00","--","-9799.00","1366.00","--","-8433.00","15212.00","--","-25011.00","15846.00","--","-24279.00","0.57"
"110/05/29","103","4","6134","萬旭","1923841.00","1764061.00","159780.00","--","--","159780.00","330363.00","--","-170583.00","6544.00","-164039.00","14771.00","-178810.00","--","--","-178810.00","24197.00","--","-154613.00","-158058.00","--","-20752.00","-142291.00","--","-12322.00","-1.77"
