出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","104","4","5864","致和證","2630558.00","1466826.00","4097384.00","1228035.00","32002.00","1260037.00","2122835.00","123904.00","733460.00","-142852.00","--","--","--","--","2837347.00","--","0.00","0.00","13.37"
"110/05/29","104","4","6015","宏遠證","10537433.00","701651.00","11239084.00","6425300.00","23193.00","6448493.00","4268388.00","36988.00","418026.00","67189.00","--","4790591.00","--","--","4790591.00","0.00","0.00","0.00","11.22"
"110/05/29","104","4","6016","康和證","30751229.00","3197220.00","33948449.00","25888895.00","300040.00","26188935.00","6883368.00","17761.00","1154469.00","-75162.00","-265151.00","7715285.00","--","--","7759514.00","0.00","0.00","33881000.00","11.79"
"110/05/29","104","4","6020","大展證","3789338.00","716941.00","4506279.00","819273.00","19792.00","839065.00","2523532.00","461.00","1123063.00","0.00","--","3647056.00","--","--","3667214.00","0.00","0.00","0.00","14.45"
"110/05/29","104","4","6021","大慶證","6940192.00","1422759.00","8362951.00","3953667.00","56137.00","4009804.00","3067559.00","12157.00","1369322.00","-95891.00","--","4353147.00","--","--","4353147.00","0.00","0.00","0.00","14.19"
"110/05/29","104","4","6023","元大期貨","54851638.00","2000214.00","56851852.00","50015264.00","59481.00","50074745.00","2322763.00","940976.00","2694519.00","818849.00","--","6777107.00","0.00","--","6777107.00","0.00","0.00","0.00","29.18"
"110/05/29","104","4","6026","福邦證","3118010.00","444364.00","3562374.00","978380.00","--","978380.00","2300000.00","6057.00","277937.00","0.00","0.00","2583994.00","0.00","--","2583994.00","0.00","0.00","0.00","11.23"
