出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","104","4","5820","日盛金","11661134.00","13295744.00","57214537.00","10991604.00","--","0.00","14146675.00","316014.00","--","139652040.00","--","0.00","269092.00","1699224.00","9647860.00","446208.00","5240605.00","196887.00","56861.00","3674681.00","268509166.00","7362922.00","--","4207181.00","--","11991884.00","2919371.00","9022173.00","41363.00","--","181036547.00","5000000.00","600000.00","--","227357.00","7164791.00","71151.00","1414297.00","231059037.00","33963028.00","0.00","3495142.00","-35924.00","0.00","--","37422246.00","27883.00","37450129.00","0.00","0.00","0.00","11.02"
