出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"110/05/29","104","4","3303","岱稜","1518314.00","1552741.00","3071055.00","772373.00","507887.00","1280260.00","973616.00","526795.00","272780.00","6452.00","-24928.00","1754715.00","--","--","36080.00","1790795.00","0.00","0.00","1272000.00","18.26"
"110/05/29","104","4","3306","鼎天","1117871.00","530738.00","1648609.00","262312.00","4914.00","267226.00","506077.00","557341.00","220140.00","97825.00","--","1381383.00","--","--","--","1381383.00","--","0.00","0.00","27.30"
"110/05/29","104","4","3310","佳穎","3705985.00","168035.00","3874020.00","2361538.00","4291.00","2365829.00","1116917.00","272907.00","119408.00","0.00","-1041.00","1508191.00","--","--","0.00","1508191.00","0.00","0.00","80000.00","13.51"
"110/05/29","104","4","3313","斐成","1300019.00","420827.00","1720846.00","567904.00","14327.00","582231.00","837708.00","624012.00","-374314.00","-11498.00","0.00","1075908.00","--","--","62707.00","1138615.00","0.00","0.00","0.00","12.84"
"110/05/29","104","4","3317","尼克森","2050147.00","417980.00","2468127.00","989414.00","11857.00","1001271.00","612515.00","630512.00","223498.00","331.00","--","1466856.00","0.00","--","0.00","1466856.00","0.00","0.00","0.00","23.95"
"110/05/29","104","4","3322","建舜電","1562077.00","632541.00","2194618.00","758823.00","334262.00","1093085.00","864156.00","103694.00","-107197.00","38818.00","--","899471.00","--","--","202062.00","1101533.00","--","0.00","0.00","10.41"
"110/05/29","104","4","3323","加百裕","3220536.00","540916.00","3761452.00","1415673.00","4393.00","1420066.00","902999.00","714648.00","650966.00","72773.00","0.00","2341386.00","--","--","--","2341386.00","--","0.00","0.00","25.93"
"110/05/29","104","4","3324","雙鴻","2352243.00","1203485.00","3555728.00","2084914.00","40322.00","2125236.00","711362.00","215401.00","344483.00","134426.00","--","1405672.00","--","--","24820.00","1430492.00","--","0.00","0.00","19.76"
"110/05/29","104","4","3325","旭品","1096722.00","456748.00","1553470.00","528946.00","8770.00","537716.00","771346.00","144893.00","119124.00","34584.00","-54193.00","1015754.00","--","--","0.00","1015754.00","0.00","0.00","2500000.00","13.61"
"110/05/29","104","4","3332","幸康","1293913.00","310684.00","1604597.00","212258.00","10889.00","223147.00","481042.00","180614.00","655990.00","63804.00","--","1381450.00","--","--","--","1381450.00","0.00","0.00","0.00","28.72"
"110/05/29","104","4","3339","泰谷","666234.00","1691438.00","2357672.00","384645.00","946746.00","1331391.00","2753048.00","111008.00","-1838180.00","405.00","0.00","1026281.00","--","--","--","1026281.00","--","0.00","0.00","3.73"
"110/05/29","104","4","3354","律勝","873843.00","615066.00","1488909.00","159885.00","5627.00","165512.00","824852.00","323505.00","144212.00","30828.00","0.00","1323397.00","--","--","--","1323397.00","0.00","0.00","0.00","16.04"
"110/05/29","104","4","3357","臺慶科","2360795.00","1638658.00","3999453.00","1453283.00","151455.00","1604738.00","910000.00","369762.00","1036408.00","99039.00","-20494.00","2394715.00","--","--","0.00","2394715.00","--","0.00","690000.00","26.52"
"110/05/29","104","4","3360","尚立","3906340.00","163313.00","4069653.00","2918696.00","25300.00","2943996.00","754560.00","329457.00","79537.00","-1520.00","-39995.00","1122039.00","--","--","3618.00","1125657.00","--","0.00","3425000.00","15.58"
"110/05/29","104","4","3362","先進光","1106296.00","838413.00","1944709.00","559634.00","182888.00","742522.00","933780.00","234189.00","56813.00","6357.00","-28952.00","1202187.00","--","--","0.00","1202187.00","0.00","0.00","1500000.00","13.08"
"110/05/29","104","4","3363","上詮","1092412.00","582825.00","1675237.00","414825.00","2079.00","416904.00","765991.00","323288.00","144346.00","16817.00","0.00","1250442.00","--","--","7891.00","1258333.00","--","0.00","0.00","16.32"
"110/05/29","104","4","3372","典範","2185495.00","1721692.00","3907187.00","376768.00","52011.00","428779.00","4094000.00","100087.00","-664894.00","-50785.00","--","--","--","--","--","3478408.00","0.00","0.00","0.00","8.50"
"110/05/29","104","4","3373","熱映","648537.00","249361.00","897898.00","147116.00","10977.00","158093.00","432898.00","200811.00","102609.00","3487.00","--","739805.00","--","--","--","739805.00","--","0.00","0.00","17.09"
"110/05/29","104","4","3374","精材","1771461.00","6747752.00","8519213.00","1592892.00","1074440.00","2667332.00","2688761.00","1580613.00","1584281.00","-1774.00","--","--","--","--","--","5851881.00","0.00","0.00","0.00","21.76"
"110/05/29","104","4","3379","彬台","715385.00","270933.00","986318.00","334803.00","43341.00","378144.00","380417.00","69971.00","152621.00","5165.00","0.00","608174.00","0.00","--","0.00","608174.00","--","0.00","0.00","15.99"
"110/05/29","104","4","3388","崇越電","3985354.00","403642.00","4388996.00","1079597.00","162383.00","1241980.00","643460.00","1001093.00","1333816.00","49587.00","--","3027956.00","--","--","119060.00","3147016.00","0.00","0.00","0.00","47.06"
"110/05/29","104","4","3390","旭軟","1170621.00","402130.00","1572751.00","212255.00","7257.00","219512.00","658450.00","356294.00","341103.00","-2608.00","0.00","1353239.00","--","--","0.00","1353239.00","--","0.00","0.00","20.55"
"110/05/29","104","4","3402","漢科","2799904.00","364875.00","3164779.00","1827677.00","118897.00","1946574.00","730476.00","320338.00","165332.00","2059.00","0.00","1218205.00","--","--","0.00","1218205.00","0.00","0.00","0.00","16.68"
"110/05/29","104","4","3426","台興","558098.00","81647.00","639745.00","129477.00","33307.00","162784.00","200000.00","72368.00","195850.00","8743.00","0.00","476961.00","0.00","--","0.00","476961.00","0.00","0.00","0.00","23.85"
"110/05/29","104","4","3434","哲固","388161.00","103430.00","491591.00","238144.00","15685.00","253829.00","227000.00","--","15018.00","-4256.00","--","237762.00","--","--","--","237762.00","0.00","0.00","0.00","10.47"
"110/05/29","104","4","3438","類比科","781579.00","675817.00","1457396.00","412172.00","12823.00","424995.00","389306.00","337856.00","305430.00","-191.00","--","1032401.00","--","--","--","1032401.00","0.00","0.00","0.00","26.52"
"110/05/29","104","4","3441","聯一光","916394.00","266971.00","1183365.00","70865.00","20508.00","91373.00","400399.00","305889.00","280713.00","48535.00","--","1035536.00","--","--","56456.00","1091992.00","0.00","0.00","0.00","25.86"
"110/05/29","104","4","3444","利機","573257.00","287526.00","860783.00","265558.00","14787.00","280345.00","391146.00","56611.00","126415.00","6266.00","0.00","580438.00","--","--","0.00","580438.00","0.00","0.00","0.00","14.84"
"110/05/29","104","4","3455","由田","2071189.00","424207.00","2495396.00","587916.00","110973.00","698889.00","611487.00","867982.00","314781.00","2257.00","--","1796507.00","--","--","--","1796507.00","0.00","40000.00","0.00","29.38"
"110/05/29","104","4","3465","進泰電子","169506.00","38242.00","207748.00","99074.00","30680.00","129754.00","263207.00","9317.00","-194452.00","-78.00","0.00","77994.00","--","--","0.00","77994.00","0.00","0.00","0.00","2.96"
"110/05/29","104","4","3466","致振","1663976.00","454924.00","2118900.00","491884.00","26383.00","518267.00","608876.00","620057.00","360438.00","11262.00","0.00","1600633.00","--","--","--","1600633.00","0.00","0.00","0.00","26.29"
"110/05/29","104","4","3479","安勤","2102932.00","897228.00","3000160.00","775012.00","83445.00","858457.00","683332.00","868163.00","425542.00","20111.00","-1535.00","1995613.00","--","--","146090.00","2141703.00","0.00","0.00","45690.00","29.22"
"110/05/29","104","4","3483","力致","2453374.00","1131401.00","3584775.00","1494461.00","159705.00","1654166.00","489600.00","1104143.00","284127.00","52861.00","-12252.00","1918479.00","--","--","12130.00","1930609.00","0.00","0.00","1031000.00","40.03"
"110/05/29","104","4","3484","崧騰","2359647.00","744703.00","3104350.00","1030471.00","357828.00","1388299.00","645600.00","469197.00","469108.00","74696.00","0.00","1658601.00","--","--","57450.00","1716051.00","--","0.00","0.00","25.69"
"110/05/29","104","4","3489","森寶","2352193.00","395098.00","2747291.00","562893.00","1066192.00","1629085.00","831307.00","343133.00","-56234.00","0.00","0.00","1118206.00","--","--","--","1118206.00","0.00","0.00","0.00","13.45"
"110/05/29","104","4","3490","單井","1438383.00","895846.00","2334229.00","548559.00","111963.00","660522.00","623418.00","452367.00","697576.00","10179.00","-109833.00","1673707.00","--","--","--","1673707.00","0.00","0.00","1420000.00","27.47"
"110/05/29","104","4","3491","昇達科","1354150.00","1066721.00","2420871.00","555960.00","27458.00","583418.00","514872.00","612474.00","362053.00","48712.00","0.00","1538111.00","--","--","299342.00","1837453.00","0.00","0.00","0.00","29.87"
"110/05/29","104","4","3492","長盛","697480.00","254338.00","951818.00","421686.00","33483.00","455169.00","355316.00","19787.00","102012.00","19534.00","0.00","496649.00","--","--","--","496649.00","0.00","0.00","0.00","13.98"
"110/05/29","104","4","3498","陽程","4150607.00","987875.00","5138482.00","1576003.00","172080.00","1748083.00","920360.00","1435593.00","1017254.00","8049.00","0.00","3381256.00","--","--","9143.00","3390399.00","--","0.00","0.00","36.74"
"110/05/29","104","4","3499","環天科","410291.00","463093.00","873384.00","196255.00","35078.00","231333.00","549706.00","174841.00","-93083.00","10587.00","0.00","642051.00","--","--","0.00","642051.00","0.00","0.00","0.00","11.68"
"110/05/29","104","4","3508","位速","2217066.00","1429824.00","3646890.00","1498356.00","113314.00","1611670.00","928377.00","1749284.00","-654537.00","68390.00","-56294.00","2035220.00","--","--","0.00","2035220.00","0.00","0.00","1076366.00","22.18"
"110/05/29","104","4","3511","矽瑪","701129.00","509418.00","1210547.00","465444.00","9500.00","474944.00","389729.00","138686.00","140280.00","-1127.00","0.00","667568.00","0.00","--","68035.00","735603.00","0.00","0.00","0.00","17.13"
"110/05/29","104","4","3512","皇龍","1089404.00","329833.00","1419237.00","569047.00","34551.00","603598.00","590000.00","168000.00","-22693.00","80332.00","0.00","815639.00","--","--","0.00","815639.00","0.00","0.00","0.00","13.82"
"110/05/29","104","4","3516","亞帝歐","1016766.00","905890.00","1922656.00","305272.00","21969.00","327241.00","690837.00","880096.00","-46959.00","71441.00","0.00","1595415.00","0.00","--","0.00","1595415.00","0.00","0.00","0.00","23.09"
"110/05/29","104","4","3520","華盈","650509.00","168205.00","818714.00","390823.00","107810.00","498633.00","533942.00","18568.00","-246911.00","3810.00","--","309409.00","--","--","10672.00","320081.00","--","0.00","0.00","5.79"
"110/05/29","104","4","3521","鴻翊","521028.00","303228.00","824256.00","279773.00","70891.00","350664.00","467306.00","0.00","5938.00","348.00","--","--","--","--","--","473592.00","--","0.00","0.00","10.13"
"110/05/29","104","4","3522","御頂","1472201.00","476251.00","1948452.00","683516.00","223312.00","906828.00","469500.00","316509.00","217979.00","37148.00","0.00","1041136.00","--","--","488.00","1041624.00","--","0.00","0.00","22.18"
"110/05/29","104","4","3523","迎輝","624205.00","1831789.00","2455994.00","800303.00","882197.00","1682500.00","960996.00","0.00","-210531.00","23029.00","0.00","773494.00","--","--","--","773494.00","--","0.00","0.00","8.05"
"110/05/29","104","4","3526","凡甲","1324975.00","594497.00","1919472.00","561896.00","45948.00","607844.00","644244.00","274258.00","356519.00","36607.00","0.00","1311628.00","--","--","0.00","1311628.00","0.00","0.00","0.00","20.36"
"110/05/29","104","4","3527","聚積","1501297.00","426262.00","1927559.00","412465.00","5016.00","417481.00","326564.00","805593.00","368113.00","2795.00","0.00","1503065.00","--","--","7013.00","1510078.00","--","0.00","0.00","46.03"
"110/05/29","104","4","3529","力旺","1439253.00","596220.00","2035473.00","200260.00","18431.00","218691.00","768323.00","455370.00","661838.00","0.00","-68749.00","1816782.00","--","--","0.00","1816782.00","0.00","0.00","1050000.00","23.97"
"110/05/29","104","4","3531","先益","1811418.00","600415.00","2411833.00","585745.00","61056.00","646801.00","611750.00","668693.00","440527.00","44062.00","--","1765032.00","--","--","0.00","1765032.00","0.00","0.00","0.00","28.85"
"110/05/29","104","4","3537","堡達","1123850.00","248538.00","1372388.00","456587.00","86501.00","543088.00","486952.00","105466.00","228465.00","8417.00","0.00","829300.00","0.00","--","0.00","829300.00","0.00","0.00","0.00","17.03"
"110/05/29","104","4","3540","曜越","2041466.00","276323.00","2317789.00","1031745.00","4114.00","1035859.00","666130.00","476513.00","129232.00","36730.00","-37418.00","1271187.00","--","--","10743.00","1281930.00","0.00","0.00","2795000.00","19.92"
"110/05/29","104","4","3541","西柏","957444.00","340607.00","1298051.00","384083.00","64707.00","448790.00","446532.00","71444.00","335341.00","-4056.00","0.00","849261.00","0.00","--","--","849261.00","0.00","0.00","0.00","19.02"
"110/05/29","104","4","3546","宇峻","675785.00","286950.00","962735.00","88487.00","25146.00","113633.00","345201.00","265215.00","278979.00","-15184.00","-31987.00","842224.00","--","--","6878.00","849102.00","--","0.00","506000.00","24.76"
"110/05/29","104","4","3548","兆利","2867366.00","1791868.00","4659234.00","1757005.00","262250.00","2019255.00","505514.00","822575.00","1135930.00","161843.00","-9141.00","2616721.00","--","--","23258.00","2639979.00","--","0.00","430000.00","52.21"
"110/05/29","104","4","3551","世禾","1255975.00","2067032.00","3323007.00","393606.00","263658.00","657264.00","567749.00","679504.00","1383243.00","33734.00","0.00","2664230.00","--","--","1513.00","2665743.00","--","0.00","0.00","46.93"
"110/05/29","104","4","3552","同致","6673142.00","1711263.00","8384405.00","4598269.00","60999.00","4659268.00","844261.00","882942.00","1958031.00","39903.00","0.00","3725137.00","--","--","--","3725137.00","0.00","0.00","0.00","44.12"
"110/05/29","104","4","3555","重鵬","138983.00","3009.00","141992.00","56244.00","0.00","56244.00","400047.00","3495.00","-317794.00","0.00","--","85748.00","--","--","--","85748.00","0.00","0.00","0.00","2.14"
"110/05/29","104","4","3556","禾瑞亞","1456525.00","70582.00","1527107.00","317901.00","2318.00","320219.00","549821.00","188954.00","402005.00","1334.00","--","1142114.00","--","--","64774.00","1206888.00","0.00","0.00","0.00","20.77"
"110/05/29","104","4","3558","神準","4457100.00","439660.00","4896760.00","2305402.00","26410.00","2331812.00","490609.00","702817.00","1373202.00","-1680.00","--","2564948.00","--","--","--","2564948.00","0.00","0.00","0.00","52.28"
"110/05/29","104","4","3564","其陽","597238.00","499157.00","1096395.00","289949.00","253906.00","543855.00","204000.00","117272.00","227354.00","3914.00","0.00","552540.00","--","--","0.00","552540.00","0.00","0.00","0.00","27.09"
"110/05/29","104","4","3567","逸昌","176245.00","356712.00","532957.00","45418.00","3685.00","49103.00","355810.00","55476.00","74053.00","0.00","-1485.00","--","0.00","--","--","483854.00","0.00","0.00","107000.00","13.64"
"110/05/29","104","4","3570","大塚","660420.00","53873.00","714293.00","146594.00","19580.00","166174.00","170970.00","68813.00","294353.00","5704.00","0.00","539840.00","--","--","8279.00","548119.00","0.00","0.00","0.00","31.58"
"110/05/29","104","4","3577","泓格","483506.00","650695.00","1134201.00","157629.00","138594.00","296223.00","436894.00","68630.00","327222.00","5232.00","--","837978.00","--","--","--","837978.00","0.00","0.00","0.00","19.18"
"110/05/29","104","4","3580","友威科","571494.00","370209.00","941703.00","478626.00","117224.00","595850.00","557067.00","6698.00","-268376.00","50464.00","0.00","345853.00","--","--","--","345853.00","--","0.00","0.00","6.21"
"110/05/29","104","4","3581","博磊","783949.00","186679.00","970628.00","193158.00","22255.00","215413.00","517760.00","94512.00","112594.00","37588.00","-7239.00","755215.00","--","--","--","755215.00","0.00","0.00","523000.00","14.74"
"110/05/29","104","4","3587","閎康","662276.00","966316.00","1628592.00","393087.00","755.00","393842.00","463131.00","419142.00","367462.00","9313.00","-24298.00","1234750.00","0.00","--","0.00","1234750.00","0.00","0.00","600000.00","27.01"
"110/05/29","104","4","3594","磐儀","1843224.00","299781.00","2143005.00","924559.00","6389.00","930948.00","561445.00","412585.00","184351.00","13443.00","-51145.00","1120679.00","--","--","91378.00","1212057.00","0.00","0.00","1606000.00","20.55"
"110/05/29","104","4","3597","映興","603520.00","285704.00","889224.00","316027.00","113984.00","430011.00","313882.00","5926.00","124183.00","12283.00","-6010.00","450264.00","--","--","8949.00","459213.00","0.00","0.00","432000.00","14.55"
"110/05/29","104","4","3609","東林","554253.00","488013.00","1042266.00","413333.00","53294.00","466627.00","303854.00","305613.00","-54067.00","20239.00","0.00","575639.00","--","--","0.00","575639.00","0.00","0.00","0.00","18.94"
"110/05/29","104","4","3611","鼎翰","2890300.00","1194102.00","4084402.00","815550.00","1347954.00","2163504.00","382004.00","413558.00","1040778.00","84558.00","--","1920898.00","--","--","--","1920898.00","--","0.00","0.00","50.28"
"110/05/29","104","4","3615","安可","1005090.00","2105297.00","3110387.00","239107.00","262667.00","501774.00","705845.00","1707589.00","190741.00","4438.00","--","2608613.00","--","--","--","2608613.00","0.00","0.00","0.00","36.96"
"110/05/29","104","4","3623","富晶通","1028404.00","136328.00","1164732.00","484807.00","705.00","485512.00","357323.00","63332.00","258565.00","--","--","--","--","--","--","679220.00","0.00","0.00","0.00","19.01"
"110/05/29","104","4","3624","光頡","2006010.00","1394986.00","3400996.00","801836.00","97444.00","899280.00","1173408.00","887358.00","437684.00","2559.00","--","2501009.00","--","--","707.00","2501716.00","0.00","0.00","0.00","21.31"
"110/05/29","104","4","3625","西勝","975272.00","261116.00","1236388.00","564581.00","192030.00","756611.00","560780.00","207060.00","-276323.00","11442.00","-50621.00","452338.00","--","--","27439.00","479777.00","0.00","0.00","5859000.00","9.01"
"110/05/29","104","4","3628","盈正","2009612.00","923216.00","2932828.00","1101551.00","99689.00","1201240.00","450000.00","819878.00","422197.00","30075.00","--","1722150.00","--","--","9438.00","1731588.00","0.00","0.00","0.00","38.27"
"110/05/29","104","4","3629","地心引力","148364.00","97557.00","245921.00","111520.00","39978.00","151498.00","150000.00","44034.00","-99611.00","--","--","--","--","--","--","94423.00","0.00","0.00","0.00","6.29"
"110/05/29","104","4","3630","新鉅科","1794080.00","2167778.00","3961858.00","1683455.00","26345.00","1709800.00","1016450.00","2262552.00","-1025776.00","16490.00","-17658.00","2252058.00","--","--","--","2252058.00","0.00","0.00","296000.00","22.22"
"110/05/29","104","4","3631","晟楠","1481928.00","539453.00","2021381.00","624868.00","151210.00","776078.00","799209.00","436855.00","-91981.00","101220.00","0.00","1245303.00","0.00","--","0.00","1245303.00","0.00","0.00","0.00","15.58"
"110/05/29","104","4","3632","研勤","709499.00","390917.00","1100416.00","257750.00","381009.00","638759.00","308077.00","153400.00","14441.00","-8237.00","-17387.00","450294.00","--","--","11363.00","461657.00","--","0.00","618000.00","14.92"
"110/05/29","104","4","3642","駿熠電","765907.00","155947.00","921854.00","211647.00","60273.00","271920.00","303687.00","334417.00","-30173.00","42003.00","0.00","649934.00","--","--","--","649934.00","0.00","0.00","0.00","21.40"
"110/05/29","104","4","3646","艾恩特","549130.00","113857.00","662987.00","161243.00","6236.00","167479.00","385844.00","74587.00","12403.00","22674.00","--","495508.00","--","--","--","495508.00","--","0.00","0.00","12.84"
"110/05/29","104","4","3652","精聯","1200600.00","444419.00","1645019.00","437693.00","57991.00","495684.00","467960.00","635118.00","39965.00","2915.00","--","1145958.00","--","--","3377.00","1149335.00","0.00","0.00","0.00","24.49"
"110/05/29","104","4","3663","鑫科","938137.00","802561.00","1740698.00","626208.00","9579.00","635787.00","734980.00","429987.00","-90577.00","14236.00","--","1088626.00","--","--","16285.00","1104911.00","--","0.00","0.00","14.81"
"110/05/29","104","4","3664","安瑞-KY","1553173.00","196896.00","1750069.00","300233.00","105146.00","405379.00","778043.00","375277.00","194048.00","29359.00","-32037.00","1344690.00","--","--","0.00","1344690.00","0.00","0.00","1260000.00","17.57"
"110/05/29","104","4","3666","光耀","1043781.00","288527.00","1332308.00","396925.00","0.00","396925.00","482996.00","202896.00","246442.00","3049.00","0.00","935383.00","--","--","--","935383.00","0.00","0.00","0.00","19.37"
"110/05/29","104","4","3672","康聯訊","481925.00","178220.00","660145.00","144797.00","5345.00","150142.00","294072.00","97859.00","113633.00","-3004.00","--","502560.00","--","--","7443.00","510003.00","--","0.00","0.00","17.09"
"110/05/29","104","4","3675","德微","695943.00","456673.00","1152616.00","196975.00","2637.00","199612.00","444283.00","402511.00","104732.00","1478.00","0.00","953004.00","--","--","0.00","953004.00","0.00","0.00","0.00","21.45"
"110/05/29","104","4","3680","家登","1128663.00","2081738.00","3210401.00","1206614.00","907104.00","2113718.00","624606.00","380603.00","97336.00","14524.00","-21172.00","1095897.00","--","--","786.00","1096683.00","--","0.00","665000.00","17.73"
"110/05/29","104","4","3684","榮昌","505066.00","102502.00","607568.00","183993.00","8027.00","192020.00","214308.00","85683.00","140869.00","-25312.00","--","415548.00","--","--","--","415548.00","--","0.00","0.00","19.39"
"110/05/29","104","4","3685","元創精密","723313.00","673821.00","1397134.00","229497.00","93012.00","322509.00","800000.00","425774.00","-218803.00","59586.00","--","1066557.00","--","--","8068.00","1074625.00","--","0.00","0.00","13.33"
"110/05/29","104","4","3687","歐買尬","2107997.00","335732.00","2443729.00","691961.00","49660.00","741621.00","300596.00","905032.00","-118039.00","-32648.00","0.00","1054941.00","--","--","647167.00","1702108.00","0.00","0.00","0.00","35.09"
"110/05/29","104","4","3689","湧德","3179075.00","1355062.00","4534137.00","1850747.00","17526.00","1868273.00","696758.00","726715.00","1169011.00","50262.00","0.00","2642746.00","0.00","--","23118.00","2665864.00","0.00","0.00","0.00","37.93"
"110/05/29","104","4","3691","碩禾","11770280.00","3681977.00","15452257.00","5263838.00","3238656.00","8502494.00","609821.00","2081401.00","3798019.00","10397.00","--","6499638.00","--","--","450125.00","6949763.00","0.00","88973.00","0.00","106.58"
"110/05/29","104","4","3693","營邦","2357562.00","663999.00","3021561.00","644427.00","510964.00","1155391.00","385357.00","509339.00","980464.00","-8990.00","--","1866170.00","0.00","--","0.00","1866170.00","0.00","0.00","0.00","48.43"
"110/05/29","104","4","3707","漢磊","2319416.00","1940654.00","4260070.00","1696637.00","275655.00","1972292.00","1632847.00","1266966.00","-592949.00","7383.00","-26469.00","2287778.00","--","--","--","2287778.00","0.00","0.00","1534500.00","14.14"
"110/05/29","104","4","4102","永日","234008.00","412522.00","646530.00","88432.00","37702.00","126134.00","423735.00","133583.00","-36922.00","--","--","--","--","--","--","520396.00","0.00","0.00","0.00","12.28"
"110/05/29","104","4","4105","東洋","4301026.00","4503688.00","8804714.00","2068934.00","1040830.00","3109764.00","2486500.00","373985.00","1880805.00","360011.00","--","5101301.00","--","--","593649.00","5694950.00","0.00","0.00","0.00","20.52"
"110/05/29","104","4","4107","邦特","1466651.00","1037129.00","2503780.00","500470.00","105659.00","606129.00","691347.00","375211.00","793700.00","37393.00","0.00","1897651.00","0.00","--","0.00","1897651.00","0.00","0.00","0.00","27.45"
"110/05/29","104","4","4109","加捷生醫","440845.00","1138233.00","1579078.00","337480.00","258364.00","595844.00","750347.00","111121.00","105112.00","1079.00","-16407.00","951252.00","--","--","31982.00","983234.00","0.00","0.00","659000.00","12.79"
"110/05/29","104","4","4111","濟生","515960.00","933714.00","1449674.00","309512.00","141437.00","450949.00","569830.00","48848.00","369559.00","10488.00","0.00","998725.00","--","--","0.00","998725.00","0.00","0.00","0.00","17.53"
"110/05/29","104","4","4113","聯上","6657699.00","389716.00","7047415.00","3193106.00","169385.00","3362491.00","2057646.00","808314.00","818871.00","93.00","--","--","--","--","--","3684924.00","--","0.00","0.00","17.91"
"110/05/29","104","4","4114","健喬","1189311.00","3403432.00","4592743.00","683960.00","894593.00","1578553.00","1332473.00","1100451.00","66096.00","-12460.00","-204586.00","2281974.00","--","--","732216.00","3014190.00","--","0.00","6035000.00","17.94"
"110/05/29","104","4","4116","明基醫","800536.00","602688.00","1403224.00","352626.00","24724.00","377350.00","442460.00","294849.00","281418.00","1236.00","0.00","1019963.00","--","--","5911.00","1025874.00","--","0.00","0.00","23.05"
"110/05/29","104","4","4120","友華","2917647.00","2556770.00","5474417.00","1368534.00","721415.00","2089949.00","867471.00","257647.00","1547318.00","218957.00","--","2891393.00","--","--","493075.00","3384468.00","0.00","0.00","0.00","33.33"
"110/05/29","104","4","4121","優盛","1615287.00","929021.00","2544308.00","677859.00","482992.00","1160851.00","733168.00","156918.00","228274.00","-6519.00","0.00","1111841.00","--","--","271616.00","1383457.00","0.00","0.00","0.00","15.16"
"110/05/29","104","4","4123","晟德","14666438.00","13246478.00","27912916.00","7981971.00","5047068.00","13029039.00","2535392.00","3465599.00","79717.00","527974.00","-22620.00","6586062.00","--","--","8297815.00","14883877.00","0.00","0.00","1435500.00","26.12"
"110/05/29","104","4","4126","太醫","1157772.00","1518428.00","2676200.00","410344.00","243625.00","653969.00","660152.00","410354.00","951725.00","0.00","0.00","2022231.00","--","--","0.00","2022231.00","0.00","0.00","0.00","30.63"
"110/05/29","104","4","4127","天良","450628.00","1049318.00","1499946.00","469496.00","198787.00","668283.00","457600.00","156625.00","217438.00","--","--","831663.00","--","--","--","831663.00","0.00","0.00","0.00","18.17"
"110/05/29","104","4","4128","中天","4640436.00","5192481.00","9832917.00","821902.00","67497.00","889399.00","4253427.00","3578400.00","-198728.00","12922.00","--","7646021.00","--","--","1297497.00","8943518.00","--","0.00","0.00","17.98"
"110/05/29","104","4","4129","聯合","1862972.00","730262.00","2593234.00","639828.00","180357.00","820185.00","717469.00","912988.00","156049.00","-13457.00","--","1773049.00","--","--","0.00","1773049.00","0.00","541979.00","0.00","24.71"
"110/05/29","104","4","4130","健亞","965737.00","1551525.00","2517262.00","104414.00","288535.00","392949.00","1015536.00","208016.00","86896.00","822184.00","-8319.00","2124313.00","--","--","--","2124313.00","--","243515.00","271000.00","21.08"
"110/05/29","104","4","4131","晶宇","67230.00","104239.00","171469.00","4324.00","107.00","4431.00","382919.00","0.00","-215881.00","0.00","--","--","--","--","--","167038.00","0.00","0.00","0.00","4.36"
"110/05/29","104","4","4138","曜亞","1643445.00","521789.00","2165234.00","435425.00","306799.00","742224.00","300000.00","625942.00","271148.00","100250.00","--","1297340.00","--","--","125670.00","1423010.00","--","0.00","0.00","43.24"
"110/05/29","104","4","4139","馬光-KY","522741.00","734318.00","1257059.00","401982.00","246686.00","648668.00","346797.00","195922.00","-57867.00","20039.00","--","504891.00","--","--","103500.00","608391.00","--","0.00","0.00","14.56"
"110/05/29","104","4","4147","中裕","4575758.00","350679.00","4926437.00","26632.00","--","26632.00","2472930.00","4505176.00","-2074340.00","-3961.00","--","4899805.00","--","--","--","4899805.00","0.00","0.00","0.00","19.81"
"110/05/29","104","4","4152","台微體","2455099.00","289772.00","2744871.00","173215.00","86186.00","259401.00","556203.00","2652969.00","-673562.00","-13247.00","-36893.00","2485470.00","--","--","--","2485470.00","0.00","0.00","276000.00","44.91"
"110/05/29","104","4","4153","鈺緯","1157869.00","555516.00","1713385.00","380205.00","296492.00","676697.00","385463.00","470270.00","180861.00","92.00","--","1036686.00","--","--","2.00","1036688.00","--","0.00","0.00","26.89"
"110/05/29","104","4","4154","康樂-KY","233555.00","87829.00","321384.00","91296.00","8071.00","99367.00","195260.00","66661.00","-17774.00","-22130.00","0.00","222017.00","--","--","--","222017.00","--","0.00","0.00","11.37"
"110/05/29","104","4","4157","太景*-KY","559747.00","65716.00","625463.00","133482.00","50377.00","183859.00","20243.00","840375.00","-413370.00","-5644.00","--","441604.00","--","--","--","441604.00","--","0.00","0.00","0.63"
"110/05/29","104","4","4160","創源","314514.00","66143.00","380657.00","68884.00","0.00","68884.00","242470.00","82383.00","-12896.00","--","--","311957.00","--","--","-184.00","311773.00","--","0.00","0.00","12.87"
"110/05/29","104","4","4161","聿新科","901554.00","543509.00","1445063.00","363977.00","40928.00","404905.00","516275.00","548410.00","128330.00","-5755.00","-162473.00","1024787.00","--","--","15371.00","1040158.00","0.00","0.00","2020000.00","20.69"
