出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"110/05/29","102","4","3526","凡甲","1610035.00","1184074.00","425961.00","0.00","0.00","425961.00","399712.00","--","26249.00","5260.00","31509.00","27187.00","4322.00","--","--","4322.00","40457.00","--","44779.00","4322.00","--","0.00","44779.00","--","0.00","0.07"
"110/05/29","102","4","3527","聚積","2154761.00","1461840.00","692921.00","2332.00","--","690589.00","558209.00","--","132380.00","32500.00","164880.00","24780.00","140100.00","--","--","140100.00","3962.00","--","144062.00","158767.00","--","-18667.00","162729.00","--","-18667.00","4.86"
"110/05/29","102","4","3529","力旺","808258.00","0.00","808258.00","--","--","808258.00","468574.00","--","339684.00","2474.00","342158.00","51518.00","290640.00","--","--","290640.00","1896.00","--","292536.00","290640.00","--","0.00","292536.00","--","0.00","3.87"
"110/05/29","102","4","3531","先益","1987615.00","1618976.00","368639.00","--","--","368639.00","268227.00","--","100412.00","35078.00","135490.00","6868.00","128622.00","--","--","128622.00","58770.00","--","187392.00","132592.00","--","-3970.00","191362.00","--","-3970.00","2.17"
"110/05/29","102","4","3537","堡達","2975194.00","2679921.00","295273.00","--","--","295273.00","169055.00","--","126218.00","12170.00","138388.00","25008.00","113380.00","--","--","113380.00","7349.00","--","120729.00","113380.00","--","--","120729.00","--","--","2.33"
"110/05/29","102","4","3540","曜越","3051879.00","2123118.00","928761.00","--","--","928761.00","949748.00","-1664.00","-22651.00","7100.00","-15551.00","14749.00","-30300.00","0.00","--","-30300.00","19384.00","--","-10916.00","-22156.00","--","-8144.00","-2772.00","--","-8144.00","-0.35"
"110/05/29","102","4","3541","西柏","1080458.00","722907.00","357551.00","-711.00","--","358262.00","235040.00","659.00","123881.00","12353.00","136234.00","30505.00","105729.00","0.00","--","105729.00","860.00","--","106589.00","--","--","--","--","--","--","2.78"
"110/05/29","102","4","3546","宇峻","795110.00","62123.00","732987.00","--","--","732987.00","679750.00","--","53237.00","8913.00","62150.00","30470.00","31680.00","--","--","31680.00","-7334.00","--","24346.00","32509.00","--","-829.00","26595.00","--","-2249.00","0.95"
"110/05/29","102","4","3548","兆利","3131046.00","2434699.00","696347.00","--","--","696347.00","578915.00","--","117432.00","56078.00","173510.00","29036.00","144474.00","--","--","144474.00","63014.00","--","207488.00","146197.00","--","-1723.00","209211.00","--","-1723.00","2.89"
"110/05/29","102","4","3551","世禾","1405206.00","891535.00","513671.00","--","--","513671.00","199712.00","--","313959.00","14505.00","328464.00","59677.00","268787.00","--","--","268787.00","20432.00","--","289219.00","264284.00","--","4503.00","288874.00","--","345.00","4.60"
"110/05/29","102","4","3552","同致","4512214.00","3236392.00","1275822.00","--","--","1275822.00","811189.00","--","464633.00","58595.00","523228.00","117193.00","406035.00","--","--","406035.00","103420.00","--","509455.00","406035.00","--","--","509455.00","--","--","5.17"
"110/05/29","102","4","3555","重鵬","882703.00","861197.00","21506.00","--","--","21506.00","603175.00","--","-581669.00","32612.00","-549057.00","1029.00","-550086.00","--","--","-550086.00","1114.00","--","-548972.00","-550086.00","--","--","-548972.00","--","--","-8.62"
"110/05/29","102","4","3556","禾瑞亞","1534544.00","658657.00","875887.00","--","--","875887.00","372394.00","--","503493.00","27761.00","531254.00","82093.00","449161.00","--","--","449161.00","762.00","--","449923.00","451118.00","--","-1957.00","450952.00","--","-1029.00","8.62"
"110/05/29","102","4","3558","神準","4981306.00","3521044.00","1460262.00","--","--","1460262.00","1021233.00","--","439029.00","47734.00","486763.00","64847.00","421916.00","--","--","421916.00","-1036.00","--","420880.00","421916.00","--","--","420880.00","--","--","10.03"
"110/05/29","102","4","3564","其陽","967617.00","707556.00","260061.00","--","--","260061.00","187473.00","--","72588.00","-7827.00","64761.00","10044.00","54717.00","--","--","54717.00","2377.00","--","57094.00","54717.00","--","--","57094.00","--","--","3.13"
"110/05/29","102","4","3567","逸昌","385794.00","299168.00","86626.00","--","--","86626.00","72130.00","--","14496.00","7634.00","22130.00","2727.00","19403.00","--","--","19403.00","-301.00","--","19102.00","--","--","--","--","--","--","0.53"
"110/05/29","102","4","3570","大塚","760054.00","427496.00","332558.00","--","--","332558.00","235192.00","--","97366.00","390.00","97756.00","18772.00","78984.00","--","--","78984.00","5396.00","--","84380.00","78984.00","--","--","84380.00","--","--","4.62"
"110/05/29","102","4","3577","泓格","726000.00","336962.00","389038.00","--","--","389038.00","307957.00","2671.00","83752.00","16714.00","100466.00","12519.00","87947.00","--","--","87947.00","10970.00","--","98917.00","87947.00","--","--","98917.00","--","--","2.01"
"110/05/29","102","4","3580","友威科","574949.00","552250.00","22699.00","--","--","22699.00","161019.00","--","-138320.00","-108702.00","-247022.00","-7853.00","-239169.00","--","--","-239169.00","33922.00","--","-205247.00","-239169.00","--","--","-205247.00","--","--","-5.21"
"110/05/29","102","4","3581","博磊","1094233.00","691154.00","403079.00","--","--","403079.00","248699.00","--","154380.00","-69253.00","85127.00","32695.00","52432.00","--","--","52432.00","2362.00","--","54794.00","52432.00","--","--","54794.00","--","--","0.99"
"110/05/29","102","4","3587","閎康","957572.00","547172.00","410400.00","0.00","0.00","410400.00","162312.00","--","248088.00","362.00","248450.00","27924.00","220526.00","--","--","220526.00","9837.00","--","230363.00","220526.00","0.00","0.00","230363.00","0.00","0.00","5.12"
"110/05/29","102","4","3594","磐儀","1282828.00","802388.00","480440.00","--","--","480440.00","404775.00","--","75665.00","13769.00","89434.00","19749.00","69685.00","--","--","69685.00","12064.00","--","81749.00","70270.00","--","-585.00","82206.00","--","-457.00","1.60"
"110/05/29","102","4","3597","映興","921086.00","753699.00","167387.00","--","--","167387.00","153300.00","--","14087.00","5685.00","19772.00","10572.00","9200.00","--","--","9200.00","15005.00","--","24205.00","15256.00","--","-6056.00","29696.00","--","-5491.00","0.49"
"110/05/29","102","4","3609","東林","892123.00","628384.00","263739.00","--","--","263739.00","262553.00","--","1186.00","6427.00","7613.00","6273.00","1340.00","--","--","1340.00","25699.00","--","27039.00","1086.00","--","254.00","26597.00","--","442.00","0.04"
"110/05/29","102","4","3611","鼎翰","2104135.00","1172487.00","931648.00","--","--","931648.00","383606.00","--","548042.00","36980.00","585022.00","140395.00","444627.00","--","--","444627.00","55014.00","--","499641.00","444627.00","--","--","499641.00","--","--","13.01"
"110/05/29","102","4","3615","安可","931722.00","832132.00","99590.00","--","--","99590.00","67463.00","--","32127.00","-10887.00","21240.00","15712.00","5528.00","--","--","5528.00","3827.00","--","9355.00","--","--","--","--","--","--","0.09"
"110/05/29","102","4","3623","富晶通","894677.00","708529.00","186148.00","--","--","186148.00","80970.00","--","105178.00","10942.00","116120.00","19753.00","96367.00","--","--","96367.00","-1398.00","--","94969.00","--","--","--","--","--","--","1.68"
"110/05/29","102","4","3624","光頡","1317901.00","893407.00","424494.00","--","--","424494.00","243678.00","--","180816.00","33084.00","213900.00","40978.00","172922.00","--","--","172922.00","4078.00","--","177000.00","173683.00","--","-761.00","177768.00","--","-768.00","2.00"
"110/05/29","102","4","3625","西勝","461787.00","438524.00","23263.00","--","--","23263.00","142626.00","--","-119363.00","8207.00","-111156.00","-1516.00","-109640.00","--","--","-109640.00","9651.00","--","-99989.00","-109498.00","--","-142.00","-99847.00","--","-142.00","-2.18"
"110/05/29","102","4","3628","盈正","2426211.00","1850324.00","575887.00","--","--","575887.00","407333.00","--","168554.00","9906.00","178460.00","31923.00","146537.00","--","--","146537.00","36310.00","--","182847.00","143879.00","--","2658.00","179804.00","--","3043.00","3.20"
"110/05/29","102","4","3629","地心引力","367520.00","354841.00","12679.00","--","--","12679.00","44141.00","--","-31462.00","-40574.00","-72036.00","6921.00","-78957.00","--","--","-78957.00","110.00","--","-78847.00","--","--","--","--","--","--","-2.05"
"110/05/29","102","4","3630","新鉅科","3230785.00","2690994.00","539791.00","--","--","539791.00","408545.00","--","131246.00","59914.00","191160.00","27846.00","163314.00","--","--","163314.00","56585.00","--","219899.00","163314.00","--","--","219899.00","--","--","1.82"
"110/05/29","102","4","3631","晟楠","1499420.00","1323037.00","176383.00","--","--","176383.00","48481.00","--","127902.00","23085.00","150987.00","31983.00","119004.00","--","--","119004.00","60753.00","--","179757.00","119004.00","0.00","0.00","179757.00","0.00","0.00","1.61"
"110/05/29","102","4","3632","研勤","967153.00","691681.00","275472.00","--","--","275472.00","264845.00","--","10627.00","7780.00","18407.00","2433.00","15974.00","--","--","15974.00","-2573.00","--","13401.00","12844.00","--","3130.00","10074.00","--","3327.00","0.42"
"110/05/29","102","4","3642","駿熠電","719496.00","587192.00","132304.00","--","--","132304.00","151833.00","--","-19529.00","-17512.00","-37041.00","-5489.00","-31552.00","--","--","-31552.00","22380.00","--","-9172.00","-31552.00","--","--","-9172.00","--","--","-0.97"
"110/05/29","102","4","3646","艾恩特","971605.00","752311.00","219294.00","--","--","219294.00","201956.00","--","17338.00","10082.00","27420.00","7550.00","19870.00","--","--","19870.00","14650.00","--","34520.00","19870.00","--","--","34520.00","0.00","0.00","0.52"
"110/05/29","102","4","3652","精聯","1964332.00","1358876.00","605456.00","--","--","605456.00","587262.00","--","18194.00","10623.00","28817.00","6269.00","22548.00","--","--","22548.00","8001.00","--","30549.00","22056.00","--","492.00","30555.00","--","-6.00","0.47"
"110/05/29","102","4","3663","鑫科","3421235.00","3277123.00","144112.00","--","--","144112.00","160325.00","--","-16213.00","4896.00","-11317.00","1996.00","-13313.00","--","--","-13313.00","14854.00","--","1541.00","3815.00","--","-17128.00","12949.00","--","-11408.00","0.05"
"110/05/29","102","4","3664","安瑞-KY","1189926.00","262520.00","927406.00","--","--","927406.00","948259.00","--","-20853.00","76017.00","55164.00","10491.00","44673.00","--","--","44673.00","48154.00","--","92827.00","44673.00","--","--","92827.00","--","--","0.64"
"110/05/29","102","4","3666","光耀","1298476.00","1019414.00","279062.00","--","--","279062.00","139301.00","--","139761.00","29170.00","168931.00","0.00","168931.00","--","--","168931.00","2559.00","--","171490.00","168931.00","--","--","171490.00","--","--","4.26"
"110/05/29","102","4","3672","康聯訊","541143.00","349392.00","191751.00","--","--","191751.00","127017.00","--","64734.00","4744.00","69478.00","18994.00","50484.00","--","--","50484.00","1550.00","--","52034.00","48990.00","--","1494.00","50540.00","--","1494.00","2.03"
"110/05/29","102","4","3675","德微","878211.00","803001.00","75210.00","0.00","0.00","75210.00","100764.00","--","-25554.00","1971.00","-23583.00","-2271.00","-21312.00","--","--","-21312.00","3633.00","--","-17679.00","-21312.00","--","--","-17679.00","--","--","-0.48"
"110/05/29","102","4","3680","家登","1673299.00","1391169.00","282130.00","--","--","282130.00","324015.00","--","-41885.00","65004.00","23119.00","3015.00","20104.00","--","--","20104.00","11449.00","--","31553.00","20104.00","--","--","31553.00","--","--","0.32"
"110/05/29","102","4","3684","榮昌","406251.00","246142.00","160109.00","0.00","0.00","160109.00","117234.00","0.00","42875.00","7474.00","50349.00","6570.00","43779.00","0.00","--","43779.00","4868.00","--","48647.00","43779.00","--","--","48647.00","--","--","2.43"
"110/05/29","102","4","3685","元創精密","686547.00","483495.00","203052.00","--","--","203052.00","129790.00","--","73262.00","-13034.00","60228.00","15571.00","44657.00","--","--","44657.00","31659.00","--","76316.00","44657.00","--","--","76316.00","--","--","1.11"
"110/05/29","102","4","3687","歐買尬","358406.00","256388.00","102018.00","--","--","102018.00","279324.00","--","-177306.00","14516.00","-162790.00","-17670.00","-145120.00","--","--","-145120.00","818.00","--","-144302.00","-126959.00","--","-18161.00","-126141.00","--","-18161.00","-4.22"
"110/05/29","102","4","3689","湧德","4692078.00","3408133.00","1283945.00","--","--","1283945.00","620177.00","--","663768.00","10203.00","673971.00","159582.00","514389.00","0.00","--","514389.00","22484.00","--","536873.00","519561.00","--","-5172.00","542045.00","--","-5172.00","7.69"
"110/05/29","102","4","3691","碩禾","4850547.00","3755205.00","1095342.00","--","--","1095342.00","339544.00","--","755798.00","-41448.00","714350.00","104716.00","609634.00","--","--","609634.00","3705.00","--","613339.00","619498.00","--","-9864.00","623203.00","--","-9864.00","12.24"
"110/05/29","102","4","3693","營邦","2658877.00","1860845.00","798032.00","--","--","798032.00","443736.00","--","354296.00","8455.00","362751.00","75602.00","287149.00","--","--","287149.00","6311.00","--","293460.00","287149.00","--","--","293460.00","--","--","8.40"
"110/05/29","102","4","4102","永日","300376.00","285739.00","14637.00","--","--","14637.00","86104.00","--","-71467.00","3627.00","-67840.00","-990.00","-66850.00","--","--","-66850.00","-1811.00","--","-68661.00","--","--","--","--","--","--","-1.58"
"110/05/29","102","4","4105","東洋","3110092.00","1055516.00","2054576.00","18578.00","13213.00","2049211.00","1709349.00","--","339862.00","496394.00","836256.00","191726.00","644530.00","--","--","644530.00","54115.00","--","698645.00","587440.00","--","57090.00","632147.00","--","66498.00","2.52"
"110/05/29","102","4","4107","邦特","957883.00","571836.00","386047.00","--","--","386047.00","149580.00","0.00","236467.00","12238.00","248705.00","33481.00","215224.00","--","--","215224.00","14771.00","--","229995.00","215224.00","0.00","0.00","229995.00","0.00","0.00","2.71"
"110/05/29","102","4","4109","加捷生醫","598195.00","403211.00","194984.00","--","--","194984.00","191443.00","--","3541.00","2381.00","5922.00","-9661.00","15583.00","--","--","15583.00","7199.00","--","22782.00","22070.00","--","-6487.00","27487.00","--","-4705.00","0.37"
"110/05/29","102","4","4111","濟生","920514.00","620827.00","299687.00","--","--","299687.00","187295.00","--","112392.00","3721.00","116113.00","20591.00","95522.00","--","--","95522.00","6862.00","--","102384.00","95522.00","--","0.00","102384.00","--","0.00","1.83"
"110/05/29","102","4","4113","聯上","1948719.00","1226193.00","722526.00","--","--","722526.00","131232.00","--","591294.00","-17227.00","574067.00","5414.00","568653.00","0.00","--","568653.00","291.00","--","568944.00","--","--","--","--","--","--","5.13"
"110/05/29","102","4","4114","健喬","1249239.00","640242.00","608997.00","--","--","608997.00","568263.00","--","40734.00","22060.00","62794.00","6640.00","56154.00","--","--","56154.00","63820.00","--","119974.00","62926.00","--","-6772.00","126746.00","--","-6772.00","0.65"
"110/05/29","102","4","4116","明基醫","830079.00","534250.00","295829.00","--","--","295829.00","251180.00","--","44649.00","8708.00","53357.00","10928.00","42429.00","--","--","42429.00","-800.00","--","41629.00","42424.00","--","5.00","41624.00","--","5.00","1.13"
"110/05/29","102","4","4120","友華","4665102.00","2885882.00","1779220.00","--","--","1779220.00","1713345.00","--","65875.00","374473.00","440348.00","3907.00","436441.00","--","--","436441.00","117624.00","--","554065.00","506780.00","--","-70339.00","622399.00","--","-68334.00","5.84"
"110/05/29","102","4","4121","優盛","2853693.00","2109069.00","744624.00","--","--","744624.00","816405.00","--","-71781.00","97631.00","25850.00","14679.00","11171.00","--","--","11171.00","2309.00","--","13480.00","12615.00","--","-1444.00","14909.00","--","-1429.00","0.17"
"110/05/29","102","4","4123","晟德","741934.00","466033.00","275901.00","--","--","275901.00","315756.00","--","-39855.00","127620.00","87765.00","20580.00","67185.00","--","--","67185.00","436721.00","--","503906.00","51911.00","--","15274.00","315219.00","--","188687.00","0.36"
"110/05/29","102","4","4126","太醫","1443896.00","902985.00","540911.00","0.00","0.00","540911.00","182726.00","--","358185.00","18347.00","376532.00","54636.00","321896.00","0.00","--","321896.00","4504.00","--","326400.00","321896.00","0.00","0.00","326400.00","0.00","0.00","4.88"
"110/05/29","102","4","4127","天良","918439.00","377036.00","541403.00","--","--","541403.00","467664.00","1940.00","75679.00","-11911.00","63768.00","14737.00","49031.00","--","--","49031.00","3850.00","--","52881.00","49031.00","--","--","52881.00","--","--","1.07"
"110/05/29","102","4","4128","中天","1167834.00","706549.00","461285.00","--","--","461285.00","870294.00","--","-409009.00","255891.00","-153118.00","5161.00","-158279.00","--","--","-158279.00","-35889.00","--","-194168.00","-129116.00","--","-29163.00","-164500.00","--","-29668.00","-0.35"
"110/05/29","102","4","4129","聯合","956212.00","354381.00","601831.00","0.00","0.00","601831.00","580964.00","0.00","20867.00","16006.00","36873.00","15529.00","21344.00","--","--","21344.00","10765.00","--","32109.00","21344.00","--","--","32109.00","--","--","0.41"
"110/05/29","102","4","4130","健亞","397041.00","225320.00","171721.00","--","--","171721.00","132179.00","--","39542.00","12349.00","51891.00","6229.00","45662.00","--","--","45662.00","-5756.00","--","39906.00","45662.00","--","--","39906.00","--","--","0.47"
"110/05/29","102","4","4131","晶宇","61294.00","48374.00","12920.00","--","--","12920.00","67896.00","--","-54976.00","9824.00","-45152.00","0.00","-45152.00","--","--","-45152.00","74.00","--","-45078.00","--","--","--","--","--","--","-0.93"
"110/05/29","102","4","4138","曜亞","898425.00","609785.00","288640.00","--","--","288640.00","245469.00","--","43171.00","7772.00","50943.00","13214.00","37729.00","--","--","37729.00","75716.00","--","113445.00","41439.00","--","-3710.00","117155.00","--","-3710.00","1.56"
"110/05/29","102","4","4139","馬光-KY","415652.00","388969.00","26683.00","--","--","26683.00","97102.00","--","-70419.00","26112.00","-44307.00","3832.00","-48139.00","--","--","-48139.00","11425.00","--","-36714.00","4732.00","-52871.00","--","12949.00","--","-49663.00","0.17"
"110/05/29","102","4","4147","中裕","--","--","--","--","--","--","257457.00","5780.00","-251677.00","--","-251677.00","0.00","-251677.00","--","--","-251677.00","1620.00","--","-250057.00","-251677.00","--","--","-250057.00","--","--","-1.30"
"110/05/29","102","4","4152","台微體","158644.00","--","158644.00","--","--","158644.00","568379.00","--","-409735.00","9124.00","-400611.00","359.00","-400970.00","--","--","-400970.00","739.00","--","-400231.00","-400970.00","--","--","-400231.00","--","--","-8.22"
"110/05/29","102","4","4153","鈺緯","776929.00","580788.00","196141.00","--","--","196141.00","131539.00","--","64602.00","9405.00","74007.00","8703.00","65304.00","--","--","65304.00","9.00","--","65313.00","65304.00","--","--","65313.00","--","--","3.03"
"110/05/29","102","4","4154","康樂-KY","357002.00","118901.00","238101.00","--","--","238101.00","228092.00","--","10009.00","4436.00","14445.00","2064.00","12381.00","--","--","12381.00","-4385.00","--","7996.00","12381.00","--","--","7996.00","--","--","0.57"
"110/05/29","102","4","4157","太景*-KY","69875.00","15269.00","54606.00","--","--","54606.00","551186.00","--","-496580.00","64387.00","-432193.00","--","-432193.00","--","--","-432193.00","-5740.00","--","-437933.00","-432193.00","--","--","-437933.00","--","--","-0.66"
"110/05/29","102","4","4160","創源","236306.00","202531.00","33775.00","--","--","33775.00","90944.00","0.00","-57169.00","4120.00","-53049.00","-4145.00","-48904.00","--","--","-48904.00","--","--","-48904.00","-32824.00","--","-16080.00","-32824.00","--","-16080.00","-1.38"
"110/05/29","102","4","4161","聿新科","451893.00","321935.00","129958.00","--","--","129958.00","80554.00","--","49404.00","36090.00","85494.00","11131.00","74363.00","--","--","74363.00","357.00","--","74720.00","79137.00","--","-4774.00","79494.00","--","-4774.00","2.19"
"110/05/29","102","4","4162","智擎","37400.00","20221.00","17179.00","--","--","17179.00","156663.00","--","-139484.00","21636.00","-117848.00","0.00","-117848.00","--","--","-117848.00","-85.00","--","-117933.00","--","--","--","--","--","--","-1.26"
"110/05/29","102","4","4163","鐿鈦","1514295.00","942881.00","571414.00","--","--","571414.00","317566.00","--","253848.00","33673.00","287521.00","44097.00","243424.00","--","--","243424.00","-3458.00","--","239966.00","243424.00","--","--","239966.00","--","--","6.05"
"110/05/29","102","4","4167","松瑞藥","1000632.00","928476.00","72156.00","--","--","72156.00","294858.00","--","-222702.00","-6001.00","-228703.00","--","-228703.00","--","--","-228703.00","-17.00","--","-228720.00","--","--","--","--","--","--","-1.48"
"110/05/29","102","4","4168","醣聯","35698.00","1247.00","34451.00","--","--","34451.00","61743.00","--","-27292.00","10685.00","-16607.00","4829.00","-21436.00","--","--","-21436.00","-4401.00","--","-25837.00","--","--","--","--","--","--","-0.37"
"110/05/29","102","4","4171","瑞基","95846.00","29807.00","66039.00","--","--","66039.00","123865.00","--","-57826.00","-10682.00","-68508.00","-10506.00","-58002.00","--","--","-58002.00","185.00","--","-57817.00","-58002.00","--","--","-57817.00","--","--","-1.91"
"110/05/29","102","4","4173","久裕","1445867.00","1193459.00","252408.00","--","--","252408.00","166105.00","--","86303.00","-18967.00","67336.00","10329.00","57007.00","--","--","57007.00","268.00","--","57275.00","57007.00","--","--","57275.00","--","--","1.63"
"110/05/29","102","4","4174","浩鼎","--","--","--","--","--","--","467650.00","--","-467650.00","29066.00","-438584.00","--","-438584.00","--","--","-438584.00","-201.00","--","-438785.00","-438584.00","--","--","-438785.00","--","--","-3.11"
"110/05/29","102","4","4175","杏一","3366492.00","2316191.00","1050301.00","--","--","1050301.00","932433.00","--","117868.00","11921.00","129789.00","26481.00","103308.00","--","--","103308.00","2147.00","--","105455.00","104991.00","--","-1683.00","107138.00","--","-1683.00","4.71"
"110/05/29","102","4","4183","福永生技","383891.00","289460.00","94431.00","--","--","94431.00","87181.00","--","7250.00","4173.00","11423.00","1940.00","9483.00","--","--","9483.00","-99.00","--","9384.00","--","--","--","--","--","--","0.47"
"110/05/29","102","4","4188","安克","0.00","0.00","0.00","0.00","0.00","0.00","21996.00","0.00","-21996.00","2544.00","-19452.00","0.00","-19452.00","--","--","-19452.00","--","--","-19452.00","--","--","--","--","--","--","-1.08"
"110/05/29","102","4","4192","杏國","763.00","311.00","452.00","--","--","452.00","109071.00","--","-108619.00","2390.00","-106229.00","0.00","-106229.00","--","--","-106229.00","-7354.00","--","-113583.00","--","--","--","--","--","--","-2.23"
"110/05/29","102","4","4198","欣大健康","342604.00","269171.00","73433.00","--","--","73433.00","364361.00","--","-290928.00","-33777.00","-324705.00","19901.00","-344606.00","--","--","-344606.00","7115.00","--","-337491.00","-344606.00","--","--","-337491.00","--","--","-3.59"
"110/05/29","102","4","4205","中華食","1209346.00","816770.00","392576.00","--","--","392576.00","219990.00","--","172586.00","-4015.00","168571.00","33347.00","135224.00","--","--","135224.00","42.00","--","135266.00","--","--","--","--","--","--","1.86"
"110/05/29","102","4","4207","環泰","3716679.00","3196185.00","520494.00","--","--","520494.00","233607.00","--","286887.00","42107.00","328994.00","41807.00","287187.00","--","--","287187.00","-33304.00","--","253883.00","220412.00","--","66775.00","188468.00","--","65415.00","1.47"
"110/05/29","102","4","4303","信立","615579.00","506337.00","109242.00","--","--","109242.00","91660.00","--","17582.00","15770.00","33352.00","--","33352.00","--","--","33352.00","4292.00","--","37644.00","33352.00","--","--","37644.00","--","--","0.48"
"110/05/29","102","4","4304","勝昱","644881.00","618040.00","26841.00","--","--","26841.00","128494.00","--","-101653.00","-8504.00","-110157.00","-4426.00","-105731.00","--","--","-105731.00","19967.00","--","-85764.00","-85764.00","-19967.00","0.00","-85764.00","0.00","0.00","-1.77"
"110/05/29","102","4","4305","世坤","1315512.00","1079898.00","235614.00","--","--","235614.00","69741.00","--","165873.00","6532.00","172405.00","31931.00","140474.00","--","--","140474.00","949.00","--","141423.00","--","--","--","--","--","--","2.55"
"110/05/29","102","4","4401","東隆興","4920457.00","3954031.00","966426.00","--","--","966426.00","201312.00","--","765114.00","29589.00","794703.00","142510.00","652193.00","--","--","652193.00","-8292.00","--","643901.00","639399.00","--","12794.00","630421.00","--","13480.00","5.32"
"110/05/29","102","4","4402","福大","1238382.00","1321136.00","-82754.00","--","--","-82754.00","57276.00","--","-140030.00","-19805.00","-159835.00","0.00","-159835.00","--","--","-159835.00","--","--","-159835.00","-155281.00","--","-4554.00","-155281.00","--","-4554.00","-1.98"
"110/05/29","102","4","4406","新昕纖","839573.00","843516.00","-3943.00","--","--","-3943.00","29801.00","--","-33744.00","12225.00","-21519.00","836.00","-22355.00","--","--","-22355.00","5636.00","--","-16719.00","--","--","--","--","--","--","-0.43"
"110/05/29","102","4","4413","飛寶企業","50502.00","47452.00","3050.00","--","--","3050.00","29253.00","0.00","-26203.00","-1627.00","-27830.00","0.00","-27830.00","0.00","0.00","-27830.00","447.00","--","-27383.00","--","--","--","--","--","--","-0.47"
"110/05/29","102","4","4416","三圓","505489.00","258779.00","246710.00","--","--","246710.00","81669.00","--","165041.00","-30002.00","135039.00","65541.00","69498.00","--","--","69498.00","5667.00","--","75165.00","69498.00","--","--","75165.00","--","--","1.16"
"110/05/29","102","4","4417","金洲","2436406.00","1993503.00","442903.00","--","--","442903.00","263895.00","--","179008.00","37207.00","216215.00","56348.00","159867.00","--","--","159867.00","62954.00","--","222821.00","138565.00","--","21302.00","194804.00","--","28017.00","1.80"
"110/05/29","102","4","4419","元勝","238165.00","246634.00","-8469.00","--","--","-8469.00","32412.00","--","-40881.00","-48594.00","-89475.00","477.00","-89952.00","--","--","-89952.00","50.00","0.00","-89902.00","--","--","--","--","--","--","-2.29"
"110/05/29","102","4","4420","光明","463716.00","452207.00","11509.00","--","--","11509.00","19860.00","--","-8351.00","10826.00","2475.00","508.00","1967.00","--","--","1967.00","-4165.00","--","-2198.00","--","--","--","--","--","--","0.07"
"110/05/29","102","4","4429","聚紡","942389.00","801197.00","141192.00","--","--","141192.00","101008.00","--","40184.00","937.00","41121.00","10601.00","30520.00","--","--","30520.00","-260.00","--","30260.00","--","--","--","--","--","--","0.89"
"110/05/29","102","4","4430","耀億","2120545.00","1622368.00","498177.00","--","--","498177.00","386973.00","--","111204.00","39514.00","150718.00","23976.00","126742.00","--","--","126742.00","53127.00","--","179869.00","126742.00","--","--","179869.00","--","--","2.38"
"110/05/29","102","4","4432","銘旺實","2189650.00","1810906.00","378744.00","--","--","378744.00","164764.00","--","213980.00","40824.00","254804.00","52385.00","202419.00","--","--","202419.00","-11347.00","--","191072.00","202419.00","--","--","191072.00","--","--","5.09"
"110/05/29","102","4","4433","興采","1368413.00","1032679.00","335734.00","--","--","335734.00","281539.00","--","54195.00","24867.00","79062.00","13333.00","65729.00","--","--","65729.00","6247.00","--","71976.00","65729.00","--","--","71976.00","--","--","2.59"
"110/05/29","102","4","4502","健信","900894.00","912425.00","-11531.00","--","--","-11531.00","100054.00","--","-111585.00","-32613.00","-144198.00","-5.00","-144193.00","--","--","-144193.00","5535.00","--","-138658.00","-142798.00","--","-1395.00","-137263.00","--","-1395.00","-2.42"
"110/05/29","102","4","4503","金雨","109742.00","104696.00","5046.00","--","--","5046.00","43316.00","--","-38270.00","14422.00","-23848.00","-394.00","-23454.00","--","--","-23454.00","-2627.00","--","-26081.00","-23454.00","--","--","-26081.00","--","--","-0.64"
"110/05/29","102","4","4506","崇友","3624712.00","2807248.00","817464.00","--","--","817464.00","487607.00","--","329857.00","39917.00","369774.00","60744.00","309030.00","--","--","309030.00","462.00","--","309492.00","310059.00","--","-1029.00","310731.00","--","-1239.00","1.58"
"110/05/29","102","4","4510","高鋒","2019967.00","1576320.00","443647.00","0.00","43.00","443690.00","286994.00","--","156696.00","3621.00","160317.00","26494.00","133823.00","--","--","133823.00","176849.00","--","310672.00","134008.00","--","-185.00","310881.00","--","-209.00","1.50"
"110/05/29","102","4","4513","福裕","2300872.00","1775781.00","525091.00","--","--","525091.00","551917.00","--","-26826.00","23310.00","-3516.00","19947.00","-23463.00","--","--","-23463.00","23182.00","--","-281.00","-45853.00","--","22390.00","-22775.00","--","22494.00","-0.60"
